family,model,dim,cfg,kernel,split,c_selected,c_cv_score,fit_seconds,accuracy,balanced_accuracy,f1_macro,f1_pos,roc_auc,pr_auc,log_loss,brier,ece,mean_predictive_entropy,shots,min_eig_before_psd,fro_change_sampling,fro_change_projection,spec_train_eff_rank,kta_ood
quantum,svc,4,zz_r1_full__as0.5__svc__d4,zz_r1_full__as0.5,id_val,1.0,0.9274960449598716,0.00963139533996582,0.9641434262948207,0.9639001778003556,0.9641069641069641,0.9629629629629629,0.9755524511049023,0.9625727289945711,,,,,128,-1.678217760216191,25.653714645879116,17.556666413507106,,
quantum,svc,4,zz_r1_full__as0.5__svc__d4,zz_r1_full__as0.5,id_test,1.0,0.9274960449598716,0.00963139533996582,0.9598393574297188,0.9597367402245451,0.9598231573512327,0.9590163934426229,0.9781262098335269,0.9585066006247533,,,,,128,-1.678217760216191,25.653714645879116,17.556666413507106,,
quantum,svc,4,zz_r1_full__as0.5__svc__d4,zz_r1_full__as0.5,ood_test,1.0,0.9274960449598716,0.00963139533996582,0.844,0.8475397474771783,0.8439100922131147,0.84765625,0.9211307375142385,0.9150507020238473,,,,,128,-1.678217760216191,25.653714645879116,17.556666413507106,,
quantum,gpc,4,zz_r1_full__as0.5__gpc__d4,zz_r1_full__as0.5,id_val,,,0.7959449291229248,0.952191235059761,0.9524701549403098,0.9521844043688088,0.952755905511811,0.9844424688849377,0.9735159592791214,0.1747458266032202,0.040241260340654166,0.09703335609847086,0.3110272189729425,128,-1.678217760216191,25.653714645879116,17.556666413507106,,
quantum,gpc,4,zz_r1_full__as0.5__gpc__d4,zz_r1_full__as0.5,id_test,,,0.7959449291229248,0.9518072289156626,0.9522841656987998,0.951769111570248,0.953125,0.992966834430249,0.9921106977033285,0.1628537589157151,0.038093782308843596,0.09572311847663559,0.31449160810821003,128,-1.678217760216191,25.653714645879116,17.556666413507106,,
quantum,gpc,4,zz_r1_full__as0.5__gpc__d4,zz_r1_full__as0.5,ood_test,,,0.7959449291229248,0.776,0.7841523479488537,0.7729447444817463,0.7992831541218638,0.9302273347130642,0.9197130602433109,0.3917277152345512,0.12502027056464168,0.11732217728253583,0.4444893508344187,128,-1.678217760216191,25.653714645879116,17.556666413507106,,
quantum,geometry,4,zz_r1_full__as0.5__geom__d4,zz_r1_full__as0.5,ood_test,,,,,,,,,,,,,,128,-1.0905815162863484,12.069994309043038,8.028366389176698,49.283563888378644,0.23790139302545088
quantum,svc,4,zz_r1_full__as0.5__svc__d4,zz_r1_full__as0.5,id_val,10.0,0.9400334871212023,0.008209705352783203,0.9043824701195219,0.903987807975616,0.9041984732824427,0.9,0.9631064262128525,0.9613597074503298,,,,,512,-0.845536286547746,12.82541746596732,8.714264557389281,,
quantum,svc,4,zz_r1_full__as0.5__svc__d4,zz_r1_full__as0.5,id_test,10.0,0.9400334871212023,0.008209705352783203,0.8554216867469879,0.8556910569105691,0.8554006968641115,0.8571428571428571,0.9294102464834172,0.907217075764029,,,,,512,-0.845536286547746,12.82541746596732,8.714264557389281,,
quantum,svc,4,zz_r1_full__as0.5__svc__d4,zz_r1_full__as0.5,ood_test,10.0,0.9400334871212023,0.008209705352783203,0.83,0.831728995203029,0.8299829982998299,0.8282828282828283,0.9101570647029568,0.9058669466908166,,,,,512,-0.845536286547746,12.82541746596732,8.714264557389281,,
quantum,gpc,4,zz_r1_full__as0.5__gpc__d4,zz_r1_full__as0.5,id_val,,,0.8772196769714355,0.952191235059761,0.9524701549403098,0.9521844043688088,0.952755905511811,0.9850774701549403,0.9762972898861016,0.17144647548623274,0.03946935805707026,0.0980507232841823,0.31157979258353974,512,-0.845536286547746,12.82541746596732,8.714264557389281,,
quantum,gpc,4,zz_r1_full__as0.5__gpc__d4,zz_r1_full__as0.5,id_test,,,0.8772196769714355,0.9558232931726908,0.9563492063492063,0.9557776450263978,0.9571984435797666,0.9932249322493225,0.992395038940708,0.16262658038919878,0.03726310238977598,0.09420554696943804,0.32070673424230156,512,-0.845536286547746,12.82541746596732,8.714264557389281,,
quantum,gpc,4,zz_r1_full__as0.5__gpc__d4,zz_r1_full__as0.5,ood_test,,,0.8772196769714355,0.768,0.7763392212542716,0.7646103896103895,0.7928571428571428,0.9346713513340071,0.9261119562764357,0.3882055513397504,0.12355280442209572,0.1387736924872946,0.44529480088164236,512,-0.845536286547746,12.82541746596732,8.714264557389281,,
quantum,geometry,4,zz_r1_full__as0.5__geom__d4,zz_r1_full__as0.5,ood_test,,,,,,,,,,,,,,512,-0.5392710742593233,6.00983481701818,3.962385485304132,29.5900485624814,0.23831130902429984
quantum,svc,4,zz_r1_full__as0.5__svc__d4,zz_r1_full__as0.5,id_val,10.0,0.9537619211431945,0.017272472381591797,0.9322709163346613,0.9319278638557277,0.9321632406480025,0.9294605809128631,0.9773304546609093,0.9698550899335082,,,,,2048,-0.4170194500836617,6.414069009434143,4.3282506274588854,,
quantum,svc,4,zz_r1_full__as0.5__svc__d4,zz_r1_full__as0.5,id_test,10.0,0.9537619211431945,0.017272472381591797,0.9437751004016064,0.9433797909407665,0.9436651583710407,0.9411764705882353,0.9706413730803976,0.9429256207344352,,,,,2048,-0.4170194500836617,6.414069009434143,4.3282506274588854,,
quantum,svc,4,zz_r1_full__as0.5__svc__d4,zz_r1_full__as0.5,ood_test,10.0,0.9537619211431945,0.017272472381591797,0.916,0.9174407598145384,0.9159663865546218,0.9142857142857143,0.957549213072147,0.9611629312831818,,,,,2048,-0.4170194500836617,6.414069009434143,4.3282506274588854,,
quantum,gpc,4,zz_r1_full__as0.5__gpc__d4,zz_r1_full__as0.5,id_val,,,0.8681602478027344,0.9482071713147411,0.9484378968757938,0.9482038827245742,0.9486166007905138,0.9865379730759463,0.9771507372518878,0.17115444658502238,0.03936479338083295,0.1042994657883678,0.3128685361645974,2048,-0.4170194500836617,6.414069009434143,4.3282506274588854,,
quantum,gpc,4,zz_r1_full__as0.5__gpc__d4,zz_r1_full__as0.5,id_test,,,0.8681602478027344,0.9558232931726908,0.9563492063492063,0.9557776450263978,0.9571984435797666,0.9928377855207123,0.9920195249666345,0.16261654315478963,0.03715934955254823,0.11024580342106736,0.32126199410270134,2048,-0.4170194500836617,6.414069009434143,4.3282506274588854,,
quantum,gpc,4,zz_r1_full__as0.5__gpc__d4,zz_r1_full__as0.5,ood_test,,,0.8681602478027344,0.772,0.7803500665800325,0.7686688311688312,0.7964285714285714,0.9326338419085206,0.9198467573279029,0.3881987105004881,0.12304829702947148,0.1641497440918863,0.44655289876191,2048,-0.4170194500836617,6.414069009434143,4.3282506274588854,,
quantum,geometry,4,zz_r1_full__as0.5__geom__d4,zz_r1_full__as0.5,ood_test,,,,,,,,,,,,,,2048,-0.2665566443690779,2.9977554641349577,1.962672877690768,20.777764242340908,0.23813015683196018
quantum,svc,4,zz_r1_full__as0.5__svc__d4,zz_r1_full__as0.5,id_val,100.0,0.9567535732138918,0.010194778442382812,0.9083665338645418,0.9084010668021336,0.9083607155896312,0.9076305220883534,0.9591059182118364,0.9468428457419042,,,,,8192,-0.20993510585035446,3.212882529090351,2.1573966147345898,,
quantum,svc,4,zz_r1_full__as0.5__svc__d4,zz_r1_full__as0.5,id_test,100.0,0.9567535732138918,0.010194778442382812,0.8795180722891566,0.8795973674022455,0.8795161290322581,0.8790322580645161,0.9457349335398116,0.9181056558104529,,,,,8192,-0.20993510585035446,3.212882529090351,2.1573966147345898,,
quantum,svc,4,zz_r1_full__as0.5__svc__d4,zz_r1_full__as0.5,ood_test,100.0,0.9567535732138918,0.010194778442382812,0.822,0.8241244324653865,0.821999287997152,0.8216432865731463,0.909900370602108,0.9111775818898341,,,,,8192,-0.20993510585035446,3.212882529090351,2.1573966147345898,,
quantum,gpc,4,zz_r1_full__as0.5__gpc__d4,zz_r1_full__as0.5,id_val,,,0.7247788906097412,0.9442231075697212,0.9444056388112776,0.9442222222222222,0.9444444444444444,0.985966471932944,0.9752363627987897,0.1713971203075858,0.039328165766067125,0.10334065248404598,0.313293263430443,8192,-0.20993510585035446,3.212882529090351,2.1573966147345898,,
quantum,gpc,4,zz_r1_full__as0.5__gpc__d4,zz_r1_full__as0.5,id_test,,,0.7247788906097412,0.9518072289156626,0.9522841656987998,0.951769111570248,0.953125,0.9938056523422377,0.9929578456804933,0.16177827200036732,0.036880901285478,0.11001879528826815,0.3206396884192903,8192,-0.20993510585035446,3.212882529090351,2.1573966147345898,,
quantum,gpc,4,zz_r1_full__as0.5__gpc__d4,zz_r1_full__as0.5,ood_test,,,0.7247788906097412,0.768,0.776130657297332,0.7648356282132374,0.7921146953405018,0.9337408352184307,0.9216031289266654,0.38667714073353066,0.1224293273454172,0.16459575581410238,0.4466005780017879,8192,-0.20993510585035446,3.212882529090351,2.1573966147345898,,
quantum,geometry,4,zz_r1_full__as0.5__geom__d4,zz_r1_full__as0.5,ood_test,,,,,,,,,,,,,,8192,-0.13365092715612945,1.4955450319693242,0.971422802425925,16.691516816175312,0.23805568988673753
quantum,svc,4,zz_r2_full__as0.5__svc__d4,zz_r2_full__as0.5,id_val,1.0,0.949729762788911,0.009979724884033203,0.9561752988047809,0.9558356616713233,0.9561056263016486,0.9543568464730291,0.9691389382778767,0.9687653820349937,,,,,128,-1.4585229745120898,22.279177802548784,15.024157464241997,,
quantum,svc,4,zz_r2_full__as0.5__svc__d4,zz_r2_full__as0.5,id_test,1.0,0.949729762788911,0.009979724884033203,0.963855421686747,0.9636082075106465,0.9638180732034164,0.9626556016597511,0.9790295522002839,0.9699117911655727,,,,,128,-1.4585229745120898,22.279177802548784,15.024157464241997,,
quantum,svc,4,zz_r2_full__as0.5__svc__d4,zz_r2_full__as0.5,ood_test,1.0,0.949729762788911,0.009979724884033203,0.884,0.88618825303621,0.8839981439703035,0.8835341365461847,0.9362917328456145,0.9300602936416232,,,,,128,-1.4585229745120898,22.279177802548784,15.024157464241997,,
quantum,gpc,4,zz_r2_full__as0.5__gpc__d4,zz_r2_full__as0.5,id_val,,,0.7953855991363525,0.9442231075697212,0.9443103886207773,0.9442222222222222,0.944,0.9862839725679451,0.9775290737007,0.16341739797999605,0.03721117117599678,0.0866304168654404,0.3040706089434203,128,-1.4585229745120898,22.279177802548784,15.024157464241997,,
quantum,gpc,4,zz_r2_full__as0.5__gpc__d4,zz_r2_full__as0.5,id_test,,,0.7953855991363525,0.9718875502008032,0.9719318621757647,0.9718857364066003,0.97165991902834,0.9959349593495934,0.9954990134756281,0.14930873388426966,0.032272782541117526,0.09876297856111936,0.31586985669547774,128,-1.4585229745120898,22.279177802548784,15.024157464241997,,
quantum,gpc,4,zz_r2_full__as0.5__gpc__d4,zz_r2_full__as0.5,ood_test,,,0.7953855991363525,0.818,0.8240763023214773,0.8169978803930322,0.8305400372439479,0.9200558309669346,0.9002759063597299,0.40127144082244354,0.12685590961542495,0.15340217771541614,0.4523803750820368,128,-1.4585229745120898,22.279177802548784,15.024157464241997,,
quantum,geometry,4,zz_r2_full__as0.5__geom__d4,zz_r2_full__as0.5,ood_test,,,,,,,,,,,,,,128,-1.0063515880978156,11.30008482101573,7.386463766462338,51.38565410465471,0.26425280069271156
quantum,svc,4,zz_r2_full__as0.5__svc__d4,zz_r2_full__as0.5,id_val,1.0,0.9496296927338645,0.007146358489990234,0.9482071713147411,0.947771145542291,0.9480885183829963,0.9456066945606695,0.9704089408178815,0.9726342248853913,,,,,512,-0.7223605378168235,11.152288871496534,7.448034705740355,,
quantum,svc,4,zz_r2_full__as0.5__svc__d4,zz_r2_full__as0.5,id_test,1.0,0.9496296927338645,0.007146358489990234,0.963855421686747,0.9636082075106465,0.9638180732034164,0.9626556016597511,0.9832881662149956,0.9747139221771032,,,,,512,-0.7223605378168235,11.152288871496534,7.448034705740355,,
quantum,svc,4,zz_r2_full__as0.5__svc__d4,zz_r2_full__as0.5,ood_test,1.0,0.9496296927338645,0.007146358489990234,0.888,0.8899905344050312,0.8879928315412187,0.8870967741935484,0.9429497360863776,0.9454766105565652,,,,,512,-0.7223605378168235,11.152288871496534,7.448034705740355,,
quantum,gpc,4,zz_r2_full__as0.5__gpc__d4,zz_r2_full__as0.5,id_val,,,0.8639259338378906,0.9561752988047809,0.9562166624333248,0.9561725161515628,0.9558232931726908,0.9862204724409449,0.9799682701952439,0.15949805581266077,0.03531980122641952,0.09753958115527497,0.3037079743960543,512,-0.7223605378168235,11.152288871496534,7.448034705740355,,
quantum,gpc,4,zz_r2_full__as0.5__gpc__d4,zz_r2_full__as0.5,id_test,,,0.8639259338378906,0.9598393574297188,0.9601238869531552,0.9598335269066977,0.9603174603174603,0.9962575816234353,0.9958312183480743,0.14899152500825133,0.03197698495923847,0.1092917479110975,0.31709105457681125,512,-0.7223605378168235,11.152288871496534,7.448034705740355,,
quantum,gpc,4,zz_r2_full__as0.5__gpc__d4,zz_r2_full__as0.5,ood_test,,,0.8639259338378906,0.806,0.8130865861288925,0.8042705344423324,0.8226691042047533,0.9217885161476632,0.9029654838902201,0.39985997032455084,0.1260395104759834,0.15167279635420233,0.45616340875641964,512,-0.7223605378168235,11.152288871496534,7.448034705740355,,
quantum,geometry,4,zz_r2_full__as0.5__geom__d4,zz_r2_full__as0.5,ood_test,,,,,,,,,,,,,,512,-0.4929760146463095,5.63650294237588,3.6431355974064346,32.66127518607349,0.2644604476663931
quantum,svc,4,zz_r2_full__as0.5__svc__d4,zz_r2_full__as0.5,id_val,10.0,0.962667425092347,0.009004354476928711,0.9442231075697212,0.9439293878587757,0.9441513032422123,0.9421487603305785,0.9813944627889256,0.9819585067850494,,,,,2048,-0.3625781668052814,5.566567112998212,3.6881708999190383,,
quantum,svc,4,zz_r2_full__as0.5__svc__d4,zz_r2_full__as0.5,id_test,10.0,0.962667425092347,0.009004354476928711,0.9558232931726908,0.9556716995741386,0.9557976276930525,0.9547325102880658,0.9773519163763067,0.9683245134639166,,,,,2048,-0.3625781668052814,5.566567112998212,3.6881708999190383,,
quantum,svc,4,zz_r2_full__as0.5__svc__d4,zz_r2_full__as0.5,ood_test,10.0,0.962667425092347,0.009004354476928711,0.906,0.9079350563924853,0.905990599059906,0.9050505050505051,0.9575812998347533,0.9560886278745861,,,,,2048,-0.3625781668052814,5.566567112998212,3.6881708999190383,,
quantum,gpc,4,zz_r2_full__as0.5__gpc__d4,zz_r2_full__as0.5,id_val,,,0.9270808696746826,0.9482071713147411,0.9483426466852933,0.9482071713147411,0.9482071713147411,0.9855854711709423,0.9785188562027318,0.1618377554394549,0.0359553246060643,0.09905320482708638,0.3063973521144313,2048,-0.3625781668052814,5.566567112998212,3.6881708999190383,,
quantum,gpc,4,zz_r2_full__as0.5__gpc__d4,zz_r2_full__as0.5,id_test,,,0.9270808696746826,0.963855421686747,0.9640921409214092,0.963853089665629,0.9641434262948207,0.9959349593495934,0.995412602121513,0.15009610070285911,0.03214108323950934,0.11310449274195739,0.31863907155357424,2048,-0.3625781668052814,5.566567112998212,3.6881708999190383,,
quantum,gpc,4,zz_r2_full__as0.5__gpc__d4,zz_r2_full__as0.5,ood_test,,,0.9270808696746826,0.82,0.8263945709197671,0.818840579710145,0.8333333333333334,0.9225585984502094,0.9030283636808518,0.3983176576466969,0.12521349202749807,0.16417651263717628,0.456822158467669,2048,-0.3625781668052814,5.566567112998212,3.6881708999190383,,
quantum,geometry,4,zz_r2_full__as0.5__geom__d4,zz_r2_full__as0.5,ood_test,,,,,,,,,,,,,,2048,-0.24532602468302458,2.818282270785317,1.8013020775515387,24.046494123087378,0.26448483438973724
quantum,svc,4,zz_r2_full__as0.5__svc__d4,zz_r2_full__as0.5,id_val,100.0,0.9697743315122066,0.008001565933227539,0.9482071713147411,0.9479616459232918,0.9481545037100593,0.9465020576131687,0.986982473964948,0.9827789307242715,,,,,8192,-0.18469224950519594,2.795346550152808,1.8335253487553294,,
quantum,svc,4,zz_r2_full__as0.5__svc__d4,zz_r2_full__as0.5,id_test,100.0,0.9697743315122066,0.008001565933227539,0.9437751004016064,0.9436701509872241,0.9437524202917258,0.9426229508196722,0.9705768486256291,0.9678111787781826,,,,,8192,-0.18469224950519594,2.795346550152808,1.8335253487553294,,
quantum,svc,4,zz_r2_full__as0.5__svc__d4,zz_r2_full__as0.5,ood_test,100.0,0.9697743315122066,0.008001565933227539,0.876,0.8756637949014134,0.8756637949014134,0.869198312236287,0.9315268485986107,0.936636406785194,,,,,8192,-0.18469224950519594,2.795346550152808,1.8335253487553294,,
quantum,gpc,4,zz_r2_full__as0.5__gpc__d4,zz_r2_full__as0.5,id_val,,,0.7091290950775146,0.952191235059761,0.9522796545593091,0.9521904761904761,0.952,0.9861569723139446,0.9787063357528376,0.16141029810857924,0.03586770368371246,0.09908535446240738,0.30628483384121585,8192,-0.18469224950519594,2.795346550152808,1.8335253487553294,,
