task,stratum,seed,family,kernel,dim,candidate_id,model,regularization,c_selected,c_cv_score,split,fit_seconds,kernel_backend,accuracy,balanced_accuracy,f1_macro,f1_pos,roc_auc,pr_auc,log_loss,brier,ece,mean_predictive_entropy
acsincome,q2000,42,classical_ext,linear,4,linear__d4,svc,train_cv,1.0,0.6972662970218069,validation,0.0391061305999755,analytic_cpu,0.654,0.650479094076655,0.6339569465661776,0.5483028720626631,0.7202380952380953,0.5350181650538178,,,,
acsincome,q2000,42,classical_ext,linear,4,linear__d4,svc,train_cv,1.0,0.6972662970218069,id_test,0.0391061305999755,analytic_cpu,0.65,0.658214685650296,0.6380094241660772,0.5721271393643031,0.7163120567375887,0.5428216992266875,,,,
acsincome,q2000,42,classical_ext,linear,4,linear__d4,svc,train_cv,1.0,0.6972662970218069,ood_test,0.0391061305999755,analytic_cpu,0.682,0.6803400079586805,0.677509644287053,0.6394557823129252,0.7544090679728749,0.6666647291515659,,,,
acsincome,q2000,42,classical_ext,linear,4,linear__d4,gpc,not_applicable,,,validation,3.1289703845977783,analytic_cpu,0.7,0.617595818815331,0.6229715871388068,0.4525547445255474,0.7167174796747967,0.5314310169135731,0.5701116378687955,0.1940915792143234,0.0655907527754798,0.5461452357633193
acsincome,q2000,42,classical_ext,linear,4,linear__d4,gpc,not_applicable,,,id_test,3.1289703845977783,analytic_cpu,0.68,0.6023747311541264,0.6048914439242182,0.4326241134751773,0.7153877601805934,0.5426709050882673,0.5752777060763492,0.1975542669079052,0.0400774842662403,0.5533121732987226
acsincome,q2000,42,classical_ext,linear,4,linear__d4,gpc,not_applicable,,,ood_test,3.1289703845977783,analytic_cpu,0.671,0.6358390869670453,0.6326776238149945,0.5140324963072378,0.7529732235527714,0.6673128423173218,0.5953405952830256,0.2065626535377313,0.0888626833502444,0.5467490456364028
acsincome,q2000,42,classical_ext,linear,4,linear__d4,svc,fixed_c1,1.0,,validation,0.0400846004486084,analytic_cpu,0.654,0.650479094076655,0.6339569465661776,0.5483028720626631,0.7202380952380953,0.5350181650538178,,,,
acsincome,q2000,42,classical_ext,linear,4,linear__d4,svc,fixed_c1,1.0,,id_test,0.0400846004486084,analytic_cpu,0.65,0.658214685650296,0.6380094241660772,0.5721271393643031,0.7163120567375887,0.5428216992266875,,,,
acsincome,q2000,42,classical_ext,linear,4,linear__d4,svc,fixed_c1,1.0,,ood_test,0.0400846004486084,analytic_cpu,0.682,0.6803400079586805,0.677509644287053,0.6394557823129252,0.7544090679728749,0.6666647291515659,,,,
acsincome,q2000,42,classical_ext,rbf_gscale,4,rbf_gscale__d4,svc,train_cv,10.0,0.7000082465322057,validation,0.0586895942687988,analytic_cpu,0.662,0.668916957026713,0.6464065278794853,0.5721518987341773,0.7389118757259,0.5487059821903499,,,,
acsincome,q2000,42,classical_ext,rbf_gscale,4,rbf_gscale__d4,svc,train_cv,10.0,0.7000082465322057,id_test,0.0586895942687988,analytic_cpu,0.666,0.6787980589772303,0.6555721009276867,0.5956416464891041,0.7328249702269859,0.5550250303563083,,,,
acsincome,q2000,42,classical_ext,rbf_gscale,4,rbf_gscale__d4,svc,train_cv,10.0,0.7000082465322057,ood_test,0.0586895942687988,analytic_cpu,0.68,0.6831501606094544,0.6775025799793601,0.6491228070175439,0.74740214720277,0.6446789888282846,,,,
acsincome,q2000,42,classical_ext,rbf_gscale,4,rbf_gscale__d4,gpc,not_applicable,,,validation,2.915900468826294,analytic_cpu,0.7,0.612913763066202,0.6176902373379006,0.4402985074626865,0.7357542102206737,0.5803270778433469,0.5573038151467811,0.1888172835886715,0.0539801321607849,0.5332334761567451
acsincome,q2000,42,classical_ext,rbf_gscale,4,rbf_gscale__d4,gpc,not_applicable,,,id_test,2.915900468826294,analytic_cpu,0.694,0.6158214685650296,0.6197038163840544,0.4516129032258064,0.7333404433068487,0.5794316756984315,0.5651808129032582,0.1940372850449567,0.053205891018073,0.5439033997964077
acsincome,q2000,42,classical_ext,rbf_gscale,4,rbf_gscale__d4,gpc,not_applicable,,,ood_test,2.915900468826294,analytic_cpu,0.676,0.638860513868206,0.6347666113556021,0.5120481927710844,0.7658137750811251,0.6864136237841885,0.5846433699116033,0.2027309800996175,0.0907161203764786,0.5399458765463646
acsincome,q2000,42,classical_ext,rbf_gscale,4,rbf_gscale__d4,svc,fixed_c1,1.0,,validation,0.0416619777679443,analytic_cpu,0.654,0.6598432055749129,0.6380374516162779,0.5620253164556962,0.7217261904761905,0.532103737621153,,,,
acsincome,q2000,42,classical_ext,rbf_gscale,4,rbf_gscale__d4,svc,fixed_c1,1.0,,id_test,0.0416619777679443,analytic_cpu,0.656,0.6726034945519828,0.6469622331691297,0.5904761904761905,0.7212179384631793,0.5529125640570487,,,,
acsincome,q2000,42,classical_ext,rbf_gscale,4,rbf_gscale__d4,svc,fixed_c1,1.0,,ood_test,0.0416619777679443,analytic_cpu,0.687,0.6885468844227289,0.683901922744822,0.6526082130965594,0.7571905037352467,0.6666990942424238,,,,
acsincome,q2000,42,classical_ext,poly2,4,poly2__d4,svc,train_cv,1.0,0.7013974533546985,validation,0.038503885269165,analytic_cpu,0.676,0.6746515679442509,0.6568901540181975,0.5759162303664922,0.722706155632985,0.529621426512906,,,,
acsincome,q2000,42,classical_ext,poly2,4,poly2__d4,svc,train_cv,1.0,0.7013974533546985,id_test,0.038503885269165,analytic_cpu,0.644,0.6480385360564531,0.630374111236627,0.5594059405940595,0.7202580920386071,0.53907850802594,,,,
