group,setting,qs,seed,model,p1_ood_quantum,p1_ood_classical,delta
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000,999,999,svc,0.9928758965163936,0.9907786885245902,0.0020972079918034625
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000,2024,42,svc,0.9951456310679612,0.9980582524271844,-0.002912621359223211
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000,2024,123,svc,0.9951456310679612,0.9980582524271844,-0.002912621359223211
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000,2024,999,svc,0.9951456310679612,0.9980582524271844,-0.002912621359223211
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,7,42,svc,0.9950980392156864,0.9928971588635456,0.0022008803521408327
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,7,123,svc,0.9950980392156864,0.9928971588635456,0.0022008803521408327
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,7,999,svc,0.9950980392156864,0.9928971588635456,0.0022008803521408327
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,42,42,svc,0.99457111834962,0.99457111834962,0.0
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,42,123,svc,0.99457111834962,0.99457111834962,0.0
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,42,999,svc,0.99457111834962,0.99457111834962,0.0
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,123,42,svc,0.993351646655761,0.99445044600142,-0.0010987993456589296
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,123,123,svc,0.993351646655761,0.99445044600142,-0.0010987993456589296
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,123,999,svc,0.993351646655761,0.99445044600142,-0.0010987993456589296
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,999,42,svc,0.9936305732484076,0.9925690021231424,0.0010615711252652815
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,999,123,svc,0.9936305732484076,0.9925690021231424,0.0010615711252652815
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,999,999,svc,0.9936305732484076,0.9925690021231424,0.0010615711252652815
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,2024,42,svc,0.9949201902983416,0.9943532968743052,0.0005668934240363743
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,2024,123,svc,0.9949201902983416,0.9943532968743052,0.0005668934240363743
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,2024,999,svc,0.9949201902983416,0.9943532968743052,0.0005668934240363743
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q1000_id500_ood500,7,42,svc,0.998046875,0.9979508196721312,9.605532786882698e-05
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q1000_id500_ood500,7,123,svc,0.998046875,0.9979508196721312,9.605532786882698e-05
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q1000_id500_ood500,7,999,svc,0.998046875,0.9979508196721312,9.605532786882698e-05
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q1000_id500_ood500,42,42,svc,0.9937759336099584,0.991701244813278,0.0020746887966803795
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q1000_id500_ood500,42,123,svc,0.9937759336099584,0.991701244813278,0.0020746887966803795
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q1000_id500_ood500,42,999,svc,0.9937759336099584,0.991701244813278,0.0020746887966803795
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q1000_id500_ood500,123,42,svc,0.9899014147621792,0.9918699186991872,-0.0019685039370079815
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q1000_id500_ood500,123,123,svc,0.9899014147621792,0.9918699186991872,-0.0019685039370079815
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q1000_id500_ood500,123,999,svc,0.9899014147621792,0.9918699186991872,-0.0019685039370079815
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q1000_id500_ood500,999,42,svc,0.9875518672199172,0.9896265560165975,-0.0020746887966803795
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q1000_id500_ood500,999,123,svc,0.9875518672199172,0.9896265560165975,-0.0020746887966803795
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q1000_id500_ood500,999,999,svc,0.9875518672199172,0.9896265560165975,-0.0020746887966803795
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q1000_id500_ood500,2024,42,svc,0.9941634241245136,0.9961089494163424,-0.0019455252918287869
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q1000_id500_ood500,2024,123,svc,0.9941634241245136,0.9961089494163424,-0.0019455252918287869
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q1000_id500_ood500,2024,999,svc,0.9941634241245136,0.9961089494163424,-0.0019455252918287869
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,7,42,svc,0.992156862745098,0.992156862745098,0.0
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,7,123,svc,0.992156862745098,0.992156862745098,0.0
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,7,999,svc,0.992156862745098,0.992156862745098,0.0
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,42,42,svc,0.9959992158463058,0.9929846249864972,0.003014590859808597
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,42,123,svc,0.9959992158463058,0.9929846249864972,0.003014590859808597
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,42,999,svc,0.9959992158463058,0.9929846249864972,0.003014590859808597
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,123,42,svc,0.9969810218510796,0.99599870357996,0.0009823182711196088
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,123,123,svc,0.9969810218510796,0.99599870357996,0.0009823182711196088
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,123,999,svc,0.9969810218510796,0.99599870357996,0.0009823182711196088
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,999,42,svc,0.9908536585365854,0.9918699186991872,-0.001016260162601812
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,999,123,svc,0.9908536585365854,0.9918699186991872,-0.001016260162601812
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,999,999,svc,0.9908536585365854,0.9918699186991872,-0.001016260162601812
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,2024,42,svc,0.9939757831281926,0.9939637826961772,1.2000432015324414e-05
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,2024,123,svc,0.9939757831281926,0.9939637826961772,1.2000432015324414e-05
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,2024,999,svc,0.9939757831281926,0.9939637826961772,1.2000432015324414e-05
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800,7,42,svc,0.985635359116022,0.9872804716194944,-0.0016451125034724345
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800,7,123,svc,0.985635359116022,0.9872804716194944,-0.0016451125034724345
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800,7,999,svc,0.985635359116022,0.9872804716194944,-0.0016451125034724345
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800,42,42,svc,0.9921348314606742,0.9910359303617732,0.001098901098900984
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800,42,123,svc,0.9921348314606742,0.9910359303617732,0.001098901098900984
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800,42,999,svc,0.9921348314606742,0.9910359303617732,0.001098901098900984
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800,123,42,svc,0.9923097439544808,0.9923097439544808,0.0
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800,123,123,svc,0.9923097439544808,0.9923097439544808,0.0
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800,123,999,svc,0.9923097439544808,0.9923097439544808,0.0
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800,999,42,svc,0.995525572390905,0.994965034274313,0.0005605381165919576
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800,999,123,svc,0.995525572390905,0.994965034274313,0.0005605381165919576
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800,999,999,svc,0.995525572390905,0.994965034274313,0.0005605381165919576
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800,2024,42,svc,0.9949944382647388,0.9949944382647388,0.0
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800,2024,123,svc,0.9949944382647388,0.9949944382647388,0.0
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800,2024,999,svc,0.9949944382647388,0.9949944382647388,0.0
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q1000_id500_ood500,7,42,svc,0.9924242424242424,0.994318181818182,-0.0018939393939395588
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q1000_id500_ood500,7,123,svc,0.9924242424242424,0.994318181818182,-0.0018939393939395588
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q1000_id500_ood500,7,999,svc,0.9924242424242424,0.994318181818182,-0.0018939393939395588
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q1000_id500_ood500,42,42,svc,0.994296577946768,0.9923954372623572,0.0019011406844107182
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q1000_id500_ood500,42,123,svc,0.994296577946768,0.9923954372623572,0.0019011406844107182
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q1000_id500_ood500,42,999,svc,0.994296577946768,0.9923954372623572,0.0019011406844107182
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q1000_id500_ood500,123,42,svc,0.9811715481171548,0.9834399397233042,-0.0022683916061494447
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q1000_id500_ood500,123,123,svc,0.9811715481171548,0.9834399397233042,-0.0022683916061494447
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q1000_id500_ood500,123,999,svc,0.9811715481171548,0.9834399397233042,-0.0022683916061494447
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q1000_id500_ood500,999,42,svc,0.9915611814345991,0.989451476793249,0.002109704641350185
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q1000_id500_ood500,999,123,svc,0.9915611814345991,0.989451476793249,0.002109704641350185
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q1000_id500_ood500,999,999,svc,0.9915611814345991,0.989451476793249,0.002109704641350185
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q1000_id500_ood500,2024,42,svc,0.9876602564102565,0.9916666666666668,-0.004006410256410353
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q1000_id500_ood500,2024,123,svc,0.9876602564102565,0.9916666666666668,-0.004006410256410353
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q1000_id500_ood500,2024,999,svc,0.9876602564102565,0.9916666666666668,-0.004006410256410353
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,7,42,svc,0.995136186770428,0.9961089494163424,-0.0009727626459143934
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,7,123,svc,0.995136186770428,0.9961089494163424,-0.0009727626459143934
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,7,999,svc,0.995136186770428,0.9961089494163424,-0.0009727626459143934
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,42,42,svc,0.993848027043048,0.993848027043048,0.0
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,42,123,svc,0.993848027043048,0.993848027043048,0.0
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,42,999,svc,0.993848027043048,0.993848027043048,0.0
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,123,42,svc,0.986968493852459,0.9959016393442623,-0.008933145491803351
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,123,123,svc,0.986968493852459,0.9959016393442623,-0.008933145491803351
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,123,999,svc,0.986968493852459,0.9959016393442623,-0.008933145491803351
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,999,42,svc,0.988118811881188,0.99009900990099,-0.001980198019801982
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,999,123,svc,0.988118811881188,0.99009900990099,-0.001980198019801982
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,999,999,svc,0.988118811881188,0.99009900990099,-0.001980198019801982
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,2024,42,svc,0.9956896551724138,0.9967672413793104,-0.0010775862068965747
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,2024,123,svc,0.9956896551724138,0.9967672413793104,-0.0010775862068965747
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,2024,999,svc,0.9956896551724138,0.9967672413793104,-0.0010775862068965747
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,7,42,svc,0.9955156950672646,0.9949551569506728,0.0005605381165917356
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,7,123,svc,0.9955156950672646,0.9949551569506728,0.0005605381165917356
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,7,999,svc,0.9955156950672646,0.9949551569506728,0.0005605381165917356
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,42,42,svc,0.9892439101550142,0.9920070784561849,-0.0027631683011706265
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,42,123,svc,0.9892439101550142,0.9915028867447012,-0.0022589765896869896
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,42,999,svc,0.9892439101550142,0.9915028867447012,-0.0022589765896869896
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,123,42,svc,0.9907882902665904,0.9919017120715956,-0.001113421805005177
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,123,123,svc,0.9907882902665904,0.9919017120715956,-0.001113421805005177
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,123,999,svc,0.9907882902665904,0.9919017120715956,-0.001113421805005177
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,999,42,svc,0.9938609216333838,0.9944257538812926,-0.0005648322479088197
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,999,123,svc,0.9938609216333838,0.9944257538812926,-0.0005648322479088197
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,999,999,svc,0.9938609216333838,0.9944257538812926,-0.0005648322479088197
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,2024,42,svc,0.9950765864332604,0.9950765864332604,0.0
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,2024,123,svc,0.9950765864332604,0.9950765864332604,0.0
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,2024,999,svc,0.9950765864332604,0.9950765864332604,0.0
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q1000_id500_ood500,7,42,svc,0.9385282632353882,0.9365597592983804,0.0019685039370077595
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q1000_id500_ood500,7,123,svc,0.9385282632353882,0.9365597592983804,0.0019685039370077595
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q1000_id500_ood500,7,999,svc,0.9385282632353882,0.9365597592983804,0.0019685039370077595
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,42,svc,0.9441244239631336,0.9421722990271376,0.001952124935995947
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,123,svc,0.9441244239631336,0.9421722990271376,0.001952124935995947
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,999,svc,0.9441244239631336,0.9421722990271376,0.001952124935995947
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,42,svc,0.9456982793117248,0.9535414165666266,-0.007843137254901822
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,123,svc,0.9456982793117248,0.9535414165666266,-0.007843137254901822
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,999,svc,0.9456982793117248,0.9535414165666266,-0.007843137254901822
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,42,svc,0.9278712282815782,0.9358583967041736,-0.007987168422595392
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,123,svc,0.9278712282815782,0.9358583967041736,-0.007987168422595392
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,999,svc,0.9278712282815782,0.9358583967041736,-0.007987168422595392
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q1000_id500_ood500,2024,42,svc,0.9111197110423116,0.9121839525283796,-0.001064241486067985
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q1000_id500_ood500,2024,123,svc,0.9111197110423116,0.9121839525283796,-0.001064241486067985
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q1000_id500_ood500,2024,999,svc,0.9111197110423116,0.9121839525283796,-0.001064241486067985
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000,7,42,svc,0.9535429479151244,0.9583465042673828,-0.004803556352258376
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000,7,123,svc,0.9535429479151244,0.9583465042673828,-0.004803556352258376
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000,7,999,svc,0.9535429479151244,0.9583465042673828,-0.004803556352258376
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000,42,42,svc,0.9381774387796066,0.9392412685668406,-0.0010638297872340718
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000,42,123,svc,0.9381774387796066,0.9392412685668406,-0.0010638297872340718
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000,42,999,svc,0.9381774387796066,0.9392412685668406,-0.0010638297872340718
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000,123,42,svc,0.9360418568157436,0.9437679140446108,-0.007726057228867211
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000,123,123,svc,0.9360418568157436,0.9437679140446108,-0.007726057228867211
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000,123,999,svc,0.9360418568157436,0.9437679140446108,-0.007726057228867211
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000,999,42,svc,0.9309102422289552,0.9358758556565512,-0.0049656134275959385
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000,999,123,svc,0.9309102422289552,0.9358758556565512,-0.0049656134275959385
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000,999,999,svc,0.9309102422289552,0.9358758556565512,-0.0049656134275959385
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000,2024,42,svc,0.9443283534290884,0.9465741141054588,-0.0022457606763703897
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000,2024,123,svc,0.9443283534290884,0.9465741141054588,-0.0022457606763703897
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000,2024,999,svc,0.9443283534290884,0.9465741141054588,-0.0022457606763703897
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,7,42,svc,0.9560975065792408,0.956621615593916,-0.0005241090146752558
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,7,123,svc,0.9560975065792408,0.956621615593916,-0.0005241090146752558
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,7,999,svc,0.9560975065792408,0.956621615593916,-0.0005241090146752558
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,42,42,svc,0.945361808126288,0.9469755005411924,-0.0016136924149043885
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,42,123,svc,0.945361808126288,0.9469755005411924,-0.0016136924149043885
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,42,999,svc,0.945361808126288,0.9464355437377366,-0.001073735611448634
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,123,42,svc,0.9412511990873972,0.944016044622718,-0.002764845535320859
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,123,123,svc,0.9406937854865054,0.944016044622718,-0.0033222591362126463
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,123,999,svc,0.9406937854865054,0.944016044622718,-0.0033222591362126463
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,999,42,svc,0.9375963820333378,0.9433443684449396,-0.005747986411601791
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,999,123,svc,0.9375963820333378,0.9433443684449396,-0.005747986411601791
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,999,999,svc,0.9375963820333378,0.9433443684449396,-0.005747986411601791
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,2024,42,svc,0.9489629266699332,0.9488070316095794,0.00015589506035385003
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,2024,123,svc,0.9489629266699332,0.9488070316095794,0.00015589506035385003
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,2024,999,svc,0.9489629266699332,0.9488070316095794,0.00015589506035385003
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500,7,42,svc,0.9382553021208484,0.9463385354141656,-0.008083233293317171
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500,7,123,svc,0.9382553021208484,0.9463385354141656,-0.008083233293317171
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500,7,999,svc,0.9382553021208484,0.9463385354141656,-0.008083233293317171
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500,42,42,svc,0.9105222734254992,0.9163146441372249,-0.0057923707117256695
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500,42,123,svc,0.9105222734254992,0.9163146441372249,-0.0057923707117256695
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500,42,999,svc,0.9105222734254992,0.9163146441372249,-0.0057923707117256695
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500,123,42,svc,0.9372227826616066,0.9451169717058172,-0.007894189044210576
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500,123,123,svc,0.9372227826616066,0.9451169717058172,-0.007894189044210576
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500,123,999,svc,0.9372227826616066,0.9451169717058172,-0.007894189044210576
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500,999,42,svc,0.933469972021602,0.9308510638297872,0.0026189081918147616
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500,999,123,svc,0.933469972021602,0.9308510638297872,0.0026189081918147616
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500,999,999,svc,0.933469972021602,0.9308510638297872,0.0026189081918147616
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500,2024,42,svc,0.9201405114487826,0.9313959296798208,-0.01125541823103815
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500,2024,123,svc,0.9201405114487826,0.9313959296798208,-0.01125541823103815
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500,2024,999,svc,0.9201405114487826,0.9313959296798208,-0.01125541823103815
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,7,42,svc,0.9322932293229322,0.9541954195419542,-0.021902190219021955
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,7,123,svc,0.9322932293229322,0.9541954195419542,-0.021902190219021955
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,7,999,svc,0.9322932293229322,0.9541954195419542,-0.021902190219021955
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,42,42,svc,0.9481760627072656,0.9503266003416742,-0.0021505376344085336
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,42,123,svc,0.9481760627072656,0.9503266003416742,-0.0021505376344085336
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,42,999,svc,0.9481760627072656,0.9503266003416742,-0.0021505376344085336
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,123,42,svc,0.9478746236145812,0.9530399128707796,-0.005165289256198413
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,123,123,svc,0.9478746236145812,0.9530399128707796,-0.005165289256198413
