group,setting,qs,seed,model,p1_ood_quantum,p1_ood_classical_exp_budget,delta,scheme,budget
ember_m1,m1_hist_byteent__ms123__q1000_id500_ood500,7,42,svc,0.7467635339488886,0.7486071562304972,-0.0018436222816086145,kernel_blocked,60
ember_m1,m1_hist_byteent__ms123__q1000_id500_ood500,7,123,svc,0.7467635339488886,0.7486071562304972,-0.0018436222816086145,kernel_blocked,60
ember_m1,m1_hist_byteent__ms123__q1000_id500_ood500,7,999,svc,0.7467635339488886,0.7486071562304972,-0.0018436222816086145,kernel_blocked,60
ember_m1,m1_hist_byteent__ms123__q1000_id500_ood500,42,42,svc,0.8015817110655737,0.7971523885758196,0.0044293224897541394,kernel_blocked,60
ember_m1,m1_hist_byteent__ms123__q1000_id500_ood500,42,123,svc,0.8015817110655737,0.7971523885758196,0.0044293224897541394,kernel_blocked,60
ember_m1,m1_hist_byteent__ms123__q1000_id500_ood500,42,999,svc,0.8015817110655737,0.7971523885758196,0.0044293224897541394,kernel_blocked,60
ember_m1,m1_hist_byteent__ms123__q1000_id500_ood500,123,42,svc,0.7629101215352836,0.775468043746297,-0.012557922211013373,kernel_blocked,60
ember_m1,m1_hist_byteent__ms123__q1000_id500_ood500,123,123,svc,0.7629101215352836,0.775468043746297,-0.012557922211013373,kernel_blocked,60
ember_m1,m1_hist_byteent__ms123__q1000_id500_ood500,123,999,svc,0.7629101215352836,0.775468043746297,-0.012557922211013373,kernel_blocked,60
ember_m1,m1_hist_byteent__ms123__q1000_id500_ood500,999,42,svc,0.7590738220234623,0.7778075928446433,-0.018733770821180995,kernel_blocked,60
ember_m1,m1_hist_byteent__ms123__q1000_id500_ood500,999,123,svc,0.7590738220234623,0.7777892475209023,-0.018715425497439986,kernel_blocked,60
ember_m1,m1_hist_byteent__ms123__q1000_id500_ood500,999,999,svc,0.7590738220234623,0.7778075928446433,-0.018733770821180995,kernel_blocked,60
ember_m1,m1_hist_byteent__ms123__q1000_id500_ood500,2024,42,svc,0.7800211687728527,0.7937368561164923,-0.013715687343639593,kernel_blocked,60
ember_m1,m1_hist_byteent__ms123__q1000_id500_ood500,2024,123,svc,0.7800211687728527,0.7948595451921225,-0.014838376419269883,kernel_blocked,60
ember_m1,m1_hist_byteent__ms123__q1000_id500_ood500,2024,999,svc,0.7800211687728527,0.7937368561164923,-0.013715687343639593,kernel_blocked,60
ember_m1,m1_hist_byteent__ms123__q2000_id1000_ood1000,7,42,svc,0.7822936357908002,0.7859288783467586,-0.0036352425559583734,kernel_blocked,60
ember_m1,m1_hist_byteent__ms123__q2000_id1000_ood1000,7,123,svc,0.7822936357908002,0.7859288783467586,-0.0036352425559583734,kernel_blocked,60
ember_m1,m1_hist_byteent__ms123__q2000_id1000_ood1000,7,999,svc,0.7822936357908002,0.7859288783467586,-0.0036352425559583734,kernel_blocked,60
ember_m1,m1_hist_byteent__ms123__q2000_id1000_ood1000,42,42,svc,0.7435790753868556,0.7546861564065226,-0.011107081019666953,kernel_blocked,60
ember_m1,m1_hist_byteent__ms123__q2000_id1000_ood1000,42,123,svc,0.7445912211358435,0.7546861564065226,-0.010094935270679062,kernel_blocked,60
ember_m1,m1_hist_byteent__ms123__q2000_id1000_ood1000,42,999,svc,0.7455833640044167,0.7546861564065226,-0.009102792402105875,kernel_blocked,60
ember_m1,m1_hist_byteent__ms123__q2000_id1000_ood1000,123,42,svc,0.7592931432973806,0.7717594921674372,-0.012466348870056598,kernel_blocked,60
