group,setting,qs,seed,model,p1_ood_quantum,p1_ood_classical,delta,n_classical,n_quantum
ember_m1,m1_hist_byteent__ms123__q4000_id1800_ood1800,2024,123,svc,0.7688648648648648,0.7868262548262548,-0.017961389961389962,115,60
ember_m1,m1_hist_byteent__ms123__q4000_id1800_ood1800,2024,999,svc,0.7688648648648648,0.7868262548262548,-0.017961389961389962,115,60
ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500,7,42,svc,0.7566929637867853,0.7832007809124514,-0.026507817125666078,115,60
ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500,7,123,svc,0.7566929637867853,0.7832007809124514,-0.026507817125666078,115,60
ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500,7,999,svc,0.7566929637867853,0.785225072410427,-0.02853210862364175,115,60
ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500,42,42,svc,0.7689549180327868,0.768890881147541,6.403688524581064e-05,115,60
ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500,42,123,svc,0.7689549180327868,0.768890881147541,6.403688524581064e-05,115,60
ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500,42,999,svc,0.7689549180327868,0.768890881147541,6.403688524581064e-05,115,60
ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500,123,42,svc,0.7697234631951451,0.7821812300843862,-0.012457766889241162,115,60
ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500,123,123,svc,0.7697234631951451,0.7821812300843862,-0.012457766889241162,115,60
ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500,123,999,svc,0.7697234631951451,0.7821812300843862,-0.012457766889241162,115,60
ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500,999,42,svc,0.771696156588243,0.8208568280510726,-0.04916067146282965,115,60
ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500,999,123,svc,0.771696156588243,0.8208568280510726,-0.04916067146282965,115,60
ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500,999,999,svc,0.771696156588243,0.8208568280510726,-0.04916067146282965,115,60
ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500,2024,42,svc,0.7739592020014112,0.7880717172365129,-0.014112515235101708,115,60
ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500,2024,123,svc,0.7676566809930079,0.7880717172365129,-0.020415036243505047,115,60
ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500,2024,999,svc,0.7676566809930079,0.7880717172365129,-0.020415036243505047,115,60
ember_m1,m1_hist_byteent__ms42__q2000_id1000_ood1000,7,42,svc,0.7645539595198247,0.7768272468584317,-0.012273287338606997,115,60
ember_m1,m1_hist_byteent__ms42__q2000_id1000_ood1000,7,123,svc,0.7645539595198247,0.7768272468584317,-0.012273287338606997,115,60
ember_m1,m1_hist_byteent__ms42__q2000_id1000_ood1000,7,999,svc,0.7645539595198247,0.7768272468584317,-0.012273287338606997,115,60
ember_m1,m1_hist_byteent__ms42__q2000_id1000_ood1000,42,42,svc,0.7747435630730826,0.7751796258661248,-0.0004360627930422023,115,60
ember_m1,m1_hist_byteent__ms42__q2000_id1000_ood1000,42,123,svc,0.7747435630730826,0.7751796258661248,-0.0004360627930422023,115,60
ember_m1,m1_hist_byteent__ms42__q2000_id1000_ood1000,42,999,svc,0.7747435630730826,0.7751796258661248,-0.0004360627930422023,115,60
ember_m1,m1_hist_byteent__ms42__q2000_id1000_ood1000,123,42,svc,0.7648144581407293,0.768072675911659,-0.0032582177709296056,115,60
ember_m1,m1_hist_byteent__ms42__q2000_id1000_ood1000,123,123,svc,0.7639156394453004,0.768072675911659,-0.004157036466358566,115,60
ember_m1,m1_hist_byteent__ms42__q2000_id1000_ood1000,123,999,svc,0.7648144581407293,0.768072675911659,-0.0032582177709296056,115,60
ember_m1,m1_hist_byteent__ms42__q2000_id1000_ood1000,999,42,svc,0.7438897430969313,0.7708773784355181,-0.026987635338586724,115,60
ember_m1,m1_hist_byteent__ms42__q2000_id1000_ood1000,999,123,svc,0.7438897430969313,0.7708773784355181,-0.026987635338586724,115,60
ember_m1,m1_hist_byteent__ms42__q2000_id1000_ood1000,999,999,svc,0.7438897430969313,0.7708773784355181,-0.026987635338586724,115,60
ember_m1,m1_hist_byteent__ms42__q2000_id1000_ood1000,2024,42,svc,0.7995828729724104,0.7915205521128565,0.008062320859553829,115,60
ember_m1,m1_hist_byteent__ms42__q2000_id1000_ood1000,2024,123,svc,0.7995828729724104,0.7915205521128565,0.008062320859553829,115,60
ember_m1,m1_hist_byteent__ms42__q2000_id1000_ood1000,2024,999,svc,0.7995828729724104,0.7915205521128565,0.008062320859553829,115,60
ember_m1,m1_hist_byteent__ms42__q4000_id1800_ood1800,7,42,svc,0.7593512986764048,0.7619433338568519,-0.0025920351804470387,115,60
ember_m1,m1_hist_byteent__ms42__q4000_id1800_ood1800,7,123,svc,0.7593512986764048,0.7631020824084163,-0.0037507837320114312,115,60
ember_m1,m1_hist_byteent__ms42__q4000_id1800_ood1800,7,999,svc,0.7593512986764048,0.7619433338568519,-0.0025920351804470387,115,60
ember_m1,m1_hist_byteent__ms42__q4000_id1800_ood1800,42,42,svc,0.7594370196611007,0.7593135590604649,0.0001234606006357275,115,60
ember_m1,m1_hist_byteent__ms42__q4000_id1800_ood1800,42,123,svc,0.7594370196611007,0.7593135590604649,0.0001234606006357275,115,60
ember_m1,m1_hist_byteent__ms42__q4000_id1800_ood1800,42,999,svc,0.7594370196611007,0.7593135590604649,0.0001234606006357275,115,60
ember_m1,m1_hist_byteent__ms42__q4000_id1800_ood1800,123,42,svc,0.7589224444375753,0.7736422367160212,-0.014719792278445887,115,60
ember_m1,m1_hist_byteent__ms42__q4000_id1800_ood1800,123,123,svc,0.7589224444375753,0.7734691354208525,-0.01454669098327721,115,60
ember_m1,m1_hist_byteent__ms42__q4000_id1800_ood1800,123,999,svc,0.7589224444375753,0.7740471701029334,-0.015124725665358163,115,60
ember_m1,m1_hist_byteent__ms42__q4000_id1800_ood1800,999,42,svc,0.7534489720069294,0.7588559525558756,-0.005406980548946172,115,60
ember_m1,m1_hist_byteent__ms42__q4000_id1800_ood1800,999,123,svc,0.7534489720069294,0.7588559525558756,-0.005406980548946172,115,60
ember_m1,m1_hist_byteent__ms42__q4000_id1800_ood1800,999,999,svc,0.7534489720069294,0.7583342696872002,-0.004885297680270795,115,60
ember_m1,m1_hist_byteent__ms42__q4000_id1800_ood1800,2024,42,svc,0.7645096525096525,0.782007722007722,-0.017498069498069424,115,60
ember_m1,m1_hist_byteent__ms42__q4000_id1800_ood1800,2024,123,svc,0.7645096525096525,0.782007722007722,-0.017498069498069424,115,60
ember_m1,m1_hist_byteent__ms42__q4000_id1800_ood1800,2024,999,svc,0.7645096525096525,0.7825482625482625,-0.01803861003860996,115,60
ember_m1,m1_hist_byteent__ms999__q1000_id500_ood500,7,42,svc,0.783872877694388,0.8093725496471492,-0.02549967195276126,115,60
ember_m1,m1_hist_byteent__ms999__q1000_id500_ood500,7,123,svc,0.783872877694388,0.8093725496471492,-0.02549967195276126,115,60
ember_m1,m1_hist_byteent__ms999__q1000_id500_ood500,7,999,svc,0.7818965931094077,0.8093725496471492,-0.027475956537741486,115,60
ember_m1,m1_hist_byteent__ms999__q1000_id500_ood500,42,42,svc,0.7673219774590163,0.7983478483606558,-0.03102587090163944,115,60
ember_m1,m1_hist_byteent__ms999__q1000_id500_ood500,42,123,svc,0.7673219774590163,0.7983478483606558,-0.03102587090163944,115,60
ember_m1,m1_hist_byteent__ms999__q1000_id500_ood500,42,999,svc,0.7673219774590163,0.7983478483606558,-0.03102587090163944,115,60
ember_m1,m1_hist_byteent__ms999__q1000_id500_ood500,123,42,svc,0.7557284911370514,0.7812444956846167,-0.025516004547565307,115,60
ember_m1,m1_hist_byteent__ms999__q1000_id500_ood500,123,123,svc,0.7557284911370514,0.7812444956846167,-0.025516004547565307,115,60
ember_m1,m1_hist_byteent__ms999__q1000_id500_ood500,123,999,svc,0.7557284911370514,0.7812444956846167,-0.025516004547565307,115,60
ember_m1,m1_hist_byteent__ms999__q1000_id500_ood500,999,42,svc,0.7424978935770303,0.7555091062285307,-0.013011212651500403,115,60
ember_m1,m1_hist_byteent__ms999__q1000_id500_ood500,999,123,svc,0.7424978935770303,0.7555091062285307,-0.013011212651500403,115,60
ember_m1,m1_hist_byteent__ms999__q1000_id500_ood500,999,999,svc,0.7424978935770303,0.7555091062285307,-0.013011212651500403,115,60
ember_m1,m1_hist_byteent__ms999__q1000_id500_ood500,2024,42,svc,0.7649785104881648,0.7915036243505036,-0.0265251138623388,115,60
ember_m1,m1_hist_byteent__ms999__q1000_id500_ood500,2024,123,svc,0.7649785104881648,0.7915036243505036,-0.0265251138623388,115,60
ember_m1,m1_hist_byteent__ms999__q1000_id500_ood500,2024,999,svc,0.7649785104881648,0.7915036243505036,-0.0265251138623388,115,60
ember_m1,m1_hist_byteent__ms999__q2000_id1000_ood1000,7,42,svc,0.7761008031016339,0.7929695495647358,-0.01686874646310188,115,60
ember_m1,m1_hist_byteent__ms999__q2000_id1000_ood1000,7,123,svc,0.7761008031016339,0.7929695495647358,-0.01686874646310188,115,60
ember_m1,m1_hist_byteent__ms999__q2000_id1000_ood1000,7,999,svc,0.7761008031016339,0.7939147291488569,-0.017813926047222983,115,60
ember_m1,m1_hist_byteent__ms999__q2000_id1000_ood1000,42,42,svc,0.7735633931286106,0.7812004928709735,-0.007637099742362929,115,60
ember_m1,m1_hist_byteent__ms999__q2000_id1000_ood1000,42,123,svc,0.7735633931286106,0.7812004928709735,-0.007637099742362929,115,60
ember_m1,m1_hist_byteent__ms999__q2000_id1000_ood1000,42,999,svc,0.7735633931286106,0.7812004928709735,-0.007637099742362929,115,60
ember_m1,m1_hist_byteent__ms999__q2000_id1000_ood1000,123,42,svc,0.7728877760657422,0.7713469440164356,0.0015408320493066618,115,60
ember_m1,m1_hist_byteent__ms999__q2000_id1000_ood1000,123,123,svc,0.7728877760657422,0.7713469440164356,0.0015408320493066618,115,60
ember_m1,m1_hist_byteent__ms999__q2000_id1000_ood1000,123,999,svc,0.7728877760657422,0.7713469440164356,0.0015408320493066618,115,60
ember_m1,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,42,svc,0.7814882439618169,0.8066900506118265,-0.025201806650009595,115,60
ember_m1,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,123,svc,0.7814882439618169,0.8066900506118265,-0.025201806650009595,115,60
ember_m1,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,999,svc,0.7814882439618169,0.8066900506118265,-0.025201806650009595,115,60
ember_m1,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,42,svc,0.7545195433219645,0.7749475588861667,-0.020428015564202262,115,60
ember_m1,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,123,svc,0.7545195433219645,0.7749475588861667,-0.020428015564202262,115,60
ember_m1,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,999,svc,0.7545195433219645,0.7749475588861667,-0.020428015564202262,115,60
ember_m1,m1_hist_byteent__ms999__q4000_id1800_ood1800,7,42,svc,0.7545481189813401,0.756317158258835,-0.0017690392774949437,115,60
ember_m1,m1_hist_byteent__ms999__q4000_id1800_ood1800,7,123,svc,0.7543811701505384,0.7549450862012463,-0.0005639160507079355,115,60
ember_m1,m1_hist_byteent__ms999__q4000_id1800_ood1800,7,999,svc,0.7545481189813401,0.7557835403292725,-0.0012354213479324194,115,60
ember_m1,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,42,svc,0.756322726010062,0.7642365505108182,-0.007913824500756172,115,60
ember_m1,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,123,svc,0.756322726010062,0.7642365505108182,-0.007913824500756172,115,60
ember_m1,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,999,svc,0.756322726010062,0.7642365505108182,-0.007913824500756172,115,60
ember_m1,m1_hist_byteent__ms999__q4000_id1800_ood1800,123,42,svc,0.7634972643813174,0.7624462922320794,0.0010509721492379942,115,60
ember_m1,m1_hist_byteent__ms999__q4000_id1800_ood1800,123,123,svc,0.7634972643813174,0.7629810515903681,0.0005162127909492664,115,60
ember_m1,m1_hist_byteent__ms999__q4000_id1800_ood1800,123,999,svc,0.7634972643813174,0.7629810515903681,0.0005162127909492664,115,60
ember_m1,m1_hist_byteent__ms999__q4000_id1800_ood1800,999,42,svc,0.7610785067892858,0.7675640435176119,-0.00648553672832608,115,60
ember_m1,m1_hist_byteent__ms999__q4000_id1800_ood1800,999,123,svc,0.7610785067892858,0.7681264732138998,-0.007047966424614027,115,60
ember_m1,m1_hist_byteent__ms999__q4000_id1800_ood1800,999,999,svc,0.7610785067892858,0.7681264732138998,-0.007047966424614027,115,60
ember_m1,m1_hist_byteent__ms999__q4000_id1800_ood1800,2024,42,svc,0.7624864864864864,0.7928185328185329,-0.030332046332046447,115,60
ember_m1,m1_hist_byteent__ms999__q4000_id1800_ood1800,2024,123,svc,0.7624864864864864,0.7927876447876447,-0.030301158301158315,115,60
ember_m1,m1_hist_byteent__ms999__q4000_id1800_ood1800,2024,999,svc,0.7624864864864864,0.7933281853281853,-0.03084169884169885,115,60
ember_m2,m2_hist_byteent__ms123__q1000_id500_ood500,7,42,svc,0.761989726520619,0.7639180041926037,-0.0019282776719846684,115,60
ember_m2,m2_hist_byteent__ms123__q1000_id500_ood500,7,123,svc,0.761989726520619,0.7639180041926037,-0.0019282776719846684,115,60
ember_m2,m2_hist_byteent__ms123__q1000_id500_ood500,7,999,svc,0.761989726520619,0.7639180041926037,-0.0019282776719846684,115,60
ember_m2,m2_hist_byteent__ms123__q1000_id500_ood500,42,42,svc,0.781922387295082,0.7888383709016393,-0.006915983606557319,115,60
ember_m2,m2_hist_byteent__ms123__q1000_id500_ood500,42,123,svc,0.781922387295082,0.7888383709016393,-0.006915983606557319,115,60
ember_m2,m2_hist_byteent__ms123__q1000_id500_ood500,42,999,svc,0.781922387295082,0.7888383709016393,-0.006915983606557319,115,60
ember_m2,m2_hist_byteent__ms123__q1000_id500_ood500,123,42,svc,0.7769851563625882,0.7912763606667628,-0.01429120430417452,115,60
ember_m2,m2_hist_byteent__ms123__q1000_id500_ood500,123,123,svc,0.7769851563625882,0.7912763606667628,-0.01429120430417452,115,60
ember_m2,m2_hist_byteent__ms123__q1000_id500_ood500,123,999,svc,0.7769851563625882,0.7912763606667628,-0.01429120430417452,115,60
ember_m2,m2_hist_byteent__ms123__q1000_id500_ood500,999,42,svc,0.8141000712943159,0.8159310389526218,-0.0018309676583058154,115,60
ember_m2,m2_hist_byteent__ms123__q1000_id500_ood500,999,123,svc,0.8141000712943159,0.8159310389526218,-0.0018309676583058154,115,60
ember_m2,m2_hist_byteent__ms123__q1000_id500_ood500,999,999,svc,0.8141000712943159,0.8159310389526218,-0.0018309676583058154,115,60
ember_m2,m2_hist_byteent__ms123__q1000_id500_ood500,2024,42,svc,0.7863718006286484,0.7865482070690872,-0.00017640644043881437,115,60
ember_m2,m2_hist_byteent__ms123__q1000_id500_ood500,2024,123,svc,0.7863718006286484,0.7865482070690872,-0.00017640644043881437,115,60
ember_m2,m2_hist_byteent__ms123__q1000_id500_ood500,2024,999,svc,0.7863718006286484,0.7865482070690872,-0.00017640644043881437,115,60
ember_m2,m2_hist_byteent__ms123__q2000_id1000_ood1000,7,42,svc,0.7818601776375729,0.7991944902652524,-0.017334312627679482,115,60
ember_m2,m2_hist_byteent__ms123__q2000_id1000_ood1000,7,123,svc,0.7818601776375729,0.7991944902652524,-0.017334312627679482,115,60
ember_m2,m2_hist_byteent__ms123__q2000_id1000_ood1000,7,999,svc,0.7818601776375729,0.7991944902652524,-0.017334312627679482,115,60
ember_m2,m2_hist_byteent__ms123__q2000_id1000_ood1000,42,42,svc,0.7918500264038022,0.7950544878462499,-0.0032044614424476814,115,60
ember_m2,m2_hist_byteent__ms123__q2000_id1000_ood1000,42,123,svc,0.7918500264038022,0.7950544878462499,-0.0032044614424476814,115,60
ember_m2,m2_hist_byteent__ms123__q2000_id1000_ood1000,42,999,svc,0.7918500264038022,0.7950544878462499,-0.0032044614424476814,115,60
ember_m2,m2_hist_byteent__ms123__q2000_id1000_ood1000,123,42,svc,0.8046674370826913,0.8086318695428865,-0.0039644324601951775,115,60
ember_m2,m2_hist_byteent__ms123__q2000_id1000_ood1000,123,123,svc,0.8046674370826913,0.8086318695428865,-0.0039644324601951775,115,60
ember_m2,m2_hist_byteent__ms123__q2000_id1000_ood1000,123,999,svc,0.8046674370826913,0.8086318695428865,-0.0039644324601951775,115,60
ember_m2,m2_hist_byteent__ms123__q2000_id1000_ood1000,999,42,svc,0.7811839323467231,0.8006278429111411,-0.019443910564417966,115,60
ember_m2,m2_hist_byteent__ms123__q2000_id1000_ood1000,999,123,svc,0.7811839323467231,0.8006278429111411,-0.019443910564417966,115,60
ember_m2,m2_hist_byteent__ms123__q2000_id1000_ood1000,999,999,svc,0.7811839323467231,0.8006278429111411,-0.019443910564417966,115,60
ember_m2,m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,42,svc,0.7969047733423003,0.806428239739956,-0.009523466397655778,115,60
ember_m2,m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,123,svc,0.7969047733423003,0.806428239739956,-0.009523466397655778,115,60
ember_m2,m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,999,svc,0.7969047733423003,0.806428239739956,-0.009523466397655778,115,60
ember_m2,m2_hist_byteent__ms123__q4000_id1800_ood1800,7,42,svc,0.8088095806369036,0.8093431985664661,-0.0005336179295625243,115,60
ember_m2,m2_hist_byteent__ms123__q4000_id1800_ood1800,7,123,svc,0.8088095806369036,0.8098768164960284,-0.0010672358591248265,115,60
ember_m2,m2_hist_byteent__ms123__q4000_id1800_ood1800,7,999,svc,0.8088095806369036,0.8114776702847157,-0.0026680896478121774,115,60
ember_m2,m2_hist_byteent__ms123__q4000_id1800_ood1800,42,42,svc,0.8077348066298342,0.8339238865397081,-0.026189079909873847,115,60
ember_m2,m2_hist_byteent__ms123__q4000_id1800_ood1800,42,123,svc,0.8072502237723387,0.8339238865397081,-0.026673662767369377,115,60
ember_m2,m2_hist_byteent__ms123__q4000_id1800_ood1800,42,999,svc,0.8072502237723387,0.8344763727275533,-0.02722614895521458,115,60
ember_m2,m2_hist_byteent__ms123__q4000_id1800_ood1800,123,42,svc,0.8128465889771568,0.8125436617106118,0.00030292726654501667,115,60
ember_m2,m2_hist_byteent__ms123__q4000_id1800_ood1800,123,123,svc,0.8128465889771568,0.8125436617106118,0.00030292726654501667,115,60
ember_m2,m2_hist_byteent__ms123__q4000_id1800_ood1800,123,999,svc,0.8128465889771568,0.8125436617106118,0.00030292726654501667,115,60
ember_m2,m2_hist_byteent__ms123__q4000_id1800_ood1800,999,42,svc,0.8241329877673085,0.8337078748800747,-0.009574887112766217,115,60
ember_m2,m2_hist_byteent__ms123__q4000_id1800_ood1800,999,123,svc,0.8241329877673085,0.8337078748800747,-0.009574887112766217,115,60
ember_m2,m2_hist_byteent__ms123__q4000_id1800_ood1800,999,999,svc,0.8241329877673085,0.8337078748800747,-0.009574887112766217,115,60
ember_m2,m2_hist_byteent__ms123__q4000_id1800_ood1800,2024,42,svc,0.7996138996138996,0.8226409266409267,-0.02302702702702708,115,60
ember_m2,m2_hist_byteent__ms123__q4000_id1800_ood1800,2024,123,svc,0.7996138996138996,0.8226409266409267,-0.02302702702702708,115,60
ember_m2,m2_hist_byteent__ms123__q4000_id1800_ood1800,2024,999,svc,0.7996138996138996,0.8226409266409267,-0.02302702702702708,115,60
ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500,7,42,svc,0.7864732521483093,0.7963066681602151,-0.009833416011905793,115,60
ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500,7,123,svc,0.7864732521483093,0.7963066681602151,-0.009833416011905793,115,60
ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500,7,999,svc,0.7864732521483093,0.7963066681602151,-0.009833416011905793,115,60
ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500,42,42,svc,0.7605340676229508,0.7611103995901639,-0.0005763319672130729,115,60
ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500,42,123,svc,0.7605340676229508,0.7611103995901639,-0.0005763319672130729,115,60
ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500,42,999,svc,0.7605340676229508,0.7611103995901639,-0.0005763319672130729,115,60
ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500,123,42,svc,0.7871611343293141,0.7925093273126131,-0.005348192983299027,115,60
ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500,123,123,svc,0.7871611343293141,0.7925093273126131,-0.005348192983299027,115,60
ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500,123,999,svc,0.7871611343293141,0.7925093273126131,-0.005348192983299027,115,60
ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500,999,42,svc,0.7534188865124116,0.7677587659602048,-0.014339879447793136,115,60
ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500,999,123,svc,0.7534188865124116,0.7677587659602048,-0.014339879447793136,115,60
ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500,999,999,svc,0.7534188865124116,0.7677587659602048,-0.014339879447793136,115,60
ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500,2024,42,svc,0.7794919494515364,0.7928667650266213,-0.013374815575084908,115,60
ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500,2024,123,svc,0.7794919494515364,0.7928667650266213,-0.013374815575084908,115,60
