group,setting,qs,seed,model,p1_ood_quantum,p1_ood_classical,delta
ember_m1,m1_hist_byteent__ms123__q1000_id500_ood500,7,42,svc,0.6177289529692276,0.6908514826134964,-0.0731225296442688
ember_m1,m1_hist_byteent__ms123__q1000_id500_ood500,7,123,svc,0.6177289529692276,0.6908514826134964,-0.0731225296442688
ember_m1,m1_hist_byteent__ms123__q1000_id500_ood500,7,999,svc,0.6177289529692276,0.6908514826134964,-0.0731225296442688
ember_m1,m1_hist_byteent__ms123__q1000_id500_ood500,42,42,svc,0.8015817110655737,0.7743340163934427,0.027247694672131062
ember_m1,m1_hist_byteent__ms123__q1000_id500_ood500,42,123,svc,0.8015817110655737,0.7743340163934427,0.027247694672131062
ember_m1,m1_hist_byteent__ms123__q1000_id500_ood500,42,999,svc,0.8015817110655737,0.7743340163934427,0.027247694672131062
ember_m1,m1_hist_byteent__ms123__q1000_id500_ood500,123,42,svc,0.7043201870266289,0.7362011817264735,-0.03188099469984462
ember_m1,m1_hist_byteent__ms123__q1000_id500_ood500,123,123,svc,0.7043201870266289,0.7362011817264735,-0.03188099469984462
ember_m1,m1_hist_byteent__ms123__q1000_id500_ood500,123,999,svc,0.7063778001953531,0.7362011817264735,-0.029823381531120408
ember_m1,m1_hist_byteent__ms123__q1000_id500_ood500,999,42,svc,0.7604348953269817,0.7366323157690065,0.023802579557975267
ember_m1,m1_hist_byteent__ms123__q1000_id500_ood500,999,123,svc,0.7604348953269817,0.7366323157690065,0.023802579557975267
ember_m1,m1_hist_byteent__ms123__q1000_id500_ood500,999,999,svc,0.7604348953269817,0.7366323157690065,0.023802579557975267
ember_m1,m1_hist_byteent__ms123__q1000_id500_ood500,2024,42,svc,0.7550035281288088,0.7534960549105139,0.001507473218294919
ember_m1,m1_hist_byteent__ms123__q1000_id500_ood500,2024,123,svc,0.7550035281288088,0.7534960549105139,0.001507473218294919
ember_m1,m1_hist_byteent__ms123__q1000_id500_ood500,2024,999,svc,0.7550035281288088,0.7534960549105139,0.001507473218294919
ember_m1,m1_hist_byteent__ms123__q2000_id1000_ood1000,7,42,svc,0.766966073872507,0.7911213321613909,-0.024155258288883874
ember_m1,m1_hist_byteent__ms123__q2000_id1000_ood1000,7,123,svc,0.766966073872507,0.7921829032866563,-0.025216829414149267
ember_m1,m1_hist_byteent__ms123__q2000_id1000_ood1000,7,999,svc,0.766966073872507,0.7921829032866563,-0.025216829414149267
ember_m1,m1_hist_byteent__ms123__q2000_id1000_ood1000,42,42,svc,0.7375862124145878,0.7302811604871101,0.007305051927477657
ember_m1,m1_hist_byteent__ms123__q2000_id1000_ood1000,42,123,svc,0.7375862124145878,0.7302811604871101,0.007305051927477657
ember_m1,m1_hist_byteent__ms123__q2000_id1000_ood1000,42,999,svc,0.7375862124145878,0.7302811604871101,0.007305051927477657
ember_m1,m1_hist_byteent__ms123__q2000_id1000_ood1000,123,42,svc,0.7572226502311248,0.744270030816641,0.01295261941448378
ember_m1,m1_hist_byteent__ms123__q2000_id1000_ood1000,123,123,svc,0.7572226502311248,0.744270030816641,0.01295261941448378
ember_m1,m1_hist_byteent__ms123__q2000_id1000_ood1000,123,999,svc,0.7572226502311248,0.744270030816641,0.01295261941448378
ember_m1,m1_hist_byteent__ms123__q2000_id1000_ood1000,999,42,svc,0.690851431866231,0.7230443974630021,-0.032192965596771095
ember_m1,m1_hist_byteent__ms123__q2000_id1000_ood1000,999,123,svc,0.690851431866231,0.7230443974630021,-0.032192965596771095
ember_m1,m1_hist_byteent__ms123__q2000_id1000_ood1000,999,999,svc,0.690851431866231,0.7230443974630021,-0.032192965596771095
ember_m1,m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,42,svc,0.7550839858449024,0.7953195305119214,-0.04023554466701895
ember_m1,m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,123,svc,0.7550839858449024,0.7953195305119214,-0.04023554466701895
ember_m1,m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,999,svc,0.7550839858449024,0.7953195305119214,-0.04023554466701895
ember_m1,m1_hist_byteent__ms123__q4000_id1800_ood1800,7,42,svc,0.718233656636958,0.76131820323485,-0.04308454659789196
ember_m1,m1_hist_byteent__ms123__q4000_id1800_ood1800,7,123,svc,0.718233656636958,0.7618518211644125,-0.043618164527454484
ember_m1,m1_hist_byteent__ms123__q4000_id1800_ood1800,7,999,svc,0.718233656636958,0.7618518211644125,-0.043618164527454484
ember_m1,m1_hist_byteent__ms123__q4000_id1800_ood1800,42,42,svc,0.7232630636748048,0.7708663847649618,-0.04760332109015708
ember_m1,m1_hist_byteent__ms123__q4000_id1800_ood1800,42,123,svc,0.7232630636748048,0.7708663847649618,-0.04760332109015708
ember_m1,m1_hist_byteent__ms123__q4000_id1800_ood1800,42,999,svc,0.7232630636748048,0.7703138985771165,-0.04705083490231177
ember_m1,m1_hist_byteent__ms123__q4000_id1800_ood1800,123,42,svc,0.7407406262557572,0.7545825476801336,-0.013841921424376347
ember_m1,m1_hist_byteent__ms123__q4000_id1800_ood1800,123,123,svc,0.7407406262557572,0.7545825476801336,-0.013841921424376347
ember_m1,m1_hist_byteent__ms123__q4000_id1800_ood1800,123,999,svc,0.7407406262557572,0.7522116781552348,-0.011471051899477613
ember_m1,m1_hist_byteent__ms123__q4000_id1800_ood1800,999,42,svc,0.7332965788716586,0.7379997505800249,-0.004703171708366316
ember_m1,m1_hist_byteent__ms123__q4000_id1800_ood1800,999,123,svc,0.7332965788716586,0.7379997505800249,-0.004703171708366316
ember_m1,m1_hist_byteent__ms123__q4000_id1800_ood1800,999,999,svc,0.7215997698421616,0.7379997505800249,-0.016399980737863307
ember_m1,m1_hist_byteent__ms123__q4000_id1800_ood1800,2024,42,svc,0.7604169884169885,0.7712586872586873,-0.010841698841698832
ember_m1,m1_hist_byteent__ms123__q4000_id1800_ood1800,2024,123,svc,0.7604169884169885,0.7712586872586873,-0.010841698841698832
ember_m1,m1_hist_byteent__ms123__q4000_id1800_ood1800,2024,999,svc,0.7604169884169885,0.7712586872586873,-0.010841698841698832
ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500,7,42,svc,0.6926917476116561,0.7432430269958874,-0.05055127938423132
ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500,7,123,svc,0.6926917476116561,0.7432430269958874,-0.05055127938423132
ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500,7,999,svc,0.6926917476116561,0.7432430269958874,-0.05055127938423132
ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500,42,42,svc,0.7560194672131147,0.7491675204918034,0.006851946721311397
ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500,42,123,svc,0.7560194672131147,0.7491675204918034,0.006851946721311397
ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500,42,999,svc,0.7560194672131147,0.7491675204918034,0.006851946721311397
ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500,123,42,svc,0.7528462314454533,0.784575106883797,-0.031728875438343684
ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500,123,123,svc,0.7528462314454533,0.784575106883797,-0.031728875438343684
ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500,123,999,svc,0.7528462314454533,0.784575106883797,-0.031728875438343684
ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500,999,42,svc,0.6933696286214271,0.7357411368202735,-0.042371508198846386
ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500,999,123,svc,0.6933696286214271,0.7357411368202735,-0.042371508198846386
ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500,999,999,svc,0.6933696286214271,0.7357411368202735,-0.042371508198846386
ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500,2024,42,svc,0.5962858425813073,0.7336743857848482,-0.13738854320354088
ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500,2024,123,svc,0.5962858425813073,0.7336743857848482,-0.13738854320354088
ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500,2024,999,svc,0.5962858425813073,0.7336743857848482,-0.13738854320354088
ember_m1,m1_hist_byteent__ms42__q2000_id1000_ood1000,7,42,svc,0.7238189268699906,0.7428429235949734,-0.019023996724982783
