family,model,dim,cfg,kernel,split,svc_c,fit_seconds,accuracy,balanced_accuracy,f1_macro,f1_pos,roc_auc,pr_auc,log_loss,brier,ece,mean_predictive_entropy
classical_ext,svc,4,laplacian_med_x0.1__svc__d4,laplacian_med_x0.1,id_test,1.0,0.03119826316833496,0.874,0.8722692036645525,0.8731470407016781,0.8835489833641405,0.9512781087833941,0.9451213882029461,,,,
classical_ext,svc,4,laplacian_med_x0.1__svc__d4,laplacian_med_x0.1,ood_test,1.0,0.03119826316833496,0.782,0.7854764344262295,0.7784831992716366,0.8063943161634103,0.8972047899590164,0.8599018617299237,,,,
classical_ext,gpc,4,laplacian_med_x0.1__gpc__d4,laplacian_med_x0.1,id_test,,1.1856932640075684,0.876,0.8731821385098342,0.8743086978381096,0.8888888888888888,0.9496124031007752,0.9446662250851592,0.31258230253370856,0.09210274146024212,0.07190406131736722,0.4313377325412616
classical_ext,gpc,4,laplacian_med_x0.1__gpc__d4,laplacian_med_x0.1,ood_test,,1.1856932640075684,0.774,0.7784323770491803,0.7675958718445484,0.8061749571183533,0.8917456454918032,0.8495016175621858,0.4421056728019874,0.14366985352200667,0.11916092750242355,0.469379262168424
classical_ext,svc,4,laplacian_med_x0.3__svc__d4,laplacian_med_x0.3,id_test,1.0,0.019469499588012695,0.872,0.8696905631366519,0.8707070707070708,0.8836363636363637,0.951198026779422,0.9390419178313613,,,,
classical_ext,svc,4,laplacian_med_x0.3__svc__d4,laplacian_med_x0.3,ood_test,1.0,0.019469499588012695,0.78,0.7841956967213115,0.7745125371029371,0.8096885813148789,0.9053214651639344,0.8752462272701647,,,,
classical_ext,gpc,4,laplacian_med_x0.3__gpc__d4,laplacian_med_x0.3,id_test,,1.4797089099884033,0.872,0.8687936446921647,0.8698679159346736,0.8865248226950354,0.9451278108783394,0.9419965871920555,0.29841661169444056,0.09046888762055588,0.05065269924369328,0.38013580214156106
classical_ext,gpc,4,laplacian_med_x0.3__gpc__d4,laplacian_med_x0.3,ood_test,,1.4797089099884033,0.738,0.7431800717213115,0.7273094392566164,0.7813021702838063,0.8807313012295083,0.830195150256998,0.4488317085754228,0.14864743683970058,0.0983018469880945,0.4257805550484209
classical_ext,svc,4,laplacian_med_x3__svc__d4,laplacian_med_x3,id_test,1.0,0.019004344940185547,0.858,0.8534339163303222,0.8537740706415405,0.8786324786324786,0.9216637837145236,0.8826830612639338,,,,
classical_ext,svc,4,laplacian_med_x3__svc__d4,laplacian_med_x3,ood_test,1.0,0.019004344940185547,0.726,0.7319415983606558,0.7106958082567838,0.7772357723577236,0.8229059938524591,0.7319749822268344,,,,
