dim,kernel,family,representation,spec_train_eff_rank,kta_train
4,linear,classical_ext_plain,plain,3.5541004816853525,0.2262660517196279
4,rbf_gscale,classical_ext_plain,plain,7.767718730805022,0.26765765712401357
4,poly2,classical_ext_plain,plain,5.5028854745921185,0.2511297831924386
4,poly3,classical_ext_plain,plain,6.743223835805901,0.2676634336843469
4,laplacian_med,classical_ext_plain,plain,10.602899650889869,0.25340144284325866
4,matern15_med,classical_ext_plain,plain,4.6663006054571445,0.25232574907930977
4,matern25_med,classical_ext_plain,plain,4.006685549625521,0.245776338161292
6,linear,classical_ext_plain,plain,4.894009261641491,0.20903771974021573
6,rbf_gscale,classical_ext_plain,plain,10.660088682637682,0.23133671956761995
6,poly2,classical_ext_plain,plain,6.922699615532207,0.22372258949367974
6,poly3,classical_ext_plain,plain,9.200336726852731,0.23587103957082844
6,laplacian_med,classical_ext_plain,plain,14.650291927821096,0.2399514421130432
6,matern15_med,classical_ext_plain,plain,6.464516920404281,0.22589184737646495
6,matern25_med,classical_ext_plain,plain,5.352272222356901,0.22081047888952965
8,linear,classical_ext_plain,plain,6.407039299549312,0.19504213794915368
8,rbf_gscale,classical_ext_plain,plain,14.708636410023402,0.20686467207861184
8,poly2,classical_ext_plain,plain,8.547022063503986,0.20256402751582822
8,poly3,classical_ext_plain,plain,12.275651870729567,0.21162586836232403
8,laplacian_med,classical_ext_plain,plain,18.84125528340481,0.23062075769525991
8,matern15_med,classical_ext_plain,plain,8.342933678050166,0.20545038655962794
8,matern25_med,classical_ext_plain,plain,6.7064691595571775,0.19998057746965556
10,linear,classical_ext_plain,plain,7.769735669677021,0.1965994919063816
10,rbf_gscale,classical_ext_plain,plain,18.381922467625397,0.20838344839667222
10,poly2,classical_ext_plain,plain,9.917700595455061,0.20221740348366252
10,poly3,classical_ext_plain,plain,14.961484472782455,0.21215094528323464
10,laplacian_med,classical_ext_plain,plain,23.01435389792404,0.2380184154491982
10,matern15_med,classical_ext_plain,plain,10.140822862557103,0.2070162184095178
10,matern25_med,classical_ext_plain,plain,8.009306049204465,0.20049301320516205
12,linear,classical_ext_plain,plain,9.516388255434146,0.18371231206965513
12,rbf_gscale,classical_ext_plain,plain,22.496313847944243,0.18623712682891422
12,poly2,classical_ext_plain,plain,11.486216622010616,0.18731855336080233
12,poly3,classical_ext_plain,plain,18.305358705068656,0.1937264638989102
12,laplacian_med,classical_ext_plain,plain,28.708064364944622,0.22389436457201273
12,matern15_med,classical_ext_plain,plain,12.509357519959584,0.18778028852984177
12,matern25_med,classical_ext_plain,plain,9.65006335824556,0.18293301943458928
