status,case,run,group,model,quantum_kernel,quantum_stratum,tier,n_target,n_classical,realized_accuracy_advantage,policy,draw,threshold,n_labels,n_informative_counterexamples
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,10,0.01,19,11
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,10,0.02,14,9
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,11,0.005,25,13
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,11,0.01,19,11
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,11,0.02,16,9
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,12,0.005,25,13
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,12,0.01,22,11
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,12,0.02,16,9
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,13,0.005,25,13
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,13,0.01,23,11
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,13,0.02,19,9
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,14,0.005,21,13
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,14,0.01,14,11
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,14,0.02,12,9
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,15,0.005,25,13
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,15,0.01,23,11
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,15,0.02,17,9
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,16,0.005,22,13
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,16,0.01,20,11
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,16,0.02,17,9
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,17,0.005,24,13
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,17,0.01,20,11
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,17,0.02,16,9
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,18,0.005,26,13
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,18,0.01,21,11
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,18,0.02,18,9
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,19,0.005,26,13
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,19,0.01,19,11
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,19,0.02,17,9
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,20,0.005,23,13
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,20,0.01,19,11
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,20,0.02,12,9
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,21,0.005,26,13
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,21,0.01,20,11
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,21,0.02,15,9
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,22,0.005,24,13
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,22,0.01,17,11
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,22,0.02,12,9
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,23,0.005,25,13
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,23,0.01,21,11
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,23,0.02,18,9
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,24,0.005,23,13
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,24,0.01,17,11
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,24,0.02,11,9
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,25,0.005,23,13
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,25,0.01,19,11
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,25,0.02,16,9
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,26,0.005,22,13
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,26,0.01,19,11
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,26,0.02,15,9
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,27,0.005,25,13
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,27,0.01,23,11
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,27,0.02,18,9
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,28,0.005,20,13
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,28,0.01,17,11
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,28,0.02,14,9
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,29,0.005,21,13
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,29,0.01,16,11
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,29,0.02,14,9
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,30,0.005,23,13
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,30,0.01,19,11
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,30,0.02,17,9
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,31,0.005,21,13
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,31,0.01,19,11
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,31,0.02,15,9
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,32,0.005,26,13
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,32,0.01,23,11
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,32,0.02,18,9
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,33,0.005,23,13
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,33,0.01,18,11
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,33,0.02,14,9
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,34,0.005,26,13
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,34,0.01,23,11
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,34,0.02,15,9
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,35,0.005,25,13
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,35,0.01,22,11
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,35,0.02,18,9
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,36,0.005,24,13
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,36,0.01,22,11
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,36,0.02,17,9
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,37,0.005,24,13
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,37,0.01,21,11
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,37,0.02,19,9
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,38,0.005,25,13
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,38,0.01,21,11
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,38,0.02,16,9
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,39,0.005,21,13
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,random_active_disagreement,39,0.01,19,11
