task,stratum,seed,family,kernel,dim,candidate_id,model,regularization,c_selected,c_cv_score,split,fit_seconds,kernel_backend,accuracy,balanced_accuracy,f1_macro,f1_pos,roc_auc,pr_auc,log_loss,brier,ece,mean_predictive_entropy
acsincome,q1000,7,classical_ext,linear,4,linear__d4,svc,train_cv,1.0,0.6947524888909336,validation,0.0070066452026367,analytic_cpu,0.676,0.7057126159690261,0.6670448379618211,0.6124401913875598,0.7719336693695668,0.6040817770156042,,,,
acsincome,q1000,7,classical_ext,linear,4,linear__d4,svc,train_cv,1.0,0.6947524888909336,id_test,0.0070066452026367,analytic_cpu,0.672,0.685320897179658,0.6559479054779807,0.5816326530612245,0.7671182174846399,0.5968197515444358,,,,
acsincome,q1000,7,classical_ext,linear,4,linear__d4,svc,train_cv,1.0,0.6947524888909336,ood_test,0.0070066452026367,analytic_cpu,0.706,0.7184350285272695,0.705480467544749,0.6931106471816284,0.7879445567996843,0.6922076662707617,,,,
acsincome,q1000,7,classical_ext,linear,4,linear__d4,gpc,not_applicable,,,validation,0.4794986248016357,analytic_cpu,0.724,0.6415735261889108,0.649923896499239,0.4888888888888889,0.7779969318430856,0.6178709183297588,0.5238504022924847,0.1772117740613744,0.0963675235203661,0.5630630151899536
acsincome,q1000,7,classical_ext,linear,4,linear__d4,gpc,not_applicable,,,id_test,0.4794986248016357,analytic_cpu,0.724,0.6416092975053668,0.649923896499239,0.4888888888888889,0.7718557998371456,0.597893758913431,0.5213642784512394,0.1760424963980172,0.0474492934941182,0.5423609720969215
acsincome,q1000,7,classical_ext,linear,4,linear__d4,gpc,not_applicable,,,ood_test,0.4794986248016357,analytic_cpu,0.694,0.6589141551159999,0.6586025464233596,0.5486725663716814,0.7939952975221559,0.7055279562043297,0.565654722670582,0.1950857323794597,0.0975320334395436,0.5593896978621071
acsincome,q1000,7,classical_ext,linear,4,linear__d4,svc,fixed_c1,1.0,,validation,0.0069994926452636,analytic_cpu,0.676,0.7057126159690261,0.6670448379618211,0.6124401913875598,0.7719336693695668,0.6040817770156042,,,,
acsincome,q1000,7,classical_ext,linear,4,linear__d4,svc,fixed_c1,1.0,,id_test,0.0069994926452636,analytic_cpu,0.672,0.685320897179658,0.6559479054779807,0.5816326530612245,0.7671182174846399,0.5968197515444358,,,,
acsincome,q1000,7,classical_ext,linear,4,linear__d4,svc,fixed_c1,1.0,,ood_test,0.0069994926452636,analytic_cpu,0.706,0.7184350285272695,0.705480467544749,0.6931106471816284,0.7879445567996843,0.6922076662707617,,,,
acsincome,q1000,7,classical_ext,rbf_gscale,4,rbf_gscale__d4,svc,train_cv,10.0,0.716785626963681,validation,0.0119965076446533,analytic_cpu,0.668,0.7094382350792607,0.6621126508280275,0.6175115207373272,0.7541091387245233,0.5276578573089543,,,,
acsincome,q1000,7,classical_ext,rbf_gscale,4,rbf_gscale__d4,svc,train_cv,10.0,0.716785626963681,id_test,0.0119965076446533,analytic_cpu,0.688,0.70042194092827,0.6715180917727916,0.5979381443298969,0.7677104152787031,0.5506888339799586,,,,
acsincome,q1000,7,classical_ext,rbf_gscale,4,rbf_gscale__d4,svc,train_cv,10.0,0.716785626963681,ood_test,0.0119965076446533,analytic_cpu,0.714,0.7253078807609464,0.7132832080200502,0.6989473684210527,0.7862674493168254,0.6969494745030972,,,,
acsincome,q1000,7,classical_ext,rbf_gscale,4,rbf_gscale__d4,gpc,not_applicable,,,validation,0.5007226467132568,analytic_cpu,0.712,0.6326977865439404,0.639682920970454,0.4782608695652174,0.7758053911900066,0.5971464133509609,0.5206836301420986,0.1754947233819677,0.0773466853822107,0.5533586614446544
acsincome,q1000,7,classical_ext,rbf_gscale,4,rbf_gscale__d4,gpc,not_applicable,,,id_test,0.5007226467132568,analytic_cpu,0.764,0.6844696128506921,0.6978140173321588,0.556390977443609,0.7713376267673404,0.5510876586883178,0.5211184081902522,0.1748167105575465,0.0427642395156857,0.535333123546363
acsincome,q1000,7,classical_ext,rbf_gscale,4,rbf_gscale__d4,gpc,not_applicable,,,ood_test,0.5007226467132568,analytic_cpu,0.7,0.6580016113385619,0.6541802689094229,0.5283018867924528,0.7963794209046515,0.7057146014811356,0.5583318110234258,0.1915423782418712,0.0964882496804483,0.550076669375417
acsincome,q1000,7,classical_ext,rbf_gscale,4,rbf_gscale__d4,svc,fixed_c1,1.0,,validation,0.009526252746582,analytic_cpu,0.668,0.7094382350792607,0.6621126508280275,0.6175115207373272,0.7716414639491562,0.5748864407760834,,,,
acsincome,q1000,7,classical_ext,rbf_gscale,4,rbf_gscale__d4,svc,fixed_c1,1.0,,id_test,0.009526252746582,analytic_cpu,0.66,0.6833592419868235,0.6475427509910268,0.5812807881773399,0.7732622695980458,0.5852289635607251,,,,
