family,kernel,dim,kta_ood_full,kta_null_mean,kta_null_std,kta_null_exceed_frac,kta_ood_halfA,eff_rank_train,bacc_svc_halfB,bacc_gpc_halfB
classical_ext,linear,4,0.07979035092065632,0.003163514993393387,0.003149730368725234,0.0,0.0873384575426853,2.116659404245669,0.6268618387262455,0.6268618387262455
classical_ext,rbf_gscale,4,0.1448035567680799,0.0043065881478140285,0.003111683934071535,0.0,0.15316951918019617,5.133623660043555,0.6491397021058039,0.7042244478685157
classical_ext,poly2,4,0.09404681168850501,0.003396330076539266,0.00317434940509454,0.0,0.10082709279046505,2.611171826739291,0.6495891114535182,0.6306497175141244
classical_ext,poly3,4,0.10270615952882566,0.0035628266921241924,0.003169631880151876,0.0,0.10961440433124335,3.1801840291141406,0.6491397021058039,0.6420133538777606
classical_ext,laplacian_med,4,0.18098905043690028,0.005221882419301332,0.0031980914959009103,0.0,0.1914579553333355,8.092114629519422,0.9384951206985106,0.9498587570621468
classical_ext,matern15_med,4,0.13981148457222364,0.0042476711284260395,0.003149283084248143,0.0,0.14809526571433668,4.250782374569629,0.6491397021058039,0.6491397021058039
classical_ext,matern25_med,4,0.1290591404225942,0.004037345257694403,0.0031603396342773996,0.0,0.1358604266795548,3.7738647376898635,0.6491397021058039,0.6491397021058039
quantum,zz_r1_full,4,0.2901663275430803,0.0068702011635057535,0.0028791050127076477,0.0,0.29086039651182954,20.242809408491716,0.9384951206985106,0.9347072419106317
quantum,zz_r2_full,4,0.3007021237618096,0.007005545949202569,0.0027248158411633076,0.0,0.2936857703409556,24.886293254335136,0.9342578325629173,0.9135208012326657
quantum,pauli_xz_r1_full,4,0.19749349025480464,0.005595993178306624,0.0031771666554467814,0.0,0.2215751948273229,8.339712563682978,0.9157678479712379,0.911979969183359
quantum,zmap_r2,4,0.2556619710730624,0.005538292303086905,0.0032411400082973407,0.0,0.27209058946647063,7.63084092321879,0.9275808936825887,0.9026065742167437
classical_ext,linear,6,0.16801265290410225,0.0035363591848154084,0.0034553696519200212,0.0,0.17462266032600557,2.4071239491246814,0.8027440395861448,0.8336867810552021
classical_ext,rbf_gscale,6,0.24213512648706165,0.004520850197669296,0.0031855896720367483,0.0,0.25131249340124845,7.007473116543823,0.8027440395861448,0.854026090868196
classical_ext,poly2,6,0.17684213251837763,0.003728468165265406,0.0034205511695122232,0.0,0.18450602053356946,3.017633167801396,0.8027440395861448,0.82462566673093
classical_ext,poly3,6,0.18851466598360506,0.0038795607121497417,0.003395252337542247,0.0,0.19636224545633596,3.880410435972205,0.8027440395861448,0.82462566673093
classical_ext,laplacian_med,6,0.23303436440771588,0.005090858127670719,0.002991262213594546,0.0,0.24633910941127424,8.894363871518665,0.9393355182828866,0.9350620140093824
classical_ext,matern15_med,6,0.22416846308048313,0.00438305839694169,0.003230096297106647,0.0,0.2337275968119942,4.788589384271157,0.8027440395861448,0.8326585695006747
classical_ext,matern25_med,6,0.20888892065224723,0.00419476905712175,0.003292577507755001,0.0,0.21802766099345788,4.176240122956591,0.8027440395861448,0.8203521624574256
quantum,zz_r1_full,6,0.29788077508044947,0.006896059582402469,0.0024289590506606615,0.0,0.31675200790719094,30.14099174132327,0.956076087655035,0.9282179808495599
quantum,zz_r2_full,6,0.2914506713034525,0.007302517141561397,0.0024727758647289182,0.0,0.31346132665224774,36.88562255224736,0.9598354861512757,0.9470149733307628
quantum,pauli_xz_r1_full,6,0.21019806038306385,0.005105460292139755,0.0026085731740939882,0.0,0.2219713642279067,12.080482060509132,0.9109633057001478,0.9130197288092026
quantum,zmap_r2,6,0.19887919959245448,0.004907066620708679,0.002499458865400448,0.0,0.2104267284106692,12.224185211606844,0.899685110211426,0.8942227363279995
classical_ext,linear,8,0.15395112157458785,0.003447760345012552,0.0027459465381040973,0.0,0.15257475698681572,2.5683084430549474,0.8072489754098361,0.8072489754098361
classical_ext,rbf_gscale,8,0.25782043558332013,0.00466182612094162,0.002823009638674072,0.0,0.2458696459465406,9.049625843723296,0.9510117827868853,0.8855660860655737
classical_ext,poly2,8,0.17243577232273868,0.0036773998798181194,0.002760543146372791,0.0,0.1686894138792099,3.232392776146388,0.8074410860655737,0.8072489754098361
classical_ext,poly3,8,0.18985508400911538,0.0038454855839087443,0.0027813312524586106,0.0,0.18494282731223405,4.32420451074273,0.8074410860655737,0.8424052254098361
classical_ext,laplacian_med,8,0.24790057784030364,0.005438578406275343,0.002835270326350101,0.0,0.2373986567752861,11.319536249538341,0.9510117827868853,0.9435835040983607
classical_ext,matern15_med,8,0.23709972394083798,0.004558470385494075,0.002804742626996342,0.0,0.22673370969034243,6.005763712153023,0.9363473360655737,0.8853739754098361
classical_ext,matern25_med,8,0.2212060074384959,0.004332431320681583,0.002790068529376624,0.0,0.21188004452675818,5.159829524307865,0.8074410860655737,0.8853739754098361
quantum,zz_r1_full,8,0.2793567367950547,0.008179319511741123,0.002594872994263407,0.0,0.2699304184626468,55.642916921434484,0.9486424180327868,0.9681736680327868
quantum,zz_r2_full,8,0.258388876815339,0.008847646369846045,0.002466527279730245,0.0,0.2505950070216774,71.93031793309794,0.9330174180327868,0.9324410860655737
quantum,pauli_xz_r1_full,8,0.2597933174746871,0.006071950718703412,0.00303349061189846,0.0,0.2475152778736395,18.943327434354373,0.9273821721311475,0.9469134221311475
quantum,zmap_r2,8,0.2570290905703102,0.006040291575991777,0.003056972769414101,0.0,0.24298999329162782,19.831327881915,0.9314805327868853,0.935578893442623
classical_ext,linear,10,0.16388631930966369,0.003951012008832103,0.002394967351198144,0.0,0.16545446267537012,2.4701340924619095,0.7766505636070853,0.7835748792270532
classical_ext,rbf_gscale,10,0.2570979049420545,0.00568988283322224,0.002760865735170389,0.0,0.2553215856780925,10.777498953856744,0.9438003220611917,0.8921095008051529
classical_ext,poly2,10,0.17646806598362771,0.004248660764318142,0.0024612678095863117,0.0,0.17673934132211316,3.1407012180143066,0.8095008051529791,0.7996779388083736
classical_ext,poly3,10,0.1910210309370906,0.0044684405001636516,0.002516051255408061,0.0,0.19066833859776022,4.2690343996164115,0.8095008051529791,0.8294685990338164
classical_ext,laplacian_med,10,0.24747847429577857,0.006347179151501997,0.002728482242655872,0.0,0.24535705568225197,12.333186960672602,0.9438003220611917,0.9207729468599033
classical_ext,matern15_med,10,0.2359327153033142,0.00547586474759036,0.0026731287158049816,0.0,0.23466880763881803,6.744587523854386,0.9468599033816425,0.8847020933977456
classical_ext,matern25_med,10,0.22106201189992758,0.005214895789967914,0.0026496138922920743,0.0,0.2197778528557332,5.759285135498727,0.8095008051529791,0.8760064412238325
quantum,zz_r1_full,10,0.2677314498793643,0.00923760850144574,0.0024825029014056647,0.0,0.2692648386922691,67.76550304233824,0.9460547504025765,0.9547504025764895
quantum,zz_r2_full,10,0.24798448837073356,0.010048484998295774,0.0024531733618042757,0.0,0.2474868000184604,88.13735368929923,0.9460547504025765,0.9386473429951692
quantum,pauli_xz_r1_full,10,0.26814978409978646,0.007109263872158912,0.00265532154545119,0.0,0.2692800482922608,23.902901229419026,0.9394524959742351,0.9400966183574879
quantum,zmap_r2,10,0.25440431779464856,0.007100423611772374,0.0025972314839641476,0.0,0.25483677060284343,25.47823822610981,0.9468599033816425,0.928341384863124
classical_ext,linear,12,0.16505040182036798,0.0046178677713068555,0.002931096103495027,0.0,0.16386416177663332,2.3880491940447257,0.7875256147540983,0.7947617827868853
classical_ext,rbf_gscale,12,0.25868050571946277,0.00598359295508439,0.002702608072476332,0.0,0.2604384579055713,11.832198515524475,0.9305199795081966,0.9305199795081966
classical_ext,poly2,12,0.17755113600313532,0.0048840592310637684,0.0028940897551856296,0.0,0.17570880259938468,3.023056750334844,0.7916239754098361,0.8070568647540983
classical_ext,poly3,12,0.19234160960995147,0.005053221675771423,0.002855999121643682,0.0,0.19029929920827768,4.128412570557797,0.8111552254098361,0.8070568647540983
classical_ext,laplacian_med,12,0.2517313334796929,0.006508489168319435,0.0026461391037381154,0.0,0.2662316774263901,13.186543472331296,0.9305199795081966,0.9428150614754098
classical_ext,matern15_med,12,0.2348202563301331,0.005854252995422458,0.002743015561152071,0.0,0.2363531613916559,7.177250864667778,0.9305199795081966,0.9305199795081966
classical_ext,matern25_med,12,0.22100393362590207,0.005652852863407454,0.0027631203692990835,0.0,0.2217639580678826,6.131130856788712,0.9305199795081966,0.9148949795081966
quantum,zz_r1_full,12,0.2645591317328982,0.009357501039833268,0.002407887281546997,0.0,0.27434934755193513,71.77758697879139,0.9326331967213115,0.9482581967213115
quantum,zz_r2_full,12,0.2439182456015374,0.01027131986751051,0.0023477230867914385,0.0,0.2536958082233123,92.91206224776057,0.9209144467213115,0.9363473360655737
quantum,pauli_xz_r1_full,12,0.268355290729894,0.006966102298694348,0.002598438019614207,0.0,0.2863974834931227,25.12112190376021,0.9066982581967213,0.926421618852459
