group,run,qs,seed,model,classical_orig__p1_ood,classical_orig__p1_idtest,classical_orig__oracle_ood,classical_orig__oracle_idtest,classical_ext__p1_ood,classical_ext__p1_idtest,classical_ext__oracle_ood,classical_ext__oracle_idtest,quantum__p1_ood,quantum__p1_idtest,quantum__oracle_ood,quantum__oracle_idtest
ember_m1,m1_hist_byteent__ms123__q4000_id1800_ood1800__qs2024__s999,2024,999,gpc,0.7612046332046332,0.7629716747548776,0.7929884169884169,0.7629716747548776,0.7549652509652509,0.8149945528374765,0.7929884169884169,0.8149945528374765,0.7641389961389962,0.8019981182529464,0.7879691119691119,0.8113177181340991
ember_m1,m1_hist_byteent__ms123__q4000_id1800_ood1800__qs42__s123,42,123,svc,0.7203956912250378,0.7927444342153456,0.7715855427636655,0.8027301794711885,0.7601901293249792,0.8442966174680011,0.779431463934072,0.8510057513933023,0.7448563227260101,0.8339644027361189,0.7677736967190345,0.8474519644819292
ember_m1,m1_hist_byteent__ms123__q4000_id1800_ood1800__qs42__s123,42,123,gpc,0.7672459026513164,0.7695309793207219,0.767816907929257,0.7695309793207219,0.7649124972992993,0.8229441986161019,0.7839871600975339,0.8229441986161019,0.7344918053026328,0.8274631504964413,0.7881076576437545,0.8274631504964413
ember_m1,m1_hist_byteent__ms123__q4000_id1800_ood1800__qs42__s42,42,42,svc,0.7203956912250378,0.7927444342153456,0.7715855427636655,0.8027301794711885,0.7601901293249792,0.8442966174680011,0.7788789777462267,0.8510057513933023,0.7448563227260101,0.8339644027361189,0.7677736967190345,0.8474519644819292
ember_m1,m1_hist_byteent__ms123__q4000_id1800_ood1800__qs42__s42,42,42,gpc,0.7672459026513164,0.7695309793207219,0.767816907929257,0.7695309793207219,0.7649124972992993,0.8229441986161019,0.7839871600975339,0.8229441986161019,0.7344918053026328,0.8274631504964413,0.7881076576437545,0.8274631504964413
ember_m1,m1_hist_byteent__ms123__q4000_id1800_ood1800__qs42__s999,42,999,svc,0.7203956912250378,0.7927444342153456,0.7715855427636655,0.8027301794711885,0.7596376431371339,0.8431755412348172,0.7788789777462267,0.8510057513933023,0.7328220006790334,0.8420717884754353,0.7677736967190345,0.8474519644819292
ember_m1,m1_hist_byteent__ms123__q4000_id1800_ood1800__qs42__s999,42,999,gpc,0.7672459026513164,0.7695309793207219,0.767816907929257,0.7695309793207219,0.7649124972992993,0.8229441986161019,0.7839871600975339,0.8229441986161019,0.7344918053026328,0.8274631504964413,0.7881076576437545,0.8274631504964413
ember_m1,m1_hist_byteent__ms123__q4000_id1800_ood1800__qs7__s123,7,123,svc,0.7152273410245217,0.7982902352778491,0.7348339353796726,0.7982902352778491,0.7519121824416823,0.8122172616107939,0.7718681326835108,0.8333201635684795,0.7201387282951062,0.7895191718851859,0.7536348470439546,0.8132395646075739
ember_m1,m1_hist_byteent__ms123__q4000_id1800_ood1800__qs7__s123,7,123,gpc,0.7378074795549515,0.7829112423697675,0.7446072436006039,0.7829112423697675,0.7429915499158455,0.8117233954287746,0.7715935946061925,0.8117233954287746,0.743160353733656,0.8073181090851622,0.7550662786858282,0.8073181090851622
ember_m1,m1_hist_byteent__ms123__q4000_id1800_ood1800__qs7__s42,7,42,svc,0.7152273410245217,0.7982902352778491,0.7348339353796726,0.7982902352778491,0.7519121824416823,0.8122172616107939,0.7718681326835108,0.8333201635684795,0.7201387282951062,0.7895191718851859,0.7536348470439546,0.8132395646075739
