run,group,dataset,kernel,dim,shots,replicate,projection_condition,selected_c,c_cv_score,id_val_bacc,id_test_bacc,ood_test_bacc,exact_c,exact_c_cv_score,exact_id_val_bacc,exact_id_test_bacc,exact_ood_test_bacc,ood_difference_from_exact,absolute_ood_difference,train_effective_rank,exact_train_effective_rank,train_effective_rank_ratio,kta_ood,exact_kta_ood,kta_ood_difference,train_min_eig_before_psd,train_min_eig_after_psd,train_frac_negative_eig,train_fro_change_sampling,train_fro_change_projection,ood_min_eig_before_psd,ood_min_eig_after_psd,ood_frac_negative_eig,ood_fro_change_sampling,ood_fro_change_projection,stable_seed_train
m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,ember,pauli_xz_r1_full__as2,12,128,0,pre_psd,1.0,0.737058405840584,0.8114228970465758,0.8439682234608239,0.7565957991803278,10.0,0.7672806280628063,0.8318277916586585,0.8395797296431546,0.7450691598360656,0.011526639344262235,0.011526639344262235,87.81027351391467,52.31571859155433,1.6784682668602484,0.1681480426298118,0.16825661367072892,-0.00010857104091710479,-1.0748640432294496,0.0,0.398,13.527524879099603,8.437298200151082,-0.6133101372001589,0.0,0.316,5.349263411012395,3.1056471562229784,9240884087669099889
m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,ember,pauli_xz_r1_full__as2,12,128,0,post_psd,1.0,0.7359381938193821,0.811935421871997,0.8398359920558651,0.7646004098360656,10.0,0.7672806280628063,0.8318277916586585,0.8395797296431546,0.7450691598360656,0.01953125,0.01953125,87.81027351391467,52.31571859155433,1.6784682668602484,0.16845273184538312,0.16825661367072892,0.0001961181746542029,-1.0748640432294496,0.0,0.398,13.527524879099603,8.437298200151082,-0.6133101372001589,0.0,0.316,5.349263411012395,3.1056471562229784,9240884087669099889
m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,ember,pauli_xz_r1_full__as2,12,128,1,pre_psd,1.0,0.745058605860586,0.815811390864245,0.8276955602536998,0.7543545081967213,10.0,0.7672806280628063,0.8318277916586585,0.8395797296431546,0.7450691598360656,0.009285348360655754,0.009285348360655754,87.76685458474014,52.31571859155433,1.6776383264457142,0.16798045066095654,0.16825661367072892,-0.0002761630097723733,-1.071960221229937,0.0,0.398,13.518489582328165,8.408301427685156,-0.590852867271572,0.0,0.314,5.326363075159798,3.085163124851508,12963416322121178271
m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,ember,pauli_xz_r1_full__as2,12,128,1,post_psd,1.0,0.7389880988098809,0.811935421871997,0.8318277916586585,0.7524013831967213,10.0,0.7672806280628063,0.8318277916586585,0.8395797296431546,0.7450691598360656,0.007332223360655754,0.007332223360655754,87.76685458474014,52.31571859155433,1.6776383264457142,0.1683379865460436,0.16825661367072892,8.137287531467807e-05,-1.071960221229937,0.0,0.398,13.518489582328165,8.408301427685156,-0.590852867271572,0.0,0.314,5.326363075159798,3.085163124851508,12963416322121178271
m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,ember,pauli_xz_r1_full__as2,12,128,2,pre_psd,1.0,0.7328777877787779,0.8044397463002114,0.8121916842847076,0.7622630635245902,10.0,0.7672806280628063,0.8318277916586585,0.8395797296431546,0.7450691598360656,0.01719390368852458,0.01719390368852458,87.93696434057797,52.31571859155433,1.6808899257817749,0.16829701846281941,0.16825661367072892,4.040479209049819e-05,-1.0657878145087136,0.0,0.397,13.577101306075626,8.468366381700202,-0.6159422553879144,0.0,0.314,5.336188105135578,3.0753607039802344,3001181508345167987
m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,ember,pauli_xz_r1_full__as2,12,128,2,post_psd,1.0,0.7369181918191818,0.8005637773079634,0.8036709590620796,0.7523053278688525,10.0,0.7672806280628063,0.8318277916586585,0.8395797296431546,0.7450691598360656,0.007236168032786927,0.007236168032786927,87.93696434057797,52.31571859155433,1.6808899257817749,0.16859133934004525,0.16825661367072892,0.0003347256693163325,-1.0657878145087136,0.0,0.397,13.577101306075626,8.468366381700202,-0.6159422553879144,0.0,0.314,5.336188105135578,3.0753607039802344,3001181508345167987
m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,ember,pauli_xz_r1_full__as2,12,128,3,pre_psd,1.0,0.739008100810081,0.788423345505798,0.8274392978409891,0.7646964651639344,10.0,0.7672806280628063,0.8318277916586585,0.8395797296431546,0.7450691598360656,0.019627305327868827,0.019627305327868827,87.94474372945348,52.31571859155433,1.6810386265754358,0.16803400905139387,0.16825661367072892,-0.00022260461933504283,-1.0349352297010719,0.0,0.394,13.521262760901314,8.437128725291807,-0.6216256130373029,0.0,0.314,5.3370123162499965,3.0964566075039714,3253042262712220819
m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,ember,pauli_xz_r1_full__as2,12,128,3,post_psd,1.0,0.7339577957795779,0.7845473765135499,0.8315715292459478,0.7665535348360656,10.0,0.7672806280628063,0.8318277916586585,0.8395797296431546,0.7450691598360656,0.021484375,0.021484375,87.94474372945348,52.31571859155433,1.6810386265754358,0.1683527574980626,0.16825661367072892,9.614382733369453e-05,-1.0349352297010719,0.0,0.394,13.521262760901314,8.437128725291807,-0.6216256130373029,0.0,0.314,5.3370123162499965,3.0964566075039714,3253042262712220819
m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,ember,pauli_xz_r1_full__as2,12,128,4,pre_psd,1.0,0.740028302830283,0.8083157152924595,0.8279518226664104,0.7381531762295082,10.0,0.7672806280628063,0.8318277916586585,0.8395797296431546,0.7450691598360656,-0.00691598360655743,0.00691598360655743,87.6963681394418,52.31571859155433,1.6762909982010494,0.16792538155968137,0.16825661367072892,-0.0003312321110475469,-1.0715391035239292,0.0,0.398,13.498525728023903,8.421920659194399,-0.6109547836446221,0.0,0.318,5.355056260118128,3.0878710252605774,4909503987674997389
m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,ember,pauli_xz_r1_full__as2,12,128,4,post_psd,1.0,0.740998599859986,0.7920430520853354,0.8279518226664104,0.736296106557377,10.0,0.7672806280628063,0.8318277916586585,0.8395797296431546,0.7450691598360656,-0.008773053278688603,0.008773053278688603,87.6963681394418,52.31571859155433,1.6762909982010494,0.16826392606000526,0.16825661367072892,7.312389276342701e-06,-1.0715391035239292,0.0,0.398,13.498525728023903,8.421920659194399,-0.6109547836446221,0.0,0.318,5.355056260118128,3.0878710252605774,4909503987674997389
