run,group,dataset,kernel,dim,shots,replicate,projection_condition,selected_c,c_cv_score,id_val_bacc,id_test_bacc,ood_test_bacc,exact_c,exact_c_cv_score,exact_id_val_bacc,exact_id_test_bacc,exact_ood_test_bacc,ood_difference_from_exact,absolute_ood_difference,train_effective_rank,exact_train_effective_rank,train_effective_rank_ratio,kta_ood,exact_kta_ood,kta_ood_difference,train_min_eig_before_psd,train_min_eig_after_psd,train_frac_negative_eig,train_fro_change_sampling,train_fro_change_projection,ood_min_eig_before_psd,ood_min_eig_after_psd,ood_frac_negative_eig,ood_fro_change_sampling,ood_fro_change_projection,stable_seed_train
toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_natural_cur,toniot,pauli_xz_r1_full__as2,12,128,5,pre_psd,10.0,0.9689270984912062,0.9761874523749048,0.9798683701122726,0.976113042503084,10.0,0.9820917511657928,0.9800292100584201,0.9838366240805265,0.9762572293692625,-0.0001441868661785639,0.0001441868661785639,58.25573360864642,35.43513889195029,1.6440103081373905,0.5027247149006233,0.5035271618849513,-0.0008024469843279647,-0.7220841559745863,0.0,0.443,9.074373707170803,5.977615112507997,-0.9481641632851352,0.0,0.448,7.486010338935203,4.986783999018829,4315576306589943150
toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_natural_cur,toniot,pauli_xz_r1_full__as2,12,128,5,post_psd,10.0,0.9769864272075639,0.9683134366268733,0.9639953542392566,0.9740383537064035,10.0,0.9820917511657928,0.9800292100584201,0.9838366240805265,0.9762572293692625,-0.0022188756628590545,0.0022188756628590545,58.25573360864642,35.43513889195029,1.6440103081373905,0.5031026085011508,0.5035271618849513,-0.00042455338380043006,-0.7220841559745863,0.0,0.443,9.074373707170803,5.977615112507997,-0.9481641632851352,0.0,0.448,7.486010338935203,4.986783999018829,4315576306589943150
toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_natural_cur,toniot,pauli_xz_r1_full__as2,12,128,6,pre_psd,10.0,0.9759648346973815,0.9720599441198883,0.97977158343012,0.9841234239574489,10.0,0.9820917511657928,0.9800292100584201,0.9838366240805265,0.9762572293692625,0.007866194588186382,0.007866194588186382,58.10919191824276,35.43513889195029,1.6398748173509565,0.5026642222522868,0.5035271618849513,-0.0008629396326644834,-0.7301156445038263,0.0,0.446,9.070997555745105,5.966221610386436,-0.9605874213490342,0.0,0.444,7.549222385704646,5.036529527204989,9099163371169610132
toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_natural_cur,toniot,pauli_xz_r1_full__as2,12,128,6,post_psd,10.0,0.9800899495443336,0.960248920497841,0.9717382888114595,0.976113042503084,10.0,0.9820917511657928,0.9800292100584201,0.9838366240805265,0.9762572293692625,-0.0001441868661785639,0.0001441868661785639,58.10919191824276,35.43513889195029,1.6398748173509565,0.5030496192747311,0.5035271618849513,-0.00047754261022014965,-0.7301156445038263,0.0,0.446,9.070997555745105,5.966221610386436,-0.9605874213490342,0.0,0.444,7.549222385704646,5.036529527204989,9099163371169610132
toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_natural_cur,toniot,pauli_xz_r1_full__as2,12,128,7,pre_psd,10.0,0.9810594198239955,0.975996951993904,0.9798683701122726,0.9860539258879508,10.0,0.9820917511657928,0.9800292100584201,0.9838366240805265,0.9762572293692625,0.009796696518688308,0.009796696518688308,58.225853938114724,35.43513889195029,1.6431670866497365,0.5027120110124438,0.5035271618849513,-0.0008151508725074974,-0.7171595752590557,0.0,0.445,9.090518896830384,5.976746322642597,-0.9815855700227812,0.0,0.448,7.427486114153777,4.9624630782551336,1254904630624244055
toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_natural_cur,toniot,pauli_xz_r1_full__as2,12,128,7,post_psd,10.0,0.9830518861205855,0.9680276860553721,0.9757065427797136,0.9801182332302665,10.0,0.9820917511657928,0.9800292100584201,0.9838366240805265,0.9762572293692625,0.0038610038610039643,0.0038610038610039643,58.225853938114724,35.43513889195029,1.6431670866497365,0.5030862604897595,0.5035271618849513,-0.00044090139519181726,-0.7171595752590557,0.0,0.445,9.090518896830384,5.976746322642597,-0.9815855700227812,0.0,0.448,7.427486114153777,4.9624630782551336,1254904630624244055
toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_natural_cur,toniot,pauli_xz_r1_full__as2,12,128,8,pre_psd,10.0,0.9729321052408707,0.975996951993904,0.9717382888114595,0.9819045482945898,10.0,0.9820917511657928,0.9800292100584201,0.9838366240805265,0.9762572293692625,0.005647318925327327,0.005647318925327327,58.252587155629925,35.43513889195029,1.643921513423587,0.5024931084565112,0.5035271618849513,-0.001034053428440096,-0.7393965886802211,0.0,0.447,9.068987239703912,5.971991504046779,-0.9183287001044181,0.0,0.448,7.483758791655526,4.975606385289684,6681015336855967029
toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_natural_cur,toniot,pauli_xz_r1_full__as2,12,128,8,post_psd,10.0,0.9789989676606382,0.9800292100584201,0.9599303135888502,0.9743267274387606,10.0,0.9820917511657928,0.9800292100584201,0.9838366240805265,0.9762572293692625,-0.0019305019305019266,0.0019305019305019266,58.252587155629925,35.43513889195029,1.643921513423587,0.5028692468741586,0.5035271618849513,-0.000657915010792709,-0.7393965886802211,0.0,0.447,9.068987239703912,5.971991504046779,-0.9183287001044181,0.0,0.448,7.483758791655526,4.975606385289684,6681015336855967029
toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_natural_cur,toniot,pauli_xz_r1_full__as2,12,128,9,pre_psd,10.0,0.9731323415432864,0.975996951993904,0.9838366240805265,0.9878402409522742,10.0,0.9820917511657928,0.9800292100584201,0.9838366240805265,0.9762572293692625,0.011583011583011671,0.011583011583011671,58.33248216473894,35.43513889195029,1.646176196532143,0.5027544182208011,0.5035271618849513,-0.000772743664150144,-0.744929956292119,0.0,0.443,9.101052770807524,5.997352898176243,-0.9071287735962044,0.0,0.446,7.3929601457123075,4.937525786887243,2157274587758044991
toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_natural_cur,toniot,pauli_xz_r1_full__as2,12,128,9,post_psd,10.0,0.979048282877667,0.9800292100584201,0.975803329461866,0.9799740463640878,10.0,0.9820917511657928,0.9800292100584201,0.9838366240805265,0.9762572293692625,0.0037168169948252894,0.0037168169948252894,58.33248216473894,35.43513889195029,1.646176196532143,0.5031254006715655,0.5035271618849513,-0.000401761213385754,-0.744929956292119,0.0,0.443,9.101052770807524,5.997352898176243,-0.9071287735962044,0.0,0.446,7.3929601457123075,4.937525786887243,2157274587758044991
toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_natural_cur,toniot,pauli_xz_r1_full__as2,12,128,10,pre_psd,10.0,0.9690565419133632,0.9720599441198883,0.9757065427797136,0.9838350502250917,10.0,0.9820917511657928,0.9800292100584201,0.9838366240805265,0.9762572293692625,0.007577820855829143,0.007577820855829143,58.11679205929067,35.43513889195029,1.6400892977025388,0.5028060516188736,0.5035271618849513,-0.0007211102660776847,-0.701579934154085,0.0,0.445,9.028527015453356,5.93784065271161,-0.9426548965918097,0.0,0.45,7.520892152399286,5.010202254398296,5563389101339644445
toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_natural_cur,toniot,pauli_xz_r1_full__as2,12,128,10,post_psd,10.0,0.9779573009939716,0.9720599441198883,0.9638985675571041,0.9640974703215367,10.0,0.9820917511657928,0.9800292100584201,0.9838366240805265,0.9762572293692625,-0.012159759047725816,0.012159759047725816,58.11679205929067,35.43513889195029,1.6400892977025388,0.5031878434861896,0.5035271618849513,-0.0003393183987616677,-0.701579934154085,0.0,0.445,9.028527015453356,5.93784065271161,-0.9426548965918097,0.0,0.45,7.520892152399286,5.010202254398296,5563389101339644445
toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_natural_cur,toniot,pauli_xz_r1_full__as2,12,128,11,pre_psd,10.0,0.9662147134343986,0.9760922021844044,0.975803329461866,0.9839792370912703,10.0,0.9820917511657928,0.9800292100584201,0.9838366240805265,0.9762572293692625,0.007722007722007818,0.007722007722007818,58.346941008127914,35.43513889195029,1.6465842334085627,0.5025803629005665,0.5035271618849513,-0.0009467989843847668,-0.7357278709063316,0.0,0.444,9.125452583540412,6.015927263508331,-0.9119993024248036,0.0,0.444,7.433591984101575,4.957352794600913,14471456488431068440
toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_natural_cur,toniot,pauli_xz_r1_full__as2,12,128,11,post_psd,10.0,0.9739429589194378,0.9682181864363728,0.975803329461866,0.978043544433586,10.0,0.9820917511657928,0.9800292100584201,0.9838366240805265,0.9762572293692625,0.0017863150643234738,0.0017863150643234738,58.346941008127914,35.43513889195029,1.6465842334085627,0.5029538269488719,0.5035271618849513,-0.0005733349360793616,-0.7357278709063316,0.0,0.444,9.125452583540412,6.015927263508331,-0.9119993024248036,0.0,0.444,7.433591984101575,4.957352794600913,14471456488431068440
toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_natural_cur,toniot,pauli_xz_r1_full__as2,12,128,12,pre_psd,10.0,0.9729227699160014,0.9760922021844044,0.9757065427797136,0.9783319181659431,10.0,0.9820917511657928,0.9800292100584201,0.9838366240805265,0.9762572293692625,0.0020746887966806016,0.0020746887966806016,58.41247666729015,35.43513889195029,1.6484336874028611,0.5027653693500331,0.5035271618849513,-0.0007617925349181487,-0.7410717208253371,0.0,0.445,9.111152853445969,6.002228379469563,-0.9248600682258037,0.0,0.446,7.470149095893173,4.977608537039971,14548564027979301855
toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_natural_cur,toniot,pauli_xz_r1_full__as2,12,128,12,post_psd,10.0,0.974864517488817,0.9760922021844044,0.9757065427797136,0.9781877312997644,10.0,0.9820917511657928,0.9800292100584201,0.9838366240805265,0.9762572293692625,0.0019305019305019266,0.0019305019305019266,58.41247666729015,35.43513889195029,1.6484336874028611,0.5031422416887827,0.5035271618849513,-0.0003849201961685367,-0.7410717208253371,0.0,0.445,9.111152853445969,6.002228379469563,-0.9248600682258037,0.0,0.446,7.470149095893173,4.977608537039971,14548564027979301855
toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_natural_cur,toniot,pauli_xz_r1_full__as2,12,128,13,pre_psd,10.0,0.9719504926228477,0.9721551943103885,0.9798683701122726,0.982192922026947,10.0,0.9820917511657928,0.9800292100584201,0.9838366240805265,0.9762572293692625,0.005935692657684455,0.005935692657684455,58.268723090226956,35.43513889195029,1.6443768787784747,0.5028412982215827,0.5035271618849513,-0.0006858636633685355,-0.7061934488142845,0.0,0.445,9.081282344359368,5.986147783426959,-0.9259527674567797,0.0,0.442,7.39799724959578,4.956493494113052,1212968163675588293
toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_natural_cur,toniot,pauli_xz_r1_full__as2,12,128,13,post_psd,10.0,0.9789882288290231,0.9721551943103885,0.9717382888114595,0.967814287316362,10.0,0.9820917511657928,0.9800292100584201,0.9838366240805265,0.9762572293692625,-0.008442942052900526,0.008442942052900526,58.268723090226956,35.43513889195029,1.6443768787784747,0.5032148251475456,0.5035271618849513,-0.0003123367374057162,-0.7061934488142845,0.0,0.445,9.081282344359368,5.986147783426959,-0.9259527674567797,0.0,0.442,7.39799724959578,4.956493494113052,1212968163675588293
toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_natural_cur,toniot,pauli_xz_r1_full__as2,12,128,14,pre_psd,10.0,0.9701089474116449,0.9681229362458725,0.97977158343012,0.9819045482945898,10.0,0.9820917511657928,0.9800292100584201,0.9838366240805265,0.9762572293692625,0.005647318925327327,0.005647318925327327,58.32714219673789,35.43513889195029,1.6460254995638783,0.5025680744551068,0.5035271618849513,-0.0009590874298445184,-0.7427817388962503,0.0,0.444,9.08675320067913,5.994423896769987,-0.9319205008606272,0.0,0.442,7.546686554435545,5.033478516558616,15949660177897995774
toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_natural_cur,toniot,pauli_xz_r1_full__as2,12,128,14,post_psd,10.0,0.9760648686381848,0.9641859283718568,0.975803329461866,0.967814287316362,10.0,0.9820917511657928,0.9800292100584201,0.9838366240805265,0.9762572293692625,-0.008442942052900526,0.008442942052900526,58.32714219673789,35.43513889195029,1.6460254995638783,0.5029528030183714,0.5035271618849513,-0.0005743588665798605,-0.7427817388962503,0.0,0.444,9.08675320067913,5.994423896769987,-0.9319205008606272,0.0,0.442,7.546686554435545,5.033478516558616,15949660177897995774
toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_natural_cur,toniot,pauli_xz_r1_full__as2,12,128,15,pre_psd,10.0,0.9719719702860781,0.9642811785623571,0.975803329461866,0.976113042503084,10.0,0.9820917511657928,0.9800292100584201,0.9838366240805265,0.9762572293692625,-0.0001441868661785639,0.0001441868661785639,58.25881824732771,35.43513889195029,1.644097358415102,0.5026675764005998,0.5035271618849513,-0.0008595854843514994,-0.7501759204951306,0.0,0.446,9.084047576179104,5.980484539421256,-0.9145427316464508,0.0,0.446,7.379412797263521,4.910853361028298,12656148976698835003
toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_natural_cur,toniot,pauli_xz_r1_full__as2,12,128,15,post_psd,10.0,0.9791190757579258,0.9563119126238253,0.971835075493612,0.9744709143049393,10.0,0.9820917511657928,0.9800292100584201,0.9838366240805265,0.9762572293692625,-0.0017863150643232517,0.0017863150643232517,58.25881824732771,35.43513889195029,1.644097358415102,0.5030347025921862,0.5035271618849513,-0.0004924592927650906,-0.7501759204951306,0.0,0.446,9.084047576179104,5.980484539421256,-0.9145427316464508,0.0,0.446,7.379412797263521,4.910853361028298,12656148976698835003
toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_natural_cur,toniot,pauli_xz_r1_full__as2,12,128,16,pre_psd,10.0,0.9758954453238685,0.9681229362458725,0.9838366240805265,0.9879844278184527,10.0,0.9820917511657928,0.9800292100584201,0.9838366240805265,0.9762572293692625,0.011727198449190235,0.011727198449190235,58.13338806387427,35.43513889195029,1.6405576464970564,0.5028946248874667,0.5035271618849513,-0.0006325369974845563,-0.7025274210605053,0.0,0.443,9.00838434689764,5.93692925037496,-0.8947711882879007,0.0,0.444,7.4002133087811055,4.928576131008388,15627885260199208033
toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_natural_cur,toniot,pauli_xz_r1_full__as2,12,128,16,post_psd,10.0,0.9759662382041274,0.9721551943103885,0.9798683701122726,0.974182540572582,10.0,0.9820917511657928,0.9800292100584201,0.9838366240805265,0.9762572293692625,-0.0020746887966804906,0.0020746887966804906,58.13338806387427,35.43513889195029,1.6405576464970564,0.5032644373316949,0.5035271618849513,-0.0002627245532563771,-0.7025274210605053,0.0,0.443,9.00838434689764,5.93692925037496,-0.8947711882879007,0.0,0.444,7.4002133087811055,4.928576131008388,15627885260199208033
toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_natural_cur,toniot,pauli_xz_r1_full__as2,12,128,17,pre_psd,10.0,0.9719411572979786,0.960248920497841,0.975803329461866,0.9857655521555937,10.0,0.9820917511657928,0.9800292100584201,0.9838366240805265,0.9762572293692625,0.00950832278633118,0.00950832278633118,58.211069367695835,35.43513889195029,1.642749857569191,0.5026915770920037,0.5035271618849513,-0.0008355847929475413,-0.7280675798251279,0.0,0.444,9.059046330950668,5.950481556037265,-0.9558668543149251,0.0,0.444,7.482581165423767,5.002357824682313,5463568609875477837
toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_natural_cur,toniot,pauli_xz_r1_full__as2,12,128,17,post_psd,10.0,0.9779573009939716,0.9601536703073406,0.9598335269066977,0.9704657235777567,10.0,0.9820917511657928,0.9800292100584201,0.9838366240805265,0.9762572293692625,-0.00579150579150578,0.00579150579150578,58.211069367695835,35.43513889195029,1.642749857569191,0.5030718511337249,0.5035271618849513,-0.00045531075122640097,-0.7280675798251279,0.0,0.444,9.059046330950668,5.950481556037265,-0.9558668543149251,0.0,0.444,7.482581165423767,5.002357824682313,5463568609875477837
toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_natural_cur,toniot,pauli_xz_r1_full__as2,12,128,18,pre_psd,10.0,0.9721014137082349,0.9681229362458725,0.975803329461866,0.9896265560165975,10.0,0.9820917511657928,0.9800292100584201,0.9838366240805265,0.9762572293692625,0.013369326647335034,0.013369326647335034,58.19668592725607,35.43513889195029,1.6423439486073657,0.5027490692642351,0.5035271618849513,-0.0007780926207161531,-0.733707311181896,0.0,0.442,9.033631231596402,5.9489161427423305,-0.9428565899555166,0.0,0.446,7.4896611436798075,4.994968163195806,2050581813362126838
toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_natural_cur,toniot,pauli_xz_r1_full__as2,12,128,18,post_psd,10.0,0.9800899495443336,0.9563119126238253,0.9678668215253581,0.9799740463640878,10.0,0.9820917511657928,0.9800292100584201,0.9838366240805265,0.9762572293692625,0.0037168169948252894,0.0037168169948252894,58.19668592725607,35.43513889195029,1.6423439486073657,0.50312844035165,0.5035271618849513,-0.0003987215333012273,-0.733707311181896,0.0,0.442,9.033631231596402,5.9489161427423305,-0.9428565899555166,0.0,0.446,7.4896611436798075,4.994968163195806,2050581813362126838
toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_natural_cur,toniot,pauli_xz_r1_full__as2,12,128,19,pre_psd,10.0,0.976086346301415,0.9681229362458725,0.9838366240805265,0.976113042503084,10.0,0.9820917511657928,0.9800292100584201,0.9838366240805265,0.9762572293692625,-0.0001441868661785639,0.0001441868661785639,58.332681960624505,35.43513889195029,1.646181834886946,0.5026878421441272,0.5035271618849513,-0.0008393197408240738,-0.7204784328826237,0.0,0.443,9.106239820413569,6.010161995789129,-0.9096423582640848,0.0,0.444,7.473189322754416,4.981330614221197,8416214136122355943
toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_natural_cur,toniot,pauli_xz_r1_full__as2,12,128,19,post_psd,10.0,0.976997166039179,0.9682181864363728,0.9719318621757647,0.9765456031016198,10.0,0.9820917511657928,0.9800292100584201,0.9838366240805265,0.9762572293692625,0.00028837373235723884,0.00028837373235723884,58.332681960624505,35.43513889195029,1.646181834886946,0.5030652082917834,0.5035271618849513,-0.0004619535931679186,-0.7204784328826237,0.0,0.443,9.106239820413569,6.010161995789129,-0.9096423582640848,0.0,0.444,7.473189322754416,4.981330614221197,8416214136122355943
toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_natural_cur,toniot,pauli_xz_r1_full__as2,12,128,20,pre_psd,10.0,0.9731802532535694,0.9640906781813563,0.975803329461866,0.9798298594979094,10.0,0.9820917511657928,0.9800292100584201,0.9838366240805265,0.9762572293692625,0.0035726301286468365,0.0035726301286468365,58.155021475818224,35.43513889195029,1.6411681538245404,0.5026128064145783,0.5035271618849513,-0.0009143554703729961,-0.7243345356687986,0.0,0.444,9.031562473946762,5.955875267897235,-0.882210099928434,0.0,0.444,7.4069455098838946,4.911861288803581,7869074417853768130
toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_natural_cur,toniot,pauli_xz_r1_full__as2,12,128,20,post_psd,10.0,0.979059021709282,0.9720599441198883,0.9638985675571041,0.971963664909723,10.0,0.9820917511657928,0.9800292100584201,0.9838366240805265,0.9762572293692625,-0.004293564459539545,0.004293564459539545,58.155021475818224,35.43513889195029,1.6411681538245404,0.502980220997061,0.5035271618849513,-0.0005469408878903126,-0.7243345356687986,0.0,0.444,9.031562473946762,5.955875267897235,-0.882210099928434,0.0,0.444,7.4069455098838946,4.911861288803581,7869074417853768130
toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_natural_cur,toniot,pauli_xz_r1_full__as2,12,128,21,pre_psd,10.0,0.9690780195765933,0.9760922021844044,0.975803329461866,0.973894166840225,10.0,0.9820917511657928,0.9800292100584201,0.9838366240805265,0.9762572293692625,-0.0023630625290375074,0.0023630625290375074,58.2347668538591,35.43513889195029,1.6434186142582934,0.5025985477759151,0.5035271618849513,-0.0009286141090362188,-0.7420037644598885,0.0,0.444,9.03522875523221,5.955747618545128,-0.9413926903396806,0.0,0.444,7.440709195143362,4.974592966267287,12100636397098886316
