run,group,dataset,kernel,dim,shots,replicate,projection_condition,selected_c,c_cv_score,id_val_bacc,id_test_bacc,ood_test_bacc,exact_c,exact_c_cv_score,exact_id_val_bacc,exact_id_test_bacc,exact_ood_test_bacc,ood_difference_from_exact,absolute_ood_difference,train_effective_rank,exact_train_effective_rank,train_effective_rank_ratio,kta_ood,exact_kta_ood,kta_ood_difference,train_min_eig_before_psd,train_min_eig_after_psd,train_frac_negative_eig,train_fro_change_sampling,train_fro_change_projection,ood_min_eig_before_psd,ood_min_eig_after_psd,ood_frac_negative_eig,ood_fro_change_sampling,ood_fro_change_projection,condition_train_fro_change_from_sampled,condition_id_val_fro_change_from_sampled,condition_id_test_fro_change_from_sampled,condition_ood_test_fro_change_from_sampled,condition_ood_square_fro_change_from_sampled,nystrom_retained_rank,nystrom_eigenvalue_tolerance,stable_seed_train
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_m2_centroid,toniot,zz_r2_full__as2,6,128,0,pre_psd,1.0,0.9751848618885202,0.9877798447623324,0.980531143755212,0.9662153511298892,10.0,0.9841028881121214,0.9915966386554622,0.9919815254346014,0.9641188144164906,0.0020965367133986,0.0020965367133986,103.52060986130034,56.862318814117735,1.8205485112154505,0.25692398309708736,0.25762303630792677,-0.0006990532108394065,-0.9279434435742057,0.0,0.43,14.216565887216237,8.86867297835745,-0.6821362626169252,0.0,0.418,7.298755608062402,4.396249258324754,0.0,0.0,0.0,0.0,0.0,,,12668080538822629
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_m2_centroid,toniot,zz_r2_full__as2,6,128,0,independent_square_psd,1.0,0.9761557356749281,0.9877798447623324,0.9843479376483417,0.9642468471928813,10.0,0.9841028881121214,0.9915966386554622,0.9919815254346014,0.9641188144164906,0.00012803277639072963,0.00012803277639072963,103.52060986130034,56.862318814117735,1.8205485112154505,0.2572104995390816,0.25762303630792677,-0.0004125367688451731,-0.9279434435742057,0.0,0.43,14.216565887216237,8.86867297835745,-0.6821362626169252,0.0,0.418,7.298755608062402,4.396249258324754,8.86867297835745,0.0,0.0,0.0,4.396249258324754,,,12668080538822629
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_m2_centroid,toniot,zz_r2_full__as2,6,128,0,nystrom_psd,1.0,0.9761557356749281,0.9877798447623324,0.9843479376483417,0.9662153511298892,10.0,0.9841028881121214,0.9915966386554622,0.9919815254346014,0.9641188144164906,0.0020965367133986,0.0020965367133986,103.52060986130034,56.862318814117735,1.8205485112154505,0.2223941573520473,0.25762303630792677,-0.03522887895587948,-0.9279434435742057,0.0,0.43,14.216565887216237,8.86867297835745,-0.6821362626169252,0.0,0.418,7.298755608062402,4.396249258324754,8.86867297835745,4.95020616932764,4.982498042628682,7.0486635186760145,80.84676309066795,570.0,2.1645790956470177e-11,12668080538822629
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_m2_centroid,toniot,zz_r2_full__as2,6,128,1,pre_psd,1.0,0.9791978004563082,0.9877798447623324,0.980531143755212,0.9661513347416939,10.0,0.9841028881121214,0.9915966386554622,0.9919815254346014,0.9641188144164906,0.002032520325203291,0.002032520325203291,103.3066221109677,56.862318814117735,1.816785250152669,0.25706835197243827,0.25762303630792677,-0.0005546843354884978,-0.9423793550018615,0.0,0.43,14.160590528642917,8.816065450659838,-0.6873552197091962,0.0,0.42,7.26648297637385,4.3743046900995015,0.0,0.0,0.0,0.0,0.0,,,4767207257562661341
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_m2_centroid,toniot,zz_r2_full__as2,6,128,1,independent_square_psd,1.0,0.9801593389178466,0.9877798447623324,0.9885496183206106,0.9661513347416939,10.0,0.9841028881121214,0.9915966386554622,0.9919815254346014,0.9641188144164906,0.002032520325203291,0.002032520325203291,103.3066221109677,56.862318814117735,1.816785250152669,0.25734940035973475,0.25762303630792677,-0.0002736359481920192,-0.9423793550018615,0.0,0.43,14.160590528642917,8.816065450659838,-0.6873552197091962,0.0,0.42,7.26648297637385,4.3743046900995015,8.816065450659838,0.0,0.0,0.0,4.3743046900995015,,,4767207257562661341
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_m2_centroid,toniot,zz_r2_full__as2,6,128,1,nystrom_psd,1.0,0.9801593389178466,0.9877798447623324,0.980531143755212,0.9661513347416939,10.0,0.9841028881121214,0.9915966386554622,0.9919815254346014,0.9641188144164906,0.002032520325203291,0.002032520325203291,103.3066221109677,56.862318814117735,1.816785250152669,0.18527093352576865,0.25762303630792677,-0.07235210278215812,-0.9423793550018615,0.0,0.43,14.160590528642917,8.816065450659838,-0.6873552197091962,0.0,0.42,7.26648297637385,4.3743046900995015,8.816065450659838,4.895017243256127,5.022927536805736,7.042400781888701,113.54564524961411,570.0,2.1649367962009793e-11,4767207257562661341
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_m2_centroid,toniot,zz_r2_full__as2,6,128,2,pre_psd,1.0,0.9762251250484411,0.9835781640900635,0.9847328244274809,0.9661513347416939,10.0,0.9841028881121214,0.9915966386554622,0.9919815254346014,0.9641188144164906,0.002032520325203291,0.002032520325203291,103.10780358177826,56.862318814117735,1.8132887601512784,0.2570243740509094,0.25762303630792677,-0.0005986622570173794,-0.9160949587913936,0.0,0.431,14.16399811488592,8.802828433350658,-0.6551565064391223,0.0,0.42,7.263450196615419,4.379276206617777,0.0,0.0,0.0,0.0,0.0,,,3812260673974792024
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_m2_centroid,toniot,zz_r2_full__as2,6,128,2,independent_square_psd,1.0,0.9810701586556106,0.9835781640900635,0.9843479376483417,0.9661513347416939,10.0,0.9841028881121214,0.9915966386554622,0.9919815254346014,0.9641188144164906,0.002032520325203291,0.002032520325203291,103.10780358177826,56.862318814117735,1.8132887601512784,0.2572833317858797,0.25762303630792677,-0.00033970452204706847,-0.9160949587913936,0.0,0.431,14.16399811488592,8.802828433350658,-0.6551565064391223,0.0,0.42,7.263450196615419,4.379276206617777,8.802828433350658,0.0,0.0,0.0,4.379276206617777,,,3812260673974792024
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_m2_centroid,toniot,zz_r2_full__as2,6,128,2,nystrom_psd,1.0,0.9810701586556106,0.9835781640900635,0.9847328244274809,0.9661513347416939,10.0,0.9841028881121214,0.9915966386554622,0.9919815254346014,0.9641188144164906,0.002032520325203291,0.002032520325203291,103.10780358177826,56.862318814117735,1.8132887601512784,0.16570972932361244,0.25762303630792677,-0.09191330698431432,-0.9160949587913936,0.0,0.431,14.16399811488592,8.802828433350658,-0.6551565064391223,0.0,0.42,7.263450196615419,4.379276206617777,8.802828433350658,4.909533756257838,4.978922667852901,7.044562547894441,138.61856785933855,569.0,2.1644997251623523e-11,3812260673974792024
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_m2_centroid,toniot,zz_r2_full__as2,6,128,3,pre_psd,1.0,0.9791884651314389,0.9835781640900635,0.980531143755212,0.9661513347416939,10.0,0.9841028881121214,0.9915966386554622,0.9919815254346014,0.9641188144164906,0.002032520325203291,0.002032520325203291,103.25458228830163,56.862318814117735,1.8158700602034834,0.25698212587817554,0.25762303630792677,-0.0006409104297512291,-0.9316209965026868,0.0,0.431,14.148155440018478,8.827682266770307,-0.6742348255676418,0.0,0.42,7.2592910781401,4.361733921715288,0.0,0.0,0.0,0.0,0.0,,,17181611390695109080
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_m2_centroid,toniot,zz_r2_full__as2,6,128,3,independent_square_psd,1.0,0.9791791298065695,0.9835781640900635,0.980531143755212,0.964182830804686,10.0,0.9841028881121214,0.9915966386554622,0.9919815254346014,0.9641188144164906,6.401638819542033e-05,6.401638819542033e-05,103.25458228830163,56.862318814117735,1.8158700602034834,0.2572524601634289,0.25762303630792677,-0.00037057614449786946,-0.9316209965026868,0.0,0.431,14.148155440018478,8.827682266770307,-0.6742348255676418,0.0,0.42,7.2592910781401,4.361733921715288,8.827682266770307,0.0,0.0,0.0,4.361733921715288,,,17181611390695109080
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_m2_centroid,toniot,zz_r2_full__as2,6,128,3,nystrom_psd,1.0,0.9791791298065695,0.9835781640900635,0.980531143755212,0.9622143268676782,10.0,0.9841028881121214,0.9915966386554622,0.9919815254346014,0.9641188144164906,-0.0019044875488124502,0.0019044875488124502,103.25458228830163,56.862318814117735,1.8158700602034834,0.2114418029272851,0.25762303630792677,-0.04618123338064167,-0.9316209965026868,0.0,0.431,14.148155440018478,8.827682266770307,-0.6742348255676418,0.0,0.42,7.2592910781401,4.361733921715288,8.827682266770307,4.897440211391876,4.9932397953694085,7.046609045418141,84.71570024637907,569.0,2.1651232400301415e-11,17181611390695109080
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_m2_centroid,toniot,zz_r2_full__as2,6,128,4,pre_psd,1.0,0.9811101385477701,0.9877798447623324,0.9847328244274809,0.9601818065424749,10.0,0.9841028881121214,0.9915966386554622,0.9919815254346014,0.9641188144164906,-0.003937007874015741,0.003937007874015741,103.40754421256617,56.862318814117735,1.8185601004173648,0.25702585768684105,0.25762303630792677,-0.0005971786210857144,-0.9325389074433101,0.0,0.429,14.200851870203554,8.848841761491283,-0.6619440506976256,0.0,0.422,7.2610649332230075,4.374125385053079,0.0,0.0,0.0,0.0,0.0,,,3616343318427625141
