dim,kernel,family,representation,spec_train_eff_rank,kta_train
4,linear,classical_ext_plain,plain,3.0702038496931285,0.10270488589819116
4,rbf_gscale,classical_ext_plain,plain,8.481828330824653,0.1045258130332153
4,poly2,classical_ext_plain,plain,5.1311763115837445,0.10665060304831525
4,poly3,classical_ext_plain,plain,7.171489871485868,0.10446258186808406
4,laplacian_med,classical_ext_plain,plain,15.424317700638069,0.10209852993395263
4,matern15_med,classical_ext_plain,plain,6.716147164453085,0.10617742176971282
4,matern25_med,classical_ext_plain,plain,5.57890839857622,0.10669070794661543
6,linear,classical_ext_plain,plain,4.655298557321274,0.09482480613135491
6,rbf_gscale,classical_ext_plain,plain,12.016809601911865,0.08912375879300431
6,poly2,classical_ext_plain,plain,7.151821052501589,0.09204550864955227
6,poly3,classical_ext_plain,plain,10.383687859102297,0.08986522189648521
6,laplacian_med,classical_ext_plain,plain,16.5903647496361,0.08878754672119982
6,matern15_med,classical_ext_plain,plain,7.6714040098850615,0.09047281121039012
6,matern25_med,classical_ext_plain,plain,6.3723629805295525,0.09083913709963873
8,linear,classical_ext_plain,plain,5.838096214355101,0.09759827944240852
8,rbf_gscale,classical_ext_plain,plain,13.988812182786614,0.08869677497104048
8,poly2,classical_ext_plain,plain,8.261048402376233,0.09351544567244112
8,poly3,classical_ext_plain,plain,12.3531425824743,0.09154537535894251
8,laplacian_med,classical_ext_plain,plain,19.69073894137014,0.09321464205007032
8,matern15_med,classical_ext_plain,plain,8.556894766088979,0.09011630489888757
8,matern25_med,classical_ext_plain,plain,7.058482120210285,0.09035711511146854
10,linear,classical_ext_plain,plain,6.6660962079203125,0.10022781316648953
10,rbf_gscale,classical_ext_plain,plain,14.20121316884321,0.0899333402407195
10,poly2,classical_ext_plain,plain,8.434061656314896,0.09374169406676415
10,poly3,classical_ext_plain,plain,12.88827266385785,0.0930786894205746
10,laplacian_med,classical_ext_plain,plain,23.35343780890726,0.09241534990756306
10,matern15_med,classical_ext_plain,plain,9.621253497326087,0.09087435059674316
10,matern25_med,classical_ext_plain,plain,7.856043208566069,0.09040319749643631
12,linear,classical_ext_plain,plain,7.187730075177776,0.10707168841484661
12,rbf_gscale,classical_ext_plain,plain,13.08912459485921,0.0960326939810914
12,poly2,classical_ext_plain,plain,8.110782013617591,0.10063943641622636
12,poly3,classical_ext_plain,plain,12.461412255405051,0.0994139740222116
12,laplacian_med,classical_ext_plain,plain,24.920447347946215,0.0956833875976141
12,matern15_med,classical_ext_plain,plain,10.280275433405187,0.09656508522676521
12,matern25_med,classical_ext_plain,plain,8.387635603498985,0.09687015886991139
