task,split,seed,stratum,source_n,sample_n,class_0_n,class_1_n,positions_sha256,first_rank_digest,tableshift_commit,ood_validation_accessed
college_scorecard,ood_test,123,q1000,1352,500,352,148,9c9d4f5598f96ea67c157f874ca27b5aa9a02d64b4579c959b628acab0f4c91a,00445ed622773a9a3b4987202e005cb10dea4cf896adf15b7d5cd79f819b9d35,fca9429814703a07e3902d005d46563a207b7f0a,False
college_scorecard,ood_test,123,q2000,1352,1000,694,306,223f8fd2c46389dad4e13e50732bee154d6665a9866a216c9e76532649baa52a,00445ed622773a9a3b4987202e005cb10dea4cf896adf15b7d5cd79f819b9d35,fca9429814703a07e3902d005d46563a207b7f0a,False
college_scorecard,ood_test,999,q1000,1352,500,343,157,c954485efd5c21c378c728da625b60cc77177a6d922497e17304d041d3841e79,0017712ada8f975b54d3bed92d512c45fdee928623d281e766263a70d02f607a,fca9429814703a07e3902d005d46563a207b7f0a,False
college_scorecard,ood_test,999,q2000,1352,1000,705,295,a9bef313f92541b5d668541570eef479669683a7b906bc037db07cfa6f2e2b5f,0017712ada8f975b54d3bed92d512c45fdee928623d281e766263a70d02f607a,fca9429814703a07e3902d005d46563a207b7f0a,False
college_scorecard,ood_test,2024,q1000,1352,500,346,154,433e4f4df34ddc0b6c9759d65598cd9e73a644941995f17c2497d8d1ba6333e0,0013f621e6c167bb033eec7d30cb7578384ae7075b2c4fadee32c5f8dc89a361,fca9429814703a07e3902d005d46563a207b7f0a,False
college_scorecard,ood_test,2024,q2000,1352,1000,694,306,d37e476980455619680571ac0dbd8f818c6fe71e5ffeccb69e1fcb036948272f,0013f621e6c167bb033eec7d30cb7578384ae7075b2c4fadee32c5f8dc89a361,fca9429814703a07e3902d005d46563a207b7f0a,False
college_scorecard,train,7,q1000,98556,1000,870,130,433487e1d985a9408d680f57dc5660ba33d7e4844a188a2e0202c4cf127f1b65,00000e5a276a1336b93bffefb281ad11e40cd5d75e7ed034131ff3c5b8b2c93e,fca9429814703a07e3902d005d46563a207b7f0a,False
college_scorecard,train,7,q2000,98556,2000,1741,259,bd40e76de2682b5451f56a47d93b5a783a3db3f6e839eba87003c7d3a10ada12,00000e5a276a1336b93bffefb281ad11e40cd5d75e7ed034131ff3c5b8b2c93e,fca9429814703a07e3902d005d46563a207b7f0a,False
college_scorecard,train,42,q1000,98556,1000,864,136,3a2a4307cf51ec087f07508186fa7f348f514762870e0b8bc31eb10e79ac86f6,00008b92562630eaf6484d3062c3a063c923a87d1bcd49ebb11ff30c592f6034,fca9429814703a07e3902d005d46563a207b7f0a,False
college_scorecard,train,42,q2000,98556,2000,1745,255,88dfc0b66a49cc0503ffe3aafcc3b86d4c3a1f1fd282dbbdd670ba39e4d8d226,00008b92562630eaf6484d3062c3a063c923a87d1bcd49ebb11ff30c592f6034,fca9429814703a07e3902d005d46563a207b7f0a,False
college_scorecard,train,123,q1000,98556,1000,875,125,6d1dbe6c08654fde59cff6224d8fb1b9c8a13723ebc81e5e15d6e54c81a5173f,000077249886a794ba9d406035dd261b6918f40f273e8c9d5392ad3631f26fb1,fca9429814703a07e3902d005d46563a207b7f0a,False
college_scorecard,train,123,q2000,98556,2000,1738,262,35b70f93d9bf962af11748c62eeadd01ba59f880bf0b75158394d5ffd2aa79f2,000077249886a794ba9d406035dd261b6918f40f273e8c9d5392ad3631f26fb1,fca9429814703a07e3902d005d46563a207b7f0a,False
college_scorecard,train,999,q1000,98556,1000,873,127,c07e9bed258faffd6a42cb8f6e7c7a37f4e9fc4abbdbf19f3642e8fb905b71ec,00004d66955233b106338d137e02ec6ab87703ea0f3511d48d6b1f9c813d801e,fca9429814703a07e3902d005d46563a207b7f0a,False
college_scorecard,train,999,q2000,98556,2000,1741,259,2ab8471e747aa13f368c945636af82715053e0fcccfb08bec8a9e5b807ecbd6d,00004d66955233b106338d137e02ec6ab87703ea0f3511d48d6b1f9c813d801e,fca9429814703a07e3902d005d46563a207b7f0a,False
college_scorecard,train,2024,q1000,98556,1000,854,146,26ba35e6c6b188efed54fcff93579d01421071db562e0c1bf289028738c16d09,0000595f6bb774fde392f1e4698d563f415726a56edaee29a5c163ba06e67033,fca9429814703a07e3902d005d46563a207b7f0a,False
college_scorecard,train,2024,q2000,98556,2000,1724,276,d704455f46d5105b9ea7ae41ed625f9bfbee22eefd1f6b731330ac7d059355c6,0000595f6bb774fde392f1e4698d563f415726a56edaee29a5c163ba06e67033,fca9429814703a07e3902d005d46563a207b7f0a,False
college_scorecard,validation,7,q1000,12320,250,225,25,0cf9358ab11854c9b6e18cd2b69e6740c3ae4bf40c0d3d16d248f43894e46765,000a0e108a04ba446f9758e6cdfda6c27a840e1c1839c423890fe2c00a57100a,fca9429814703a07e3902d005d46563a207b7f0a,False
college_scorecard,validation,7,q2000,12320,500,443,57,6701da2456082bdcf9291b64ea374f90a04f65dc0cad600c9c36528cd3630506,000a0e108a04ba446f9758e6cdfda6c27a840e1c1839c423890fe2c00a57100a,fca9429814703a07e3902d005d46563a207b7f0a,False
college_scorecard,validation,42,q1000,12320,250,224,26,5f8b388600da13e9d800b8b7dca8d630d4937ebcc38ccef08fcd15b1ba33de92,0005d9078e6e6e203386224455edffe4ecc475ea35a50e904b353b8099b40d0c,fca9429814703a07e3902d005d46563a207b7f0a,False
college_scorecard,validation,42,q2000,12320,500,447,53,3617252499bbdab9dd614477be2b69a214281131a607e77cedbf6b8cfa2abbf8,0005d9078e6e6e203386224455edffe4ecc475ea35a50e904b353b8099b40d0c,fca9429814703a07e3902d005d46563a207b7f0a,False
college_scorecard,validation,123,q1000,12320,250,210,40,05e83be1423073eb939a0e4aea241ee042cebfad2cefd79d7e1de73480420842,0006f3ceee36e2084ff975e802dd1ff96eccb6f2564ad9931055eb896b074329,fca9429814703a07e3902d005d46563a207b7f0a,False
college_scorecard,validation,123,q2000,12320,500,425,75,dd0f85d08f896cf3fba9519a555e3c77c08d3e2f3416806387e09925df0c7551,0006f3ceee36e2084ff975e802dd1ff96eccb6f2564ad9931055eb896b074329,fca9429814703a07e3902d005d46563a207b7f0a,False
college_scorecard,validation,999,q1000,12320,250,217,33,2085846be0a1af0f8de865f6b81f9e7be36602c98f42faab4710afcb492f9514,000294092ca3aba5d722500121b1bdc62e4182cf4189793c61245db30a8506e0,fca9429814703a07e3902d005d46563a207b7f0a,False
college_scorecard,validation,999,q2000,12320,500,441,59,47e0579e06f185c13030e887405c080e347cc41c7ca7d0c85a183ddfa9c18006,000294092ca3aba5d722500121b1bdc62e4182cf4189793c61245db30a8506e0,fca9429814703a07e3902d005d46563a207b7f0a,False
college_scorecard,validation,2024,q1000,12320,250,218,32,97391f4a1ba9da09cdceb02fbd8707faf0f2037370a0c061305551d6cbfaaefd,00069a2c18344fddb746ae3b76490a49f3c962030a380ff8cbfec72422f9bef5,fca9429814703a07e3902d005d46563a207b7f0a,False
college_scorecard,validation,2024,q2000,12320,500,433,67,6bdadf2adc4552048455f5b9749364119a7134e35cac2ccce241e96f2b7be95d,00069a2c18344fddb746ae3b76490a49f3c962030a380ff8cbfec72422f9bef5,fca9429814703a07e3902d005d46563a207b7f0a,False
