task,split,seed,stratum,source_n,sample_n,class_0_n,class_1_n,positions_sha256,first_rank_digest,tableshift_commit,ood_validation_accessed
college_scorecard,id_test,7,q1000,12320,250,217,33,23b694138a57053b6f2a22d8a769b607d75a23ecbfde11ff123a3d9286189896,0002c6c19196119430dc237bddbec0efe3f37e163727523ce2bf9e0b312b5b6d,fca9429814703a07e3902d005d46563a207b7f0a,False
college_scorecard,id_test,7,q2000,12320,500,427,73,52e7f3ff2b8271b7baff0cf3a0c193d87e8ba7679c8abe22dbc02f693dd52717,0002c6c19196119430dc237bddbec0efe3f37e163727523ce2bf9e0b312b5b6d,fca9429814703a07e3902d005d46563a207b7f0a,False
college_scorecard,id_test,42,q1000,12320,250,225,25,eefdb179db7233b6c2230568606a6b3f7db39ca9417cccc865417b1f4af86761,00022c5e50494e017ee567977f397269a18eedc8b4c61dab762bb3b339344732,fca9429814703a07e3902d005d46563a207b7f0a,False
college_scorecard,id_test,42,q2000,12320,500,441,59,c8d442c12c069e7bea42cf4a5e4b566dd929d550fffcf8febd7884c0da88b488,00022c5e50494e017ee567977f397269a18eedc8b4c61dab762bb3b339344732,fca9429814703a07e3902d005d46563a207b7f0a,False
college_scorecard,id_test,123,q1000,12320,250,213,37,83380e6180da932061a25ff896c04aba3ee84e0aa1feaef31db181fbb7aa54a0,0002f1e31a64085eb336edc8e4a5d276ab2666893dadee64d67e0c232140c974,fca9429814703a07e3902d005d46563a207b7f0a,False
college_scorecard,id_test,123,q2000,12320,500,430,70,b9d4dd5167a555f1ae83e303002e687cde15a3d0dcd02eef87cebf7f3921ea88,0002f1e31a64085eb336edc8e4a5d276ab2666893dadee64d67e0c232140c974,fca9429814703a07e3902d005d46563a207b7f0a,False
college_scorecard,id_test,999,q1000,12320,250,216,34,ffd92d98e7ca6cd585210b3cc90df813c68b70e98aa3f81fd7cb93365516222d,0001c7bc77b096708428d98abdc81007bd7136a7ca7eacfed10af1192dc20876,fca9429814703a07e3902d005d46563a207b7f0a,False
college_scorecard,id_test,999,q2000,12320,500,431,69,375964d286e19bc1ba3f7e141cdf447f0f95199e3eb1e2b1c0be873e5cd83471,0001c7bc77b096708428d98abdc81007bd7136a7ca7eacfed10af1192dc20876,fca9429814703a07e3902d005d46563a207b7f0a,False
college_scorecard,id_test,2024,q1000,12320,250,227,23,6777b894dea60454f6099807c701c73b83f56587d261c3529b41209d563e086f,00016d3a2378adc2ced2d1905dbc0bde5ab8da9e14e9b1745e295545723e91aa,fca9429814703a07e3902d005d46563a207b7f0a,False
college_scorecard,id_test,2024,q2000,12320,500,442,58,a620afa5c078f1cb0ad40ec066171b17b538db02ec22c57a853d23f5b72c3c9c,00016d3a2378adc2ced2d1905dbc0bde5ab8da9e14e9b1745e295545723e91aa,fca9429814703a07e3902d005d46563a207b7f0a,False
college_scorecard,ood_test,7,q1000,1352,500,331,169,6ebd8410dfa58129b431b5f6cab9cb2c5f029ca17e0eb531d1d81a890c759d1c,001f4498789692559ca9218d00e741e664b69ab57bd2938afb0f93ade59f427d,fca9429814703a07e3902d005d46563a207b7f0a,False
college_scorecard,ood_test,7,q2000,1352,1000,680,320,f5964c57191317ab024673cedb26603f452b53c17d7df7a817d0b348155613a5,001f4498789692559ca9218d00e741e664b69ab57bd2938afb0f93ade59f427d,fca9429814703a07e3902d005d46563a207b7f0a,False
college_scorecard,ood_test,42,q1000,1352,500,355,145,c232555a1501ae5e7f12d009efb2e47327ce77d905ec6c0a5c1b8d734f902f12,00345df5c85895e002c8a7f1a0702b3009a4b4ebae515000c0e477d9f56ccb50,fca9429814703a07e3902d005d46563a207b7f0a,False
college_scorecard,ood_test,42,q2000,1352,1000,700,300,7d735165f59721a97e633c0e21c73fa66afc5c51ec7e994387bc1eb9abc1d9d3,00345df5c85895e002c8a7f1a0702b3009a4b4ebae515000c0e477d9f56ccb50,fca9429814703a07e3902d005d46563a207b7f0a,False
