dim,kernel,family,representation,spec_train_eff_rank,kta_train
4,linear,classical_ext_plain,plain,3.3712394080479324,0.25612117864675993
4,rbf_gscale,classical_ext_plain,plain,7.0653798431574435,0.2600599484876841
4,poly2,classical_ext_plain,plain,5.191184206518005,0.2588384606936125
4,poly3,classical_ext_plain,plain,6.292324795838778,0.26360197949149483
4,laplacian_med,classical_ext_plain,plain,9.469873438456368,0.26071550369373997
4,matern15_med,classical_ext_plain,plain,4.6046325073305825,0.2569965403428812
4,matern25_med,classical_ext_plain,plain,4.008233444109631,0.2511864896591334
6,linear,classical_ext_plain,plain,4.841053261872921,0.23994459215657288
6,rbf_gscale,classical_ext_plain,plain,9.544219817586322,0.2453311633138571
6,poly2,classical_ext_plain,plain,6.62935028434208,0.24274776700891174
6,poly3,classical_ext_plain,plain,8.585636030201842,0.2506387649858931
6,laplacian_med,classical_ext_plain,plain,13.17096062950822,0.2473078804011103
6,matern15_med,classical_ext_plain,plain,6.118012503288103,0.24103918722126244
6,matern25_med,classical_ext_plain,plain,5.175549756629773,0.23582926725535394
8,linear,classical_ext_plain,plain,6.560813325811476,0.2206268955741731
8,rbf_gscale,classical_ext_plain,plain,15.885605604778593,0.21965478961212806
8,poly2,classical_ext_plain,plain,8.839792861018147,0.21790855526101388
8,poly3,classical_ext_plain,plain,12.894995914418356,0.22701924549291766
8,laplacian_med,classical_ext_plain,plain,17.742210042330804,0.23628762012904414
8,matern15_med,classical_ext_plain,plain,8.556205325664475,0.21798419361013413
8,matern25_med,classical_ext_plain,plain,6.861309151765123,0.21152153261535983
10,linear,classical_ext_plain,plain,7.599262954230057,0.2152674892585491
10,rbf_gscale,classical_ext_plain,plain,16.475146503174596,0.2121855126525485
10,poly2,classical_ext_plain,plain,9.378515351102301,0.21114818256480353
10,poly3,classical_ext_plain,plain,13.894304388005567,0.21889140415753347
10,laplacian_med,classical_ext_plain,plain,20.046372120494592,0.230871198802853
10,matern15_med,classical_ext_plain,plain,9.473382934963674,0.2125253548227155
10,matern25_med,classical_ext_plain,plain,7.588373617141117,0.2059675705206169
12,linear,classical_ext_plain,plain,8.95797271829214,0.20952840016303895
12,rbf_gscale,classical_ext_plain,plain,20.125030663702308,0.21096217925699212
12,poly2,classical_ext_plain,plain,10.787591877766307,0.20594193163913868
12,poly3,classical_ext_plain,plain,16.60444239707146,0.2166623493844658
12,laplacian_med,classical_ext_plain,plain,23.061323110326374,0.2432692534849864
12,matern15_med,classical_ext_plain,plain,10.893026260356308,0.2108182102271329
12,matern25_med,classical_ext_plain,plain,8.63790543038515,0.2027738253664126
