setting,qs,seed,dim,svc_c,rho_vs_C1,n_kernels
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,42,42,10,0.01,0.8648999641877365,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,42,42,10,0.1,0.9063269671749656,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,42,42,10,10.0,0.6666937223947136,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,42,42,10,100.0,-0.035714285714285705,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,42,42,12,0.01,0.7387687194103583,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,42,42,12,0.1,0.8946481190484873,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,42,42,12,10.0,0.6666937223947136,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,42,42,12,100.0,-0.12613124477737825,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,42,999,4,0.01,0.4999999999999999,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,42,999,4,0.1,0.4076871241636056,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,42,999,4,10.0,-0.07142857142857141,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,42,999,4,100.0,0.5714285714285713,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,42,999,6,0.01,-0.14285714285714282,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,42,999,6,0.1,-0.14285714285714282,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,42,999,6,10.0,0.1801874925391118,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,42,999,6,100.0,0.28571428571428564,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,42,999,8,0.01,0.810843716426003,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,42,999,8,0.1,0.7092993656151905,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,42,999,8,10.0,0.42857142857142844,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,42,999,8,100.0,0.4504687313477794,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,42,999,10,0.01,0.810843716426003,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,42,999,10,0.1,0.9063269671749656,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,42,999,10,10.0,0.7027312209025359,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,42,999,10,100.0,0.0,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,42,999,12,0.01,0.7387687194103583,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,42,999,12,0.1,0.8946481190484873,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,42,999,12,10.0,0.6666937223947136,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,42,999,12,100.0,-0.12613124477737825,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,123,4,0.01,0.9358192003574067,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,123,4,0.1,0.5235703144047361,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,123,4,10.0,0.12613124477737825,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,123,4,100.0,0.504524979109513,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,123,6,0.01,0.3243374865704012,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,123,6,0.1,0.4504687313477794,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,123,6,10.0,0.05405624776173353,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,123,6,100.0,0.23424374030084527,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,123,8,0.01,0.4999999999999999,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,123,8,0.1,0.8468812149338253,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,123,8,10.0,0.8571428571428569,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,123,8,100.0,0.5714285714285713,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,123,10,0.01,0.7857142857142855,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,123,10,0.1,0.8153742483272112,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,123,10,10.0,0.6785714285714284,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,123,10,100.0,0.28571428571428564,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,123,12,0.01,0.810843716426003,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,123,12,0.1,0.8946481190484873,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,123,12,10.0,0.8829187134416476,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,123,12,100.0,0.4144312328399571,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,42,4,0.01,0.9358192003574067,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,42,4,0.1,0.5235703144047361,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,42,4,10.0,0.12613124477737825,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,42,4,100.0,0.504524979109513,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,42,6,0.01,0.3243374865704012,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,42,6,0.1,0.4504687313477794,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,42,6,10.0,0.05405624776173353,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,42,6,100.0,0.23424374030084527,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,42,8,0.01,0.4999999999999999,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,42,8,0.1,0.8468812149338253,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,42,8,10.0,0.8571428571428569,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,42,8,100.0,0.5714285714285713,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,42,10,0.01,0.7857142857142855,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,42,10,0.1,0.8153742483272112,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,42,10,10.0,0.6785714285714284,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,42,10,100.0,0.28571428571428564,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,42,12,0.01,0.810843716426003,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,42,12,0.1,0.8946481190484873,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,42,12,10.0,0.8829187134416476,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,42,12,100.0,0.4144312328399571,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,999,4,0.01,0.9358192003574067,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,999,4,0.1,0.5235703144047361,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,999,4,10.0,0.12613124477737825,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,999,4,100.0,0.504524979109513,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,999,6,0.01,0.3243374865704012,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,999,6,0.1,0.4504687313477794,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,999,6,10.0,0.05405624776173353,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,999,6,100.0,0.23424374030084527,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,999,8,0.01,0.4999999999999999,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,999,8,0.1,0.8468812149338253,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,999,8,10.0,0.8571428571428569,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,999,8,100.0,0.5714285714285713,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,999,10,0.01,0.7857142857142855,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,999,10,0.1,0.8153742483272112,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,999,10,10.0,0.6785714285714284,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,999,10,100.0,0.32142857142857134,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,999,12,0.01,0.810843716426003,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,999,12,0.1,0.8946481190484873,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,999,12,10.0,0.8829187134416476,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,7,999,12,100.0,0.4144312328399571,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,123,4,0.01,0.7455777916396407,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,123,4,0.1,0.4076871241636056,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,123,4,10.0,0.07142857142857141,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,123,4,100.0,0.17857142857142855,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,123,6,0.01,0.42857142857142844,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,123,6,0.1,0.3571428571428571,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,123,6,10.0,0.21428571428571422,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,123,6,100.0,-0.035714285714285705,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,123,8,0.01,0.39285714285714274,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,123,8,0.1,0.32142857142857134,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,123,8,10.0,0.14285714285714282,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,123,8,100.0,-0.035714285714285705,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,123,10,0.01,0.42857142857142844,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,123,10,0.1,0.6306562238868911,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,123,10,10.0,0.5357142857142856,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,123,10,100.0,0.46428571428571414,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,123,12,0.01,0.9285714285714283,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,123,12,0.1,0.7207499701564472,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,123,12,10.0,0.7748062179181806,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,123,12,100.0,0.4999999999999999,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,42,4,0.01,0.7455777916396407,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,42,4,0.1,0.4076871241636056,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,42,4,10.0,0.07142857142857141,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,42,4,100.0,0.17857142857142855,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,42,6,0.01,0.46428571428571414,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,42,6,0.1,0.32142857142857134,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,42,6,10.0,0.10714285714285711,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,42,6,100.0,-0.10714285714285711,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,42,8,0.01,0.39285714285714274,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,42,8,0.1,0.32142857142857134,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,42,8,10.0,0.14285714285714282,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,42,8,100.0,-0.035714285714285705,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,42,10,0.01,0.42857142857142844,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,42,10,0.1,0.6306562238868911,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,42,10,10.0,0.5357142857142856,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,42,10,100.0,0.46428571428571414,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,42,12,0.01,0.9285714285714283,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,42,12,0.1,0.7207499701564472,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,42,12,10.0,0.7748062179181806,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,42,12,100.0,0.4999999999999999,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,999,4,0.01,0.7455777916396407,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,999,4,0.1,0.4076871241636056,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,999,4,10.0,0.07142857142857141,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,999,4,100.0,0.17857142857142855,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,999,6,0.01,0.42857142857142844,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,999,6,0.1,0.3571428571428571,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,999,6,10.0,0.21428571428571422,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,999,6,100.0,-0.035714285714285705,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,999,8,0.01,0.39285714285714274,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,999,8,0.1,0.32142857142857134,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,999,8,10.0,0.14285714285714282,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,999,8,100.0,-0.035714285714285705,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,999,10,0.01,0.42857142857142844,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,999,10,0.1,0.6306562238868911,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,999,10,10.0,0.5357142857142856,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,999,10,100.0,0.46428571428571414,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,999,12,0.01,0.9285714285714283,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,999,12,0.1,0.7207499701564472,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,999,12,10.0,0.7748062179181806,7
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,999,999,12,100.0,0.6428571428571427,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,123,4,0.01,0.8846153846153847,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,123,4,0.1,0.8846153846153847,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,123,4,10.0,0.653846153846154,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,123,4,100.0,0.44877455520405946,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,123,6,0.01,0.3152441624956402,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,123,6,0.1,0.5929490945794098,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,123,6,10.0,0.15904855449750885,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,123,6,100.0,0.23643312187173016,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,123,8,0.01,0.24308621740219888,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,123,8,0.1,0.838307340612269,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,123,8,10.0,0.830336491706037,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,123,8,100.0,0.5559369874958259,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,123,10,0.01,0.630061919161936,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,123,10,0.1,0.7092081432669752,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,123,10,10.0,0.5225437283634241,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,123,10,100.0,0.3571428571428571,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,123,12,0.01,0.7297691588509917,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,123,12,0.1,0.9369749612033811,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,123,12,10.0,0.6785714285714284,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,123,12,100.0,0.28571428571428564,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,42,4,0.01,0.8846153846153847,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,42,4,0.1,0.8846153846153847,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,42,4,10.0,0.653846153846154,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,42,4,100.0,0.44877455520405946,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,42,6,0.01,0.3152441624956402,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,42,6,0.1,0.5929490945794098,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,42,6,10.0,0.15904855449750885,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,42,6,100.0,0.23643312187173016,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,42,8,0.01,0.24308621740219888,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,42,8,0.1,0.838307340612269,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,42,8,10.0,0.830336491706037,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,42,8,100.0,0.5559369874958259,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,42,10,0.01,0.630061919161936,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,42,10,0.1,0.7092081432669752,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,42,10,10.0,0.5225437283634241,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,42,10,100.0,0.3571428571428571,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,42,12,0.01,0.7297691588509917,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,42,12,0.1,0.9369749612033811,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,42,12,10.0,0.6785714285714284,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,42,12,100.0,0.28571428571428564,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,999,4,0.01,0.8846153846153847,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,999,4,0.1,0.8846153846153847,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,999,4,10.0,0.653846153846154,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,999,4,100.0,0.44877455520405946,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,999,6,0.01,0.3152441624956402,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,999,6,0.1,0.5929490945794098,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,999,6,10.0,0.15904855449750885,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,999,6,100.0,0.23643312187173016,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,999,8,0.01,0.24308621740219888,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,999,8,0.1,0.838307340612269,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,999,8,10.0,0.830336491706037,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,999,8,100.0,0.5559369874958259,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,999,10,0.01,0.630061919161936,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,999,10,0.1,0.7092081432669752,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,999,10,10.0,0.5225437283634241,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,999,10,100.0,0.3571428571428571,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,999,12,0.01,0.7297691588509917,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,999,12,0.1,0.9369749612033811,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,999,12,10.0,0.6785714285714284,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,123,999,12,100.0,0.28571428571428564,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,123,4,0.01,0.8975491104081189,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,123,4,0.1,0.8468812149338253,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,123,4,10.0,0.5765999761251577,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,123,4,100.0,0.32727272727272727,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,123,6,0.01,0.6546536707079772,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,123,6,0.1,0.7748062179181806,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,123,6,10.0,0.7092081432669752,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,123,6,100.0,0.036037498507822355,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,123,8,0.01,0.7479575920067658,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,123,8,0.1,0.9251872672604673,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,123,8,10.0,0.3636363636363637,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,123,8,100.0,0.23424374030084527,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,123,10,0.01,0.896421457000795,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,123,10,0.1,0.8728715609439696,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,123,10,10.0,0.61263747463298,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,123,10,100.0,-0.10714285714285711,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,123,12,0.01,0.8728715609439696,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,123,12,0.1,0.9274260335029677,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,123,12,10.0,0.7567874686642694,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,123,12,100.0,-0.14285714285714282,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,42,4,0.01,0.8975491104081189,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,42,4,0.1,0.8468812149338253,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,42,4,10.0,0.5765999761251577,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,42,4,100.0,0.32727272727272727,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,42,6,0.01,0.6546536707079772,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,42,6,0.1,0.7748062179181806,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,42,6,10.0,0.7092081432669752,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,42,6,100.0,0.036037498507822355,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,42,8,0.01,0.7479575920067658,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,42,8,0.1,0.9251872672604673,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,42,8,10.0,0.3636363636363637,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,42,8,100.0,0.23424374030084527,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,42,10,0.01,0.896421457000795,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,42,10,0.1,0.8728715609439696,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,42,10,10.0,0.61263747463298,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,42,10,100.0,-0.10714285714285711,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,42,12,0.01,0.8728715609439696,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,42,12,0.1,0.9274260335029677,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,42,12,10.0,0.7567874686642694,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,42,12,100.0,-0.14285714285714282,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,999,4,0.01,0.8975491104081189,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,999,4,0.1,0.8468812149338253,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,999,4,10.0,0.5765999761251577,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,999,4,100.0,0.32727272727272727,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,999,6,0.01,0.6546536707079772,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,999,6,0.1,0.7748062179181806,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,999,6,10.0,0.7092081432669752,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,999,6,100.0,0.036037498507822355,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,999,8,0.01,0.7479575920067658,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,999,8,0.1,0.9251872672604673,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,999,8,10.0,0.3636363636363637,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,999,8,100.0,0.23424374030084527,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,999,10,0.01,0.896421457000795,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,999,10,0.1,0.8728715609439696,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,999,10,10.0,0.61263747463298,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,999,10,100.0,-0.10714285714285711,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,999,12,0.01,0.8728715609439696,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,999,12,0.1,0.9274260335029677,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,999,12,10.0,0.7567874686642694,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,2024,999,12,100.0,-0.14285714285714282,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,42,123,4,0.01,0.8975491104081189,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,42,123,4,0.1,0.9723448696087955,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,42,123,4,10.0,0.7363636363636364,7
unsw_recon__m2_centroid__ms42__q1000_id500_ood500,42,123,4,100.0,0.018018749253911177,7
