setting,qs,seed,dim,svc_c,rho_vs_C1,n_kernels
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,42,6,0.1,0.9369749612033811,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,42,6,10.0,0.8829187134416476,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,42,6,100.0,0.8829187134416476,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,42,8,0.01,0.9910312089651147,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,42,8,0.1,0.9642857142857141,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,42,8,10.0,0.9999999999999998,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,42,8,100.0,0.9642857142857141,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,42,10,0.01,0.9636241116594314,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,42,10,0.1,0.9999999999999998,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,42,10,10.0,0.9999999999999998,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,42,10,100.0,0.9999999999999998,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,42,12,0.01,0.9265616458263765,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,42,12,0.1,0.9285714285714283,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,42,12,10.0,0.9642857142857141,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,42,12,100.0,0.9642857142857141,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,999,4,0.01,0.9285714285714283,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,999,4,0.1,0.7142857142857142,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,999,4,10.0,0.8928571428571427,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,999,4,100.0,0.9642857142857141,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,999,6,0.01,0.9181818181818182,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,999,6,0.1,0.9369749612033811,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,999,6,10.0,0.8829187134416476,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,999,6,100.0,0.8829187134416476,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,999,8,0.01,0.9910312089651147,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,999,8,0.1,0.9642857142857141,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,999,8,10.0,0.9642857142857141,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,999,8,100.0,0.9642857142857141,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,999,10,0.01,0.9636241116594314,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,999,10,0.1,0.9999999999999998,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,999,10,10.0,0.9999999999999998,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,999,10,100.0,0.9999999999999998,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,999,12,0.01,0.9265616458263765,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,999,12,0.1,0.9285714285714283,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,999,12,10.0,0.9642857142857141,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,999,12,100.0,0.9642857142857141,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,123,4,0.01,0.9285714285714283,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,123,4,0.1,0.7499999999999998,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,123,4,10.0,0.8214285714285713,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,123,4,100.0,0.9642857142857141,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,123,6,0.01,0.9642857142857141,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,123,6,0.1,0.9285714285714283,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,123,6,10.0,0.8928571428571427,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,123,6,100.0,0.9642857142857141,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,123,8,0.01,0.8928571428571427,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,123,8,0.1,0.7142857142857142,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,123,8,10.0,0.9642857142857141,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,123,8,100.0,0.8928571428571427,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,123,10,0.01,0.9910312089651147,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,123,10,0.1,0.9642857142857141,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,123,10,10.0,0.8928571428571427,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,123,10,100.0,0.5357142857142856,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,123,12,0.01,0.9549937104572924,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,123,12,0.1,0.9285714285714283,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,123,12,10.0,0.9642857142857141,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,123,12,100.0,0.8571428571428569,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,42,4,0.01,0.9285714285714283,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,42,4,0.1,0.7499999999999998,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,42,4,10.0,0.8214285714285713,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,42,4,100.0,0.9642857142857141,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,42,6,0.01,0.9642857142857141,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,42,6,0.1,0.9642857142857141,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,42,6,10.0,0.8928571428571427,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,42,6,100.0,0.9642857142857141,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,42,8,0.01,0.8928571428571427,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,42,8,0.1,0.7142857142857142,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,42,8,10.0,0.9642857142857141,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,42,8,100.0,0.8928571428571427,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,42,10,0.01,0.9549937104572924,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,42,10,0.1,0.9642857142857141,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,42,10,10.0,0.9642857142857141,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,42,10,100.0,0.5357142857142856,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,42,12,0.01,0.9549937104572924,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,42,12,0.1,0.9285714285714283,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,42,12,10.0,0.9642857142857141,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,42,12,100.0,0.8571428571428569,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,999,4,0.01,0.9285714285714283,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,999,4,0.1,0.7499999999999998,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,999,4,10.0,0.8214285714285713,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,999,4,100.0,0.9642857142857141,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,999,6,0.01,0.9642857142857141,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,999,6,0.1,0.9642857142857141,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,999,6,10.0,0.8928571428571427,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,999,6,100.0,0.9642857142857141,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,999,8,0.01,0.8928571428571427,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,999,8,0.1,0.7142857142857142,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,999,8,10.0,0.9642857142857141,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,999,8,100.0,0.8928571428571427,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,999,10,0.01,0.9549937104572924,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,999,10,0.1,0.9642857142857141,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,999,10,10.0,0.8928571428571427,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,999,10,100.0,0.5357142857142856,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,999,12,0.01,0.9549937104572924,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,999,12,0.1,0.9285714285714283,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,999,12,10.0,0.8928571428571427,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,7,999,12,100.0,0.8571428571428569,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,123,4,0.01,0.7387687194103583,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,123,4,0.1,0.8214285714285713,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,123,4,10.0,0.9642857142857141,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,123,4,100.0,0.9642857142857141,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,123,6,0.01,0.9636241116594314,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,123,6,0.1,0.9999999999999998,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,123,6,10.0,0.8928571428571427,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,123,6,100.0,0.8214285714285713,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,123,8,0.01,0.8601512308077807,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,123,8,0.1,0.7207499701564472,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,123,8,10.0,0.9369749612033811,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,123,8,100.0,0.8829187134416476,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,123,10,0.01,0.9636241116594314,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,123,10,0.1,0.8571428571428569,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,123,10,10.0,0.9642857142857141,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,123,10,100.0,0.8571428571428569,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,123,12,0.01,0.9723448696087955,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,123,12,0.1,0.7027312209025359,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,123,12,10.0,0.8829187134416476,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,123,12,100.0,0.8468812149338253,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,42,4,0.01,0.7387687194103583,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,42,4,0.1,0.8214285714285713,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,42,4,10.0,0.9642857142857141,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,42,4,100.0,0.9642857142857141,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,42,6,0.01,0.9636241116594314,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,42,6,0.1,0.9999999999999998,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,42,6,10.0,0.8928571428571427,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,42,6,100.0,0.8214285714285713,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,42,8,0.01,0.8601512308077807,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,42,8,0.1,0.7207499701564472,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,42,8,10.0,0.9369749612033811,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,42,8,100.0,0.8829187134416476,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,42,10,0.01,0.9636241116594314,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,42,10,0.1,0.7499999999999998,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,42,10,10.0,0.8928571428571427,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,42,10,100.0,0.7499999999999998,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,42,12,0.01,0.9723448696087955,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,42,12,0.1,0.7027312209025359,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,42,12,10.0,0.8829187134416476,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,42,12,100.0,0.8468812149338253,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,999,4,0.01,0.7387687194103583,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,999,4,0.1,0.8214285714285713,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,999,4,10.0,0.9642857142857141,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,999,4,100.0,0.9642857142857141,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,999,6,0.01,0.9636241116594314,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,999,6,0.1,0.9999999999999998,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,999,6,10.0,0.8928571428571427,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,999,6,100.0,0.8214285714285713,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,999,8,0.01,0.8601512308077807,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,999,8,0.1,0.7207499701564472,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,999,8,10.0,0.9369749612033811,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,999,8,100.0,0.8829187134416476,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,999,10,0.01,0.9636241116594314,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,999,10,0.1,0.7499999999999998,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,999,10,10.0,0.8928571428571427,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,999,10,100.0,0.7499999999999998,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,999,12,0.01,0.9723448696087955,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,999,12,0.1,0.7027312209025359,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,999,12,10.0,0.8829187134416476,7
m2_hist_byteent__ms42__q4000_id1800_ood1800,999,999,12,100.0,0.8468812149338253,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,123,4,0.01,0.630061919161936,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,123,4,0.1,0.6428571428571427,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,123,4,10.0,0.6428571428571427,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,123,4,100.0,0.6428571428571427,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,123,6,0.01,0.7768985960673557,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,123,6,0.1,0.6306562238868911,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,123,6,10.0,0.8928571428571427,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,123,6,100.0,0.8214285714285713,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,123,8,0.01,0.9063269671749656,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,123,8,0.1,0.6666937223947136,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,123,8,10.0,0.8728715609439696,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,123,8,100.0,0.7027312209025359,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,123,10,0.01,0.7487048859271455,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,123,10,0.1,0.7857142857142855,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,123,10,10.0,0.9642857142857141,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,123,10,100.0,0.6785714285714284,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,123,12,0.01,0.7881104062391006,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,123,12,0.1,0.8214285714285713,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,123,12,10.0,0.8571428571428569,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,123,12,100.0,0.7857142857142855,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,42,4,0.01,0.630061919161936,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,42,4,0.1,0.6428571428571427,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,42,4,10.0,0.6428571428571427,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,42,4,100.0,0.6428571428571427,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,42,6,0.01,0.7768985960673557,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,42,6,0.1,0.6306562238868911,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,42,6,10.0,0.8928571428571427,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,42,6,100.0,0.8214285714285713,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,42,8,0.01,0.9063269671749656,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,42,8,0.1,0.6666937223947136,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,42,8,10.0,0.8728715609439696,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,42,8,100.0,0.7027312209025359,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,42,10,0.01,0.7487048859271455,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,42,10,0.1,0.7857142857142855,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,42,10,10.0,0.9642857142857141,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,42,10,100.0,0.6785714285714284,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,42,12,0.01,0.7881104062391006,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,42,12,0.1,0.8214285714285713,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,42,12,10.0,0.8571428571428569,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,42,12,100.0,0.7857142857142855,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,999,4,0.01,0.630061919161936,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,999,4,0.1,0.6428571428571427,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,999,4,10.0,0.6428571428571427,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,999,4,100.0,0.6428571428571427,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,999,6,0.01,0.7768985960673557,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,999,6,0.1,0.6306562238868911,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,999,6,10.0,0.8928571428571427,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,999,6,100.0,0.8214285714285713,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,999,8,0.01,0.9063269671749656,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,999,8,0.1,0.6666937223947136,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,999,8,10.0,0.8728715609439696,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,999,8,100.0,0.7027312209025359,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,999,10,0.01,0.7487048859271455,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,999,10,0.1,0.7857142857142855,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,999,10,10.0,0.9642857142857141,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,999,10,100.0,0.6785714285714284,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,999,12,0.01,0.7881104062391006,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,999,12,0.1,0.8214285714285713,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,999,12,10.0,0.8571428571428569,7
m2_hist_byteent__ms999__q1000_id500_ood500,123,999,12,100.0,0.7857142857142855,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,123,4,0.01,0.9910312089651147,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,123,4,0.1,0.9285714285714283,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,123,4,10.0,0.9999999999999998,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,123,4,100.0,0.8928571428571427,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,123,6,0.01,0.8928571428571427,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,123,6,0.1,0.8928571428571427,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,123,6,10.0,0.8928571428571427,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,123,6,100.0,0.7857142857142855,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,123,8,0.01,0.035714285714285705,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,123,8,0.1,0.32142857142857134,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,123,8,10.0,0.07142857142857141,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,123,8,100.0,0.28571428571428564,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,123,10,0.01,0.9642857142857141,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,123,10,0.1,0.7748062179181806,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,123,10,10.0,0.8928571428571427,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,123,10,100.0,0.9642857142857141,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,123,12,0.01,0.9642857142857141,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,123,12,0.1,0.7857142857142855,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,123,12,10.0,0.9642857142857141,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,123,12,100.0,0.8214285714285713,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,42,4,0.01,0.9910312089651147,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,42,4,0.1,0.9285714285714283,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,42,4,10.0,0.9999999999999998,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,42,4,100.0,0.8928571428571427,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,42,6,0.01,0.8928571428571427,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,42,6,0.1,0.8928571428571427,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,42,6,10.0,0.8928571428571427,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,42,6,100.0,0.7857142857142855,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,42,8,0.01,0.035714285714285705,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,42,8,0.1,0.32142857142857134,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,42,8,10.0,0.07142857142857141,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,42,8,100.0,0.28571428571428564,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,42,10,0.01,0.9642857142857141,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,42,10,0.1,0.7748062179181806,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,42,10,10.0,0.8928571428571427,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,42,10,100.0,0.9642857142857141,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,42,12,0.01,0.9642857142857141,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,42,12,0.1,0.7857142857142855,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,42,12,10.0,0.9642857142857141,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,42,12,100.0,0.8214285714285713,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,999,4,0.01,0.9910312089651147,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,999,4,0.1,0.9285714285714283,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,999,4,10.0,0.9999999999999998,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,999,4,100.0,0.8928571428571427,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,999,6,0.01,0.8928571428571427,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,999,6,0.1,0.8928571428571427,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,999,6,10.0,0.8928571428571427,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,999,6,100.0,0.7857142857142855,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,999,8,0.01,0.035714285714285705,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,999,8,0.1,0.32142857142857134,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,999,8,10.0,0.07142857142857141,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,999,8,100.0,0.28571428571428564,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,999,10,0.01,0.9642857142857141,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,999,10,0.1,0.7748062179181806,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,999,10,10.0,0.8928571428571427,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,999,10,100.0,0.9642857142857141,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,999,12,0.01,0.9642857142857141,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,999,12,0.1,0.7857142857142855,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,999,12,10.0,0.9642857142857141,7
m2_hist_byteent__ms999__q1000_id500_ood500,2024,999,12,100.0,0.8214285714285713,7
m2_hist_byteent__ms999__q1000_id500_ood500,42,123,4,0.01,0.7857142857142855,7
m2_hist_byteent__ms999__q1000_id500_ood500,42,123,4,0.1,0.8829187134416476,7
m2_hist_byteent__ms999__q1000_id500_ood500,42,123,4,10.0,0.8214285714285713,7
m2_hist_byteent__ms999__q1000_id500_ood500,42,123,4,100.0,0.8214285714285713,7
m2_hist_byteent__ms999__q1000_id500_ood500,42,123,6,0.01,0.8288624656799142,7
m2_hist_byteent__ms999__q1000_id500_ood500,42,123,6,0.1,0.9369749612033811,7
m2_hist_byteent__ms999__q1000_id500_ood500,42,123,6,10.0,0.8545454545454546,7
m2_hist_byteent__ms999__q1000_id500_ood500,42,123,6,100.0,0.9549937104572924,7
m2_hist_byteent__ms999__q1000_id500_ood500,42,123,8,0.01,0.8928571428571427,7
m2_hist_byteent__ms999__q1000_id500_ood500,42,123,8,0.1,0.7857142857142855,7
m2_hist_byteent__ms999__q1000_id500_ood500,42,123,8,10.0,0.9642857142857141,7
m2_hist_byteent__ms999__q1000_id500_ood500,42,123,8,100.0,0.9549937104572924,7
m2_hist_byteent__ms999__q1000_id500_ood500,42,123,10,0.01,0.8571428571428569,7
m2_hist_byteent__ms999__q1000_id500_ood500,42,123,10,0.1,0.7142857142857142,7
m2_hist_byteent__ms999__q1000_id500_ood500,42,123,10,10.0,0.9642857142857141,7
m2_hist_byteent__ms999__q1000_id500_ood500,42,123,10,100.0,0.8571428571428569,7
m2_hist_byteent__ms999__q1000_id500_ood500,42,123,12,0.01,0.8468812149338253,7
m2_hist_byteent__ms999__q1000_id500_ood500,42,123,12,0.1,0.8468812149338253,7
m2_hist_byteent__ms999__q1000_id500_ood500,42,123,12,10.0,0.8829187134416476,7
m2_hist_byteent__ms999__q1000_id500_ood500,42,123,12,100.0,0.7748062179181806,7
