setting,qs,seed,fam,sel_c,sel_kernel,p1c_ood,p1c_id
unsw_recon__m2_centroid__ms42__q2000_id1000_ood1000,123,42,quantum,1.0,zz_r1_full,0.8910145554114426,0.9238690371413484
unsw_recon__m2_centroid__ms42__q2000_id1000_ood1000,123,999,classical_ext,100.0,matern25_med,0.8982722454404253,0.9285697140388216
unsw_recon__m2_centroid__ms42__q2000_id1000_ood1000,123,999,quantum,1.0,zz_r1_full,0.8910145554114426,0.9238690371413484
unsw_recon__m2_centroid__ms42__q2000_id1000_ood1000,2024,123,classical_ext,100.0,rbf_gscale,0.9192666722731476,0.9173001174071062
unsw_recon__m2_centroid__ms42__q2000_id1000_ood1000,2024,123,quantum,1.0,zmap_r2,0.9191845773714412,0.9062726649810264
unsw_recon__m2_centroid__ms42__q2000_id1000_ood1000,2024,42,classical_ext,100.0,rbf_gscale,0.9192666722731476,0.9173001174071062
unsw_recon__m2_centroid__ms42__q2000_id1000_ood1000,2024,42,quantum,1.0,zmap_r2,0.9191845773714412,0.9062726649810264
unsw_recon__m2_centroid__ms42__q2000_id1000_ood1000,2024,999,classical_ext,100.0,rbf_gscale,0.9192666722731476,0.9173001174071062
unsw_recon__m2_centroid__ms42__q2000_id1000_ood1000,2024,999,quantum,1.0,zmap_r2,0.9191845773714412,0.9062726649810264
unsw_recon__m2_centroid__ms42__q2000_id1000_ood1000,42,123,classical_ext,1.0,laplacian_med,0.9131657500070308,0.9139539722168876
unsw_recon__m2_centroid__ms42__q2000_id1000_ood1000,42,123,quantum,1.0,pauli_xz_r1_full,0.9110244223839044,0.9089366877920748
unsw_recon__m2_centroid__ms42__q2000_id1000_ood1000,42,42,classical_ext,1.0,laplacian_med,0.9131657500070308,0.9139539722168876
unsw_recon__m2_centroid__ms42__q2000_id1000_ood1000,42,42,quantum,1.0,pauli_xz_r1_full,0.9110244223839044,0.9089366877920748
unsw_recon__m2_centroid__ms42__q2000_id1000_ood1000,42,999,classical_ext,1.0,laplacian_med,0.9131657500070308,0.9139539722168876
unsw_recon__m2_centroid__ms42__q2000_id1000_ood1000,42,999,quantum,1.0,pauli_xz_r1_full,0.9110244223839044,0.9089366877920748
unsw_recon__m2_centroid__ms42__q2000_id1000_ood1000,7,123,classical_ext,100.0,matern15_med,0.9100240096038414,0.9171066737067792
unsw_recon__m2_centroid__ms42__q2000_id1000_ood1000,7,123,quantum,1.0,zz_r2_full,0.8894757903161264,0.9021264340229443
unsw_recon__m2_centroid__ms42__q2000_id1000_ood1000,7,42,classical_ext,100.0,matern15_med,0.9100240096038414,0.9171066737067792
unsw_recon__m2_centroid__ms42__q2000_id1000_ood1000,7,42,quantum,1.0,zz_r2_full,0.8894757903161264,0.9021264340229443
unsw_recon__m2_centroid__ms42__q2000_id1000_ood1000,7,999,classical_ext,100.0,matern15_med,0.9100240096038414,0.9171066737067792
unsw_recon__m2_centroid__ms42__q2000_id1000_ood1000,7,999,quantum,1.0,zz_r2_full,0.8894757903161264,0.9021264340229443
unsw_recon__m2_centroid__ms42__q2000_id1000_ood1000,999,123,classical_ext,100.0,laplacian_med,0.924028919989099,0.9182554170646098
unsw_recon__m2_centroid__ms42__q2000_id1000_ood1000,999,123,quantum,1.0,zz_r1_full,0.9046834671924846,0.911289900101148
unsw_recon__m2_centroid__ms42__q2000_id1000_ood1000,999,42,classical_ext,100.0,laplacian_med,0.924028919989099,0.9182554170646098
unsw_recon__m2_centroid__ms42__q2000_id1000_ood1000,999,42,quantum,1.0,zz_r1_full,0.9046834671924846,0.911289900101148
unsw_recon__m2_centroid__ms42__q2000_id1000_ood1000,999,999,classical_ext,100.0,laplacian_med,0.924028919989099,0.9182554170646098
unsw_recon__m2_centroid__ms42__q2000_id1000_ood1000,999,999,quantum,1.0,zz_r1_full,0.9046834671924846,0.911289900101148
unsw_recon__m2_centroid__ms42__q4000_id1800_ood1800,123,123,classical_ext,100.0,laplacian_med,0.9388813433757254,0.905291517590844
unsw_recon__m2_centroid__ms42__q4000_id1800_ood1800,123,123,quantum,1.0,zz_r1_full,0.895672305222867,0.8947223145048049
unsw_recon__m2_centroid__ms42__q4000_id1800_ood1800,123,42,classical_ext,100.0,laplacian_med,0.9388813433757254,0.9047252661752156
unsw_recon__m2_centroid__ms42__q4000_id1800_ood1800,123,42,quantum,1.0,zz_r1_full,0.895672305222867,0.8947223145048049
unsw_recon__m2_centroid__ms42__q4000_id1800_ood1800,123,999,classical_ext,100.0,laplacian_med,0.9388813433757254,0.905291517590844
unsw_recon__m2_centroid__ms42__q4000_id1800_ood1800,123,999,quantum,1.0,zz_r1_full,0.895672305222867,0.8947223145048049
unsw_recon__m2_centroid__ms42__q4000_id1800_ood1800,2024,123,classical_ext,100.0,rbf_gscale,0.9333540286634444,0.9131802263263704
unsw_recon__m2_centroid__ms42__q4000_id1800_ood1800,2024,123,quantum,1.0,zmap_r2,0.932318849900316,0.9084642703666568
unsw_recon__m2_centroid__ms42__q4000_id1800_ood1800,2024,42,classical_ext,100.0,rbf_gscale,0.9333540286634444,0.9131802263263704
unsw_recon__m2_centroid__ms42__q4000_id1800_ood1800,2024,42,quantum,1.0,zmap_r2,0.932318849900316,0.9084642703666568
unsw_recon__m2_centroid__ms42__q4000_id1800_ood1800,2024,999,classical_ext,100.0,rbf_gscale,0.9333540286634444,0.9131802263263704
unsw_recon__m2_centroid__ms42__q4000_id1800_ood1800,2024,999,quantum,1.0,zmap_r2,0.932318849900316,0.9084642703666568
unsw_recon__m2_centroid__ms42__q4000_id1800_ood1800,42,123,classical_ext,10.0,laplacian_med,0.939907335907336,0.9178324118111276
unsw_recon__m2_centroid__ms42__q4000_id1800_ood1800,42,123,quantum,1.0,zmap_r2,0.9389343629343628,0.9101574512387752
unsw_recon__m2_centroid__ms42__q4000_id1800_ood1800,42,42,classical_ext,10.0,laplacian_med,0.939907335907336,0.9178324118111276
unsw_recon__m2_centroid__ms42__q4000_id1800_ood1800,42,42,quantum,1.0,zmap_r2,0.9389343629343628,0.9101574512387752
unsw_recon__m2_centroid__ms42__q4000_id1800_ood1800,42,999,classical_ext,10.0,laplacian_med,0.939907335907336,0.9178324118111276
unsw_recon__m2_centroid__ms42__q4000_id1800_ood1800,42,999,quantum,1.0,zmap_r2,0.9389343629343628,0.9101574512387752
unsw_recon__m2_centroid__ms42__q4000_id1800_ood1800,7,123,classical_ext,100.0,rbf_gscale,0.939597319593504,0.9183474300585556
unsw_recon__m2_centroid__ms42__q4000_id1800_ood1800,7,123,quantum,1.0,zz_r1_full,0.90897073926741,0.913366559711802
unsw_recon__m2_centroid__ms42__q4000_id1800_ood1800,7,42,classical_ext,100.0,rbf_gscale,0.939597319593504,0.9183474300585556
unsw_recon__m2_centroid__ms42__q4000_id1800_ood1800,7,42,quantum,1.0,zz_r1_full,0.90897073926741,0.913366559711802
unsw_recon__m2_centroid__ms42__q4000_id1800_ood1800,7,999,classical_ext,100.0,rbf_gscale,0.939597319593504,0.9183474300585556
unsw_recon__m2_centroid__ms42__q4000_id1800_ood1800,7,999,quantum,1.0,zz_r1_full,0.90897073926741,0.913366559711802
unsw_recon__m2_centroid__ms42__q4000_id1800_ood1800,999,123,classical_ext,10.0,laplacian_med,0.9372209486601206,0.934399308556612
unsw_recon__m2_centroid__ms42__q4000_id1800_ood1800,999,123,quantum,1.0,zmap_r2,0.9413727748574512,0.9256698357821952
unsw_recon__m2_centroid__ms42__q4000_id1800_ood1800,999,42,classical_ext,10.0,laplacian_med,0.9372209486601206,0.934399308556612
unsw_recon__m2_centroid__ms42__q4000_id1800_ood1800,999,42,quantum,1.0,zmap_r2,0.9413727748574512,0.9256698357821952
unsw_recon__m2_centroid__ms42__q4000_id1800_ood1800,999,999,classical_ext,10.0,laplacian_med,0.9372209486601206,0.934399308556612
unsw_recon__m2_centroid__ms42__q4000_id1800_ood1800,999,999,quantum,1.0,zmap_r2,0.9413727748574512,0.9256698357821952
unsw_recon__m2_centroid__ms999__q1000_id500_ood500,123,123,classical_ext,100.0,rbf_gscale,0.8946290250304079,0.9078557589149894
unsw_recon__m2_centroid__ms999__q1000_id500_ood500,123,123,quantum,1.0,zz_r2_full,0.8845944561807824,0.8997373941169877
unsw_recon__m2_centroid__ms999__q1000_id500_ood500,123,42,classical_ext,100.0,rbf_gscale,0.8946290250304079,0.9078557589149894
unsw_recon__m2_centroid__ms999__q1000_id500_ood500,123,42,quantum,1.0,zz_r2_full,0.8845944561807824,0.8997373941169877
unsw_recon__m2_centroid__ms999__q1000_id500_ood500,123,999,classical_ext,100.0,rbf_gscale,0.8946290250304079,0.9078557589149894
unsw_recon__m2_centroid__ms999__q1000_id500_ood500,123,999,quantum,1.0,zz_r2_full,0.8845944561807824,0.8997373941169877
unsw_recon__m2_centroid__ms999__q1000_id500_ood500,2024,123,classical_ext,100.0,rbf_gscale,0.8930756843800323,0.8971949103528051
unsw_recon__m2_centroid__ms999__q1000_id500_ood500,2024,123,quantum,1.0,zz_r1_full,0.8788244766505636,0.8760041128462182
unsw_recon__m2_centroid__ms999__q1000_id500_ood500,2024,42,classical_ext,100.0,rbf_gscale,0.8930756843800323,0.8971949103528051
unsw_recon__m2_centroid__ms999__q1000_id500_ood500,2024,42,quantum,1.0,zz_r1_full,0.8788244766505636,0.8760041128462182
unsw_recon__m2_centroid__ms999__q1000_id500_ood500,2024,999,classical_ext,100.0,rbf_gscale,0.8930756843800323,0.8971949103528051
unsw_recon__m2_centroid__ms999__q1000_id500_ood500,2024,999,quantum,1.0,zz_r1_full,0.8788244766505636,0.8760041128462182
unsw_recon__m2_centroid__ms999__q1000_id500_ood500,42,123,classical_ext,10.0,rbf_gscale,0.8903582457319317,0.9000064124144344
unsw_recon__m2_centroid__ms999__q1000_id500_ood500,42,123,quantum,1.0,pauli_xz_r1_full,0.8963823421174739,0.8925199185623367
unsw_recon__m2_centroid__ms999__q1000_id500_ood500,42,42,classical_ext,10.0,rbf_gscale,0.8903582457319317,0.9000064124144344
unsw_recon__m2_centroid__ms999__q1000_id500_ood500,42,42,quantum,1.0,pauli_xz_r1_full,0.8963823421174739,0.8925199185623367
unsw_recon__m2_centroid__ms999__q1000_id500_ood500,42,999,classical_ext,10.0,rbf_gscale,0.8903582457319317,0.9000064124144344
unsw_recon__m2_centroid__ms999__q1000_id500_ood500,42,999,quantum,1.0,pauli_xz_r1_full,0.8943743099889598,0.8940829445807082
unsw_recon__m2_centroid__ms999__q1000_id500_ood500,7,123,classical_ext,100.0,rbf_gscale,0.9291338582677166,0.9087337224966322
unsw_recon__m2_centroid__ms999__q1000_id500_ood500,7,123,quantum,1.0,pauli_xz_r1_full,0.9211958261314896,0.8974597472576817
unsw_recon__m2_centroid__ms999__q1000_id500_ood500,7,42,classical_ext,100.0,rbf_gscale,0.9291338582677166,0.9068253255500672
unsw_recon__m2_centroid__ms999__q1000_id500_ood500,7,42,quantum,1.0,pauli_xz_r1_full,0.9211958261314896,0.8974597472576817
unsw_recon__m2_centroid__ms999__q1000_id500_ood500,7,999,classical_ext,100.0,rbf_gscale,0.9291338582677166,0.9087337224966322
unsw_recon__m2_centroid__ms999__q1000_id500_ood500,7,999,quantum,1.0,pauli_xz_r1_full,0.9211958261314896,0.8974597472576817
unsw_recon__m2_centroid__ms999__q1000_id500_ood500,999,123,classical_ext,100.0,laplacian_med,0.9079290558163796,0.9030370984253888
unsw_recon__m2_centroid__ms999__q1000_id500_ood500,999,123,quantum,1.0,zz_r1_full,0.8941053729786124,0.9066283170022262
unsw_recon__m2_centroid__ms999__q1000_id500_ood500,999,42,classical_ext,100.0,laplacian_med,0.9079290558163796,0.9030370984253888
unsw_recon__m2_centroid__ms999__q1000_id500_ood500,999,42,quantum,1.0,zz_r1_full,0.8941053729786124,0.9066283170022262
unsw_recon__m2_centroid__ms999__q1000_id500_ood500,999,999,classical_ext,100.0,laplacian_med,0.9079290558163796,0.9030370984253888
unsw_recon__m2_centroid__ms999__q1000_id500_ood500,999,999,quantum,1.0,zz_r1_full,0.8941053729786124,0.9066283170022262
unsw_recon__m2_centroid__ms999__q2000_id1000_ood1000,123,123,classical_ext,10.0,laplacian_med,0.9426830635218012,0.9089028820150102
unsw_recon__m2_centroid__ms999__q2000_id1000_ood1000,123,123,quantum,1.0,zz_r1_full,0.8972434388560632,0.9074346705925652
unsw_recon__m2_centroid__ms999__q2000_id1000_ood1000,123,42,classical_ext,10.0,laplacian_med,0.9426830635218012,0.9089028820150102
unsw_recon__m2_centroid__ms999__q2000_id1000_ood1000,123,42,quantum,1.0,zz_r1_full,0.8972434388560632,0.9074346705925652
unsw_recon__m2_centroid__ms999__q2000_id1000_ood1000,123,999,classical_ext,100.0,matern15_med,0.8972434388560632,0.9096029828295276
unsw_recon__m2_centroid__ms999__q2000_id1000_ood1000,123,999,quantum,1.0,zz_r1_full,0.8972434388560632,0.9074346705925652
unsw_recon__m2_centroid__ms999__q2000_id1000_ood1000,2024,123,classical_ext,100.0,rbf_gscale,0.891492565405609,0.900817041260784
unsw_recon__m2_centroid__ms999__q2000_id1000_ood1000,2024,123,quantum,1.0,pauli_xz_r1_full,0.8920371949974171,0.894083162699001
unsw_recon__m2_centroid__ms999__q2000_id1000_ood1000,2024,42,classical_ext,100.0,rbf_gscale,0.891492565405609,0.900817041260784
unsw_recon__m2_centroid__ms999__q2000_id1000_ood1000,2024,42,quantum,1.0,pauli_xz_r1_full,0.8920371949974171,0.894083162699001
unsw_recon__m2_centroid__ms999__q2000_id1000_ood1000,2024,999,classical_ext,100.0,rbf_gscale,0.891492565405609,0.900817041260784
unsw_recon__m2_centroid__ms999__q2000_id1000_ood1000,2024,999,quantum,1.0,pauli_xz_r1_full,0.8920371949974171,0.894083162699001
unsw_recon__m2_centroid__ms999__q2000_id1000_ood1000,42,123,classical_ext,10.0,laplacian_med,0.9390444777450576,0.9069281736124448
unsw_recon__m2_centroid__ms999__q2000_id1000_ood1000,42,123,quantum,1.0,zz_r1_full,0.9247281156718666,0.8921964022789834
unsw_recon__m2_centroid__ms999__q2000_id1000_ood1000,42,42,classical_ext,10.0,laplacian_med,0.9390444777450576,0.9069281736124448
unsw_recon__m2_centroid__ms999__q2000_id1000_ood1000,42,42,quantum,1.0,zz_r1_full,0.9247281156718666,0.8921964022789834
unsw_recon__m2_centroid__ms999__q2000_id1000_ood1000,42,999,classical_ext,10.0,laplacian_med,0.9390444777450576,0.9069281736124448
unsw_recon__m2_centroid__ms999__q2000_id1000_ood1000,42,999,quantum,1.0,zz_r1_full,0.9247281156718666,0.8921964022789834
unsw_recon__m2_centroid__ms999__q2000_id1000_ood1000,7,123,classical_ext,10.0,laplacian_med,0.9442577030812324,0.9050504808076928
unsw_recon__m2_centroid__ms999__q2000_id1000_ood1000,7,123,quantum,1.0,zz_r1_full,0.916466586634654,0.8931222899566393
unsw_recon__m2_centroid__ms999__q2000_id1000_ood1000,7,42,classical_ext,10.0,laplacian_med,0.9442577030812324,0.9050504808076928
unsw_recon__m2_centroid__ms999__q2000_id1000_ood1000,7,42,quantum,1.0,zz_r1_full,0.916466586634654,0.8931222899566393
unsw_recon__m2_centroid__ms999__q2000_id1000_ood1000,7,999,classical_ext,10.0,laplacian_med,0.9442577030812324,0.9050504808076928
unsw_recon__m2_centroid__ms999__q2000_id1000_ood1000,7,999,quantum,1.0,zz_r1_full,0.916466586634654,0.8931222899566393
unsw_recon__m2_centroid__ms999__q2000_id1000_ood1000,999,123,classical_ext,100.0,rbf_gscale,0.9362405617275044,0.9244633307945566
unsw_recon__m2_centroid__ms999__q2000_id1000_ood1000,999,123,quantum,1.0,zz_r1_full,0.9034089998236586,0.9106955039471932
unsw_recon__m2_centroid__ms999__q2000_id1000_ood1000,999,42,classical_ext,100.0,rbf_gscale,0.9362405617275044,0.9244633307945566
unsw_recon__m2_centroid__ms999__q2000_id1000_ood1000,999,42,quantum,1.0,zz_r1_full,0.9034089998236586,0.9106955039471932
unsw_recon__m2_centroid__ms999__q2000_id1000_ood1000,999,999,classical_ext,100.0,rbf_gscale,0.9362405617275044,0.9244633307945566
unsw_recon__m2_centroid__ms999__q2000_id1000_ood1000,999,999,quantum,1.0,zz_r1_full,0.9034089998236586,0.9106955039471932
unsw_recon__m2_centroid__ms999__q4000_id1800_ood1800,123,123,classical_ext,100.0,laplacian_med,0.9383318928262748,0.9155674061486134
unsw_recon__m2_centroid__ms999__q4000_id1800_ood1800,123,123,quantum,1.0,zz_r1_full,0.9113409062847264,0.9031524827994184
unsw_recon__m2_centroid__ms999__q4000_id1800_ood1800,123,42,classical_ext,100.0,laplacian_med,0.9377824422768244,0.9155674061486134
unsw_recon__m2_centroid__ms999__q4000_id1800_ood1800,123,42,quantum,1.0,zz_r1_full,0.9113409062847264,0.9031524827994184
unsw_recon__m2_centroid__ms999__q4000_id1800_ood1800,123,999,classical_ext,100.0,laplacian_med,0.9377824422768244,0.9155674061486134
unsw_recon__m2_centroid__ms999__q4000_id1800_ood1800,123,999,quantum,1.0,zz_r1_full,0.9113409062847264,0.9031524827994184
unsw_recon__m2_centroid__ms999__q4000_id1800_ood1800,2024,123,classical_ext,100.0,laplacian_med,0.9440001682010892,0.9182184824969992
unsw_recon__m2_centroid__ms999__q4000_id1800_ood1800,2024,123,quantum,1.0,zz_r1_full,0.9410677800919168,0.903690275671644
unsw_recon__m2_centroid__ms999__q4000_id1800_ood1800,2024,42,classical_ext,100.0,laplacian_med,0.9440001682010892,0.9182184824969992
unsw_recon__m2_centroid__ms999__q4000_id1800_ood1800,2024,42,quantum,1.0,zz_r1_full,0.9410677800919168,0.903690275671644
unsw_recon__m2_centroid__ms999__q4000_id1800_ood1800,2024,999,classical_ext,100.0,laplacian_med,0.9440001682010892,0.9182184824969992
unsw_recon__m2_centroid__ms999__q4000_id1800_ood1800,2024,999,quantum,1.0,zz_r1_full,0.9410677800919168,0.903690275671644
unsw_recon__m2_centroid__ms999__q4000_id1800_ood1800,42,123,classical_ext,100.0,matern15_med,0.9374054054054054,0.909506601738151
unsw_recon__m2_centroid__ms999__q4000_id1800_ood1800,42,123,quantum,1.0,zz_r2_full,0.915861003861004,0.9026282216741528
unsw_recon__m2_centroid__ms999__q4000_id1800_ood1800,42,42,classical_ext,100.0,matern15_med,0.9374054054054054,0.909506601738151
unsw_recon__m2_centroid__ms999__q4000_id1800_ood1800,42,42,quantum,1.0,zz_r2_full,0.915861003861004,0.9026282216741528
unsw_recon__m2_centroid__ms999__q4000_id1800_ood1800,42,999,classical_ext,100.0,matern15_med,0.9374054054054054,0.9089403503225224
unsw_recon__m2_centroid__ms999__q4000_id1800_ood1800,42,999,quantum,1.0,zz_r2_full,0.915861003861004,0.9026282216741528
unsw_recon__m2_centroid__ms999__q4000_id1800_ood1800,7,123,classical_ext,100.0,rbf_gscale,0.93979120183451,0.9172536015476562
unsw_recon__m2_centroid__ms999__q4000_id1800_ood1800,7,123,quantum,1.0,zmap_r2,0.9428096943598232,0.9039424740030544
unsw_recon__m2_centroid__ms999__q4000_id1800_ood1800,7,42,classical_ext,100.0,rbf_gscale,0.93979120183451,0.9172536015476562
unsw_recon__m2_centroid__ms999__q4000_id1800_ood1800,7,42,quantum,1.0,zmap_r2,0.9428096943598232,0.9033875350463396
unsw_recon__m2_centroid__ms999__q4000_id1800_ood1800,7,999,classical_ext,100.0,rbf_gscale,0.93979120183451,0.9172536015476562
unsw_recon__m2_centroid__ms999__q4000_id1800_ood1800,7,999,quantum,1.0,zmap_r2,0.9428096943598232,0.9033875350463396
unsw_recon__m2_centroid__ms999__q4000_id1800_ood1800,999,123,classical_ext,100.0,rbf_gscale,0.9455703750623208,0.9168168909741944
unsw_recon__m2_centroid__ms999__q4000_id1800_ood1800,999,123,quantum,1.0,zz_r1_full,0.917285749809172,0.9051858254105444
unsw_recon__m2_centroid__ms999__q4000_id1800_ood1800,999,42,classical_ext,100.0,rbf_gscale,0.9455703750623208,0.9168168909741944
unsw_recon__m2_centroid__ms999__q4000_id1800_ood1800,999,42,quantum,1.0,zz_r1_full,0.917285749809172,0.9051858254105444
unsw_recon__m2_centroid__ms999__q4000_id1800_ood1800,999,999,classical_ext,100.0,rbf_gscale,0.9455703750623208,0.9168168909741944
unsw_recon__m2_centroid__ms999__q4000_id1800_ood1800,999,999,quantum,1.0,zz_r1_full,0.917285749809172,0.9051858254105444
unsw_recon__natural_cur__ms123__q1000_id500_ood500,123,123,classical_ext,100.0,laplacian_med,0.8200000000000001,0.911989223170184
unsw_recon__natural_cur__ms123__q1000_id500_ood500,123,123,quantum,1.0,pauli_xz_r1_full,0.794,0.9028000513182372
unsw_recon__natural_cur__ms123__q1000_id500_ood500,123,42,classical_ext,100.0,laplacian_med,0.8200000000000001,0.911989223170184
unsw_recon__natural_cur__ms123__q1000_id500_ood500,123,42,quantum,1.0,pauli_xz_r1_full,0.794,0.9028000513182372
unsw_recon__natural_cur__ms123__q1000_id500_ood500,123,999,classical_ext,100.0,laplacian_med,0.8200000000000001,0.911989223170184
unsw_recon__natural_cur__ms123__q1000_id500_ood500,123,999,quantum,1.0,pauli_xz_r1_full,0.794,0.9028000513182372
unsw_recon__natural_cur__ms123__q1000_id500_ood500,2024,123,classical_ext,10.0,laplacian_med,0.8261558763417499,0.916
unsw_recon__natural_cur__ms123__q1000_id500_ood500,2024,123,quantum,1.0,zz_r1_full,0.80237049196157,0.898
unsw_recon__natural_cur__ms123__q1000_id500_ood500,2024,42,classical_ext,10.0,laplacian_med,0.8242971402822703,0.916
unsw_recon__natural_cur__ms123__q1000_id500_ood500,2024,42,quantum,1.0,zz_r1_full,0.80237049196157,0.898
unsw_recon__natural_cur__ms123__q1000_id500_ood500,2024,999,classical_ext,10.0,laplacian_med,0.8261558763417499,0.916
unsw_recon__natural_cur__ms123__q1000_id500_ood500,2024,999,quantum,1.0,zz_r1_full,0.80237049196157,0.898
unsw_recon__natural_cur__ms123__q1000_id500_ood500,42,123,classical_ext,100.0,poly3,0.7814127108732918,0.9141506264100224
unsw_recon__natural_cur__ms123__q1000_id500_ood500,42,123,quantum,1.0,zz_r1_full,0.7974014322562041,0.9022944367109874
unsw_recon__natural_cur__ms123__q1000_id500_ood500,42,42,classical_ext,100.0,poly3,0.7814127108732918,0.9141506264100224
unsw_recon__natural_cur__ms123__q1000_id500_ood500,42,42,quantum,1.0,zz_r1_full,0.7974014322562041,0.9022944367109874
unsw_recon__natural_cur__ms123__q1000_id500_ood500,42,999,classical_ext,100.0,poly3,0.7814127108732918,0.9141506264100224
unsw_recon__natural_cur__ms123__q1000_id500_ood500,42,999,quantum,1.0,zz_r1_full,0.7974014322562041,0.9022944367109874
unsw_recon__natural_cur__ms123__q1000_id500_ood500,7,123,classical_ext,100.0,rbf_gscale,0.802963389656938,0.9041996015680226
unsw_recon__natural_cur__ms123__q1000_id500_ood500,7,123,quantum,1.0,zmap_r2,0.7509280593958013,0.8916361416361416
unsw_recon__natural_cur__ms123__q1000_id500_ood500,7,42,classical_ext,100.0,rbf_gscale,0.802963389656938,0.9041996015680226
unsw_recon__natural_cur__ms123__q1000_id500_ood500,7,42,quantum,1.0,zmap_r2,0.7509280593958013,0.8916361416361416
unsw_recon__natural_cur__ms123__q1000_id500_ood500,7,999,classical_ext,100.0,rbf_gscale,0.802963389656938,0.9041996015680226
unsw_recon__natural_cur__ms123__q1000_id500_ood500,7,999,quantum,1.0,zmap_r2,0.7509280593958013,0.8916361416361416
unsw_recon__natural_cur__ms123__q1000_id500_ood500,999,123,classical_ext,100.0,rbf_gscale,0.7773752012882448,0.918407362945178
unsw_recon__natural_cur__ms123__q1000_id500_ood500,999,123,quantum,1.0,zz_r1_full,0.7751207729468599,0.9046018407362946
unsw_recon__natural_cur__ms123__q1000_id500_ood500,999,42,classical_ext,100.0,rbf_gscale,0.7773752012882448,0.918407362945178
unsw_recon__natural_cur__ms123__q1000_id500_ood500,999,42,quantum,1.0,zz_r1_full,0.7751207729468599,0.9046018407362946
unsw_recon__natural_cur__ms123__q1000_id500_ood500,999,999,classical_ext,100.0,rbf_gscale,0.7773752012882448,0.918407362945178
unsw_recon__natural_cur__ms123__q1000_id500_ood500,999,999,quantum,1.0,zz_r1_full,0.7751207729468599,0.9046018407362946
unsw_recon__natural_cur__ms123__q2000_id1000_ood1000,123,123,classical_ext,100.0,matern25_med,0.7790644650314404,0.908044689608826
unsw_recon__natural_cur__ms123__q2000_id1000_ood1000,123,123,quantum,1.0,zz_r1_full,0.7813965023440375,0.8976723162033833
unsw_recon__natural_cur__ms123__q2000_id1000_ood1000,123,42,classical_ext,100.0,matern25_med,0.7790644650314404,0.908044689608826
unsw_recon__natural_cur__ms123__q2000_id1000_ood1000,123,42,quantum,1.0,zz_r1_full,0.7813965023440375,0.8976723162033833
unsw_recon__natural_cur__ms123__q2000_id1000_ood1000,123,999,classical_ext,100.0,matern25_med,0.7790644650314404,0.908044689608826
unsw_recon__natural_cur__ms123__q2000_id1000_ood1000,123,999,quantum,1.0,zz_r1_full,0.7813965023440375,0.8976723162033833
unsw_recon__natural_cur__ms123__q2000_id1000_ood1000,2024,123,classical_ext,100.0,rbf_gscale,0.869307279711904,0.9192163671568706
unsw_recon__natural_cur__ms123__q2000_id1000_ood1000,2024,123,quantum,1.0,pauli_xz_r1_full,0.8532601075953676,0.9037181354114991
unsw_recon__natural_cur__ms123__q2000_id1000_ood1000,2024,42,classical_ext,100.0,rbf_gscale,0.869307279711904,0.9202045094493608
unsw_recon__natural_cur__ms123__q2000_id1000_ood1000,2024,42,quantum,1.0,pauli_xz_r1_full,0.8532601075953676,0.9037181354114991
unsw_recon__natural_cur__ms123__q2000_id1000_ood1000,2024,999,classical_ext,100.0,rbf_gscale,0.869307279711904,0.9202045094493608
unsw_recon__natural_cur__ms123__q2000_id1000_ood1000,2024,999,quantum,1.0,pauli_xz_r1_full,0.8532601075953676,0.9037181354114991
unsw_recon__natural_cur__ms123__q2000_id1000_ood1000,42,123,classical_ext,10.0,laplacian_med,0.8138498594941791,0.9157870720607132
unsw_recon__natural_cur__ms123__q2000_id1000_ood1000,42,123,quantum,1.0,zz_r1_full,0.7921718185467683,0.909901093138962
unsw_recon__natural_cur__ms123__q2000_id1000_ood1000,42,42,classical_ext,10.0,laplacian_med,0.8138498594941791,0.9157870720607132
unsw_recon__natural_cur__ms123__q2000_id1000_ood1000,42,42,quantum,1.0,zz_r1_full,0.7921718185467683,0.909901093138962
unsw_recon__natural_cur__ms123__q2000_id1000_ood1000,42,999,classical_ext,10.0,laplacian_med,0.8138498594941791,0.9157870720607132
unsw_recon__natural_cur__ms123__q2000_id1000_ood1000,42,999,quantum,1.0,zz_r1_full,0.7921718185467683,0.909901093138962
unsw_recon__natural_cur__ms123__q2000_id1000_ood1000,7,123,classical_ext,100.0,laplacian_med,0.798794756611238,0.9289548632778124
unsw_recon__natural_cur__ms123__q2000_id1000_ood1000,7,123,quantum,1.0,zmap_r2,0.7912844862415047,0.9087945407126514
unsw_recon__natural_cur__ms123__q2000_id1000_ood1000,7,42,classical_ext,100.0,laplacian_med,0.798794756611238,0.9289548632778124
unsw_recon__natural_cur__ms123__q2000_id1000_ood1000,7,42,quantum,1.0,zmap_r2,0.7912844862415047,0.9087945407126514
unsw_recon__natural_cur__ms123__q2000_id1000_ood1000,7,999,classical_ext,100.0,laplacian_med,0.798794756611238,0.9289548632778124
unsw_recon__natural_cur__ms123__q2000_id1000_ood1000,7,999,quantum,1.0,zmap_r2,0.7912844862415047,0.9087945407126514
unsw_recon__natural_cur__ms123__q2000_id1000_ood1000,999,123,classical_ext,10.0,matern15_med,0.8101984026598243,0.9177930405494598
unsw_recon__natural_cur__ms123__q2000_id1000_ood1000,999,123,quantum,1.0,zmap_r2,0.7768843434160915,0.9117208219495904
