task,stratum,seed,family,kernel,dim,candidate_id,model,regularization,c_selected,c_cv_score,split,fit_seconds,kernel_backend,accuracy,balanced_accuracy,f1_macro,f1_pos,roc_auc,pr_auc,log_loss,brier,ece,mean_predictive_entropy
acsincome,q1000,999,classical_ext,linear,4,linear__d4,svc,train_cv,10.0,0.6876278436627942,validation,0.0080001354217529,analytic_cpu,0.652,0.6371428571428571,0.619562365534974,0.5084745762711864,0.7208380952380953,0.4892837729378246,,,,
acsincome,q1000,999,classical_ext,linear,4,linear__d4,svc,train_cv,10.0,0.6876278436627942,id_test,0.0080001354217529,analytic_cpu,0.676,0.6877104377104377,0.6670448379618211,0.6124401913875598,0.7838804713804713,0.6385691540933728,,,,
acsincome,q1000,999,classical_ext,linear,4,linear__d4,svc,train_cv,10.0,0.6876278436627942,ood_test,0.0080001354217529,analytic_cpu,0.702,0.7039043049578737,0.6983500354286871,0.6651685393258427,0.7605315658439267,0.6369989479423527,,,,
acsincome,q1000,999,classical_ext,linear,4,linear__d4,gpc,not_applicable,,,validation,0.4986796379089355,analytic_cpu,0.724,0.6238095238095238,0.632,0.448,0.7263238095238096,0.4968441053627999,0.5441225353745008,0.1828750226748304,0.0358937779417553,0.5512519671375349
acsincome,q1000,999,classical_ext,linear,4,linear__d4,gpc,not_applicable,,,id_test,0.4986796379089355,analytic_cpu,0.74,0.6773989898989898,0.6868435759572951,0.5578231292517006,0.7792508417508417,0.6307525553194855,0.5382740777034526,0.1830100350242654,0.0929369919883458,0.5715198628364444
acsincome,q1000,999,classical_ext,linear,4,linear__d4,gpc,not_applicable,,,ood_test,0.4986796379089355,analytic_cpu,0.678,0.6380521343423851,0.6353489551954846,0.5106382978723404,0.7585365451517698,0.6409511598377446,0.5945775546356795,0.2060412790844925,0.0907469033548898,0.567418766029973
acsincome,q1000,999,classical_ext,linear,4,linear__d4,svc,fixed_c1,1.0,,validation,0.0079996585845947,analytic_cpu,0.66,0.680952380952381,0.6427070197562001,0.5641025641025641,0.7224380952380952,0.4850714056490114,,,,
acsincome,q1000,999,classical_ext,linear,4,linear__d4,svc,fixed_c1,1.0,,id_test,0.0079996585845947,analytic_cpu,0.68,0.6933922558922558,0.6715927750410509,0.6190476190476191,0.7771464646464646,0.6270078886506258,,,,
acsincome,q1000,999,classical_ext,linear,4,linear__d4,svc,fixed_c1,1.0,,ood_test,0.0079996585845947,analytic_cpu,0.686,0.694506273598127,0.6844538237363079,0.6623655913978495,0.7578275708562101,0.6378052884591527,,,,
acsincome,q1000,999,classical_ext,rbf_gscale,4,rbf_gscale__d4,svc,train_cv,0.1,0.6898652123701008,validation,0.0084023475646972,analytic_cpu,0.656,0.6780952380952381,0.6391648764769065,0.5612244897959183,0.7495619047619047,0.5149821524361431,,,,
acsincome,q1000,999,classical_ext,rbf_gscale,4,rbf_gscale__d4,svc,train_cv,0.1,0.6898652123701008,id_test,0.0084023475646972,analytic_cpu,0.664,0.6784511784511784,0.6560534591194969,0.6037735849056604,0.7662738496071829,0.6184707752629113,,,,
acsincome,q1000,999,classical_ext,rbf_gscale,4,rbf_gscale__d4,svc,train_cv,0.1,0.6898652123701008,ood_test,0.0084023475646972,analytic_cpu,0.692,0.6989167532274818,0.6900161030595813,0.6652173913043479,0.7683137953207696,0.6400330588755782,,,,
