task,stratum,seed,family,kernel,dim,candidate_id,model,regularization,c_selected,c_cv_score,split,accuracy,balanced_accuracy,f1_macro,f1_pos,roc_auc,pr_auc,log_loss,brier,ece,mean_predictive_entropy,fit_seconds,kernel_backend
college_scorecard,q1000,42,classical_ext,rbf_gscale_x0.1,8,rbf_gscale_x0.1__d8,svc,train_cv,100.0,0.8650408152088485,validation,0.808,0.807864010989011,0.6747967479674797,0.4666666666666667,0.9325206043956044,0.6824289129110476,,,,,0.0066344738006591,analytic_cpu
college_scorecard,q1000,42,classical_ext,rbf_gscale_x0.1,8,rbf_gscale_x0.1__d8,svc,train_cv,100.0,0.8650408152088485,id_test,0.804,0.8022222222222222,0.6651083955274885,0.449438202247191,0.916622222222222,0.5328038768942382,,,,,0.0066344738006591,analytic_cpu
college_scorecard,q1000,42,classical_ext,rbf_gscale_x0.1,8,rbf_gscale_x0.1__d8,svc,train_cv,100.0,0.8650408152088485,ood_test,0.554,0.5676056338028168,0.5342347874397951,0.4382871536523929,0.6125497814473045,0.3461835473388001,,,,,0.0066344738006591,analytic_cpu
college_scorecard,q1000,42,classical_ext,rbf_gscale_x0.3,8,rbf_gscale_x0.3__d8,svc,train_cv,0.1,0.8611335689000696,validation,0.828,0.8190247252747254,0.6952515946137492,0.4941176470588235,0.9153502747252746,0.6383508421130037,,,,,0.00447678565979,analytic_cpu
college_scorecard,q1000,42,classical_ext,rbf_gscale_x0.3,8,rbf_gscale_x0.3__d8,svc,train_cv,0.1,0.8611335689000696,id_test,0.82,0.8466666666666667,0.6924464856885097,0.4943820224719101,0.9182222222222224,0.5863948849627219,,,,,0.00447678565979,analytic_cpu
college_scorecard,q1000,42,classical_ext,rbf_gscale_x0.3,8,rbf_gscale_x0.3__d8,svc,train_cv,0.1,0.8611335689000696,ood_test,0.578,0.5783875667799903,0.5517486053220825,0.4432717678100263,0.6222049538610976,0.386637760832912,,,,,0.00447678565979,analytic_cpu
college_scorecard,q1000,42,classical_ext,rbf_gscale_x3,8,rbf_gscale_x3__d8,svc,train_cv,1.0,0.8493327742890855,validation,0.836,0.8404876373626373,0.7094259390503189,0.5176470588235295,0.866243131868132,0.4399286703241337,,,,,0.0040934085845947,analytic_cpu
college_scorecard,q1000,42,classical_ext,rbf_gscale_x3,8,rbf_gscale_x3__d8,svc,train_cv,1.0,0.8493327742890855,id_test,0.828,0.8155555555555556,0.6894051024240848,0.4819277108433735,0.8976000000000001,0.58932221546794,,,,,0.0040934085845947,analytic_cpu
college_scorecard,q1000,42,classical_ext,rbf_gscale_x3,8,rbf_gscale_x3__d8,svc,train_cv,1.0,0.8493327742890855,ood_test,0.646,0.5508013598834385,0.5520325573626107,0.3468634686346863,0.5582904322486645,0.3812558245932498,,,,,0.0040934085845947,analytic_cpu
college_scorecard,q1000,42,classical_ext,rbf_gscale_x10,8,rbf_gscale_x10__d8,svc,train_cv,1.0,0.8124877753524077,validation,0.852,0.8154189560439561,0.7160050351539713,0.5194805194805194,0.8646978021978021,0.4940746408089454,,,,,0.0060234069824218,analytic_cpu
college_scorecard,q1000,42,classical_ext,rbf_gscale_x10,8,rbf_gscale_x10__d8,svc,train_cv,1.0,0.8124877753524077,id_test,0.864,0.8355555555555556,0.7303641669838853,0.5405405405405406,0.8872888888888889,0.4963657981275945,,,,,0.0060234069824218,analytic_cpu
college_scorecard,q1000,42,classical_ext,rbf_gscale_x10,8,rbf_gscale_x10__d8,svc,train_cv,1.0,0.8124877753524077,ood_test,0.688,0.5355026711996115,0.523122447482331,0.2427184466019417,0.5295386109762019,0.3431315190173536,,,,,0.0060234069824218,analytic_cpu
college_scorecard,q1000,42,classical_ext,laplacian_med_x0.1,8,laplacian_med_x0.1__d8,svc,train_cv,1.0,0.7646698793929605,validation,0.912,0.7979052197802198,0.7787966537966537,0.6071428571428571,0.9004120879120879,0.5724400528133079,,,,,0.0086913108825683,analytic_cpu
college_scorecard,q1000,42,classical_ext,laplacian_med_x0.1,8,laplacian_med_x0.1__d8,svc,train_cv,1.0,0.7646698793929605,id_test,0.908,0.788888888888889,0.7650663942798774,0.5818181818181818,0.896888888888889,0.5858157389070838,,,,,0.0086913108825683,analytic_cpu
college_scorecard,q1000,42,classical_ext,laplacian_med_x0.1,8,laplacian_med_x0.1__d8,svc,train_cv,1.0,0.7646698793929605,ood_test,0.714,0.5150558523555124,0.4540942928039702,0.0774193548387096,0.6393589120932491,0.4044448397904813,,,,,0.0086913108825683,analytic_cpu
college_scorecard,q1000,42,classical_ext,laplacian_med_x0.3,8,laplacian_med_x0.3__d8,svc,train_cv,0.1,0.8533823777304084,validation,0.84,0.791723901098901,0.6961963786608336,0.4871794871794871,0.9002403846153846,0.5413888430750302,,,,,0.0049998760223388,analytic_cpu
college_scorecard,q1000,42,classical_ext,laplacian_med_x0.3,8,laplacian_med_x0.3__d8,svc,train_cv,0.1,0.8533823777304084,id_test,0.832,0.8177777777777778,0.6936632045746295,0.4878048780487805,0.9114666666666664,0.5609822228046883,,,,,0.0049998760223388,analytic_cpu
college_scorecard,q1000,42,classical_ext,laplacian_med_x0.3,8,laplacian_med_x0.3__d8,svc,train_cv,0.1,0.8533823777304084,ood_test,0.648,0.5807673627974745,0.5793418612210559,0.4093959731543624,0.6301699854298204,0.3766209760272444,,,,,0.0049998760223388,analytic_cpu
college_scorecard,q1000,42,classical_ext,laplacian_med_x3,8,laplacian_med_x3__d8,svc,train_cv,0.1,0.8583537996160662,validation,0.828,0.802026098901099,0.6894051024240848,0.4819277108433735,0.9210164835164836,0.6736239859185784,,,,,0.0040388107299804,analytic_cpu
college_scorecard,q1000,42,classical_ext,laplacian_med_x3,8,laplacian_med_x3__d8,svc,train_cv,0.1,0.8583537996160662,id_test,0.808,0.8222222222222222,0.6747967479674797,0.4666666666666667,0.9228444444444446,0.6054702905566132,,,,,0.0040388107299804,analytic_cpu
college_scorecard,q1000,42,classical_ext,laplacian_med_x3,8,laplacian_med_x3__d8,svc,train_cv,0.1,0.8583537996160662,ood_test,0.514,0.5802331228751821,0.5103787613187132,0.4682713347921225,0.6428946090335114,0.4936865248473531,,,,,0.0040388107299804,analytic_cpu
college_scorecard,q1000,42,classical_ext,laplacian_med_x10,8,laplacian_med_x10__d8,svc,train_cv,0.1,0.862406763724145,validation,0.84,0.791723901098901,0.6961963786608336,0.4871794871794871,0.9139766483516484,0.6627822707585206,,,,,0.0049991607666015,analytic_cpu
college_scorecard,q1000,42,classical_ext,laplacian_med_x10,8,laplacian_med_x10__d8,svc,train_cv,0.1,0.862406763724145,id_test,0.82,0.8288888888888889,0.6868998914586291,0.4827586206896552,0.9187555555555554,0.5978423987101521,,,,,0.0049991607666015,analytic_cpu
college_scorecard,q1000,42,classical_ext,laplacian_med_x10,8,laplacian_med_x10__d8,svc,train_cv,0.1,0.862406763724145,ood_test,0.532,0.5439533754249636,0.5125,0.415,0.6359009227780477,0.496529131601357,,,,,0.0049991607666015,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern15_med_x0.1,8,matern15_med_x0.1__d8,svc,train_cv,1.0,0.7572843429914272,validation,0.88,0.7290521978021978,0.7074426587611172,0.4827586206896552,0.8806662087912087,0.5179754071498772,,,,,0.0075135231018066,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern15_med_x0.1,8,matern15_med_x0.1__d8,svc,train_cv,1.0,0.7572843429914272,id_test,0.896,0.7822222222222222,0.7464503042596349,0.5517241379310345,0.8867555555555556,0.5237968433613774,,,,,0.0075135231018066,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern15_med_x0.1,8,matern15_med_x0.1__d8,svc,train_cv,1.0,0.7572843429914272,ood_test,0.708,0.5149101505585236,0.4622705442116739,0.0987654320987654,0.5404176784847012,0.3420084557932835,,,,,0.0075135231018066,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern15_med_x0.3,8,matern15_med_x0.3__d8,svc,train_cv,0.1,0.8435629717824906,validation,0.844,0.7939560439560439,0.7006539559731049,0.4935064935064935,0.8865041208791209,0.487344603645478,,,,,0.0055634975433349,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern15_med_x0.3,8,matern15_med_x0.3__d8,svc,train_cv,0.1,0.8435629717824906,id_test,0.832,0.8,0.6875,0.475,0.904888888888889,0.556600603261757,,,,,0.0055634975433349,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern15_med_x0.3,8,matern15_med_x0.3__d8,svc,train_cv,0.1,0.8435629717824906,ood_test,0.662,0.5273919378338999,0.521406442039205,0.2620087336244541,0.6039436619718309,0.344308162242518,,,,,0.0055634975433349,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern15_med_x3,8,matern15_med_x3__d8,svc,train_cv,0.1,0.8622862775974752,validation,0.836,0.8064903846153846,0.6979875659271044,0.4938271604938271,0.9180975274725276,0.6793490957039863,,,,,0.0045351982116699,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern15_med_x3,8,matern15_med_x3__d8,svc,train_cv,0.1,0.8622862775974752,id_test,0.812,0.8244444444444444,0.6787774406079992,0.4719101123595505,0.9189333333333332,0.6162983323382832,,,,,0.0045351982116699,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern15_med_x3,8,matern15_med_x3__d8,svc,train_cv,0.1,0.8622862775974752,ood_test,0.546,0.5599320058280719,0.5266869336402571,0.4310776942355889,0.6291403593977659,0.4223976047758799,,,,,0.0045351982116699,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern15_med_x10,8,matern15_med_x10__d8,svc,train_cv,10.0,0.8599741388691516,validation,0.832,0.8212568681318682,0.6995192307692308,0.5,0.9175824175824177,0.6628794192171877,,,,,0.0042657852172851,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern15_med_x10,8,matern15_med_x10__d8,svc,train_cv,10.0,0.8599741388691516,id_test,0.812,0.8422222222222222,0.6843010290443053,0.4835164835164835,0.9235555555555556,0.6279669101027586,,,,,0.0042657852172851,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern15_med_x10,8,matern15_med_x10__d8,svc,train_cv,10.0,0.8599741388691516,ood_test,0.622,0.5848955803788247,0.5745370557964261,0.4324324324324324,0.6228848955803789,0.3890676756877755,,,,,0.0042657852172851,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern25_med_x0.1,8,matern25_med_x0.1__d8,svc,train_cv,1.0,0.7580877912844576,validation,0.88,0.7630494505494505,0.7238179407865665,0.5161290322580645,0.8770604395604396,0.5034199201071485,,,,,0.0080006122589111,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern25_med_x0.1,8,matern25_med_x0.1__d8,svc,train_cv,1.0,0.7580877912844576,id_test,0.892,0.78,0.7405741957800069,0.5423728813559322,0.8848,0.5239775065263399,,,,,0.0080006122589111,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern25_med_x0.1,8,matern25_med_x0.1__d8,svc,train_cv,1.0,0.7580877912844576,ood_test,0.706,0.5135016998542983,0.4612661345295424,0.0981595092024539,0.5347838756678,0.3392316209264536,,,,,0.0080006122589111,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern25_med_x0.3,8,matern25_med_x0.3__d8,svc,train_cv,1.0,0.8465597263385944,validation,0.832,0.8212568681318682,0.6995192307692308,0.5,0.8719093406593407,0.4308126575384611,,,,,0.0039601325988769,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern25_med_x0.3,8,matern25_med_x0.3__d8,svc,train_cv,1.0,0.8465597263385944,id_test,0.832,0.8177777777777778,0.6936632045746295,0.4878048780487805,0.9000888888888889,0.552229856505203,,,,,0.0039601325988769,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern25_med_x0.3,8,matern25_med_x0.3__d8,svc,train_cv,1.0,0.8465597263385944,ood_test,0.656,0.54356483729966,0.5437568966980731,0.3174603174603174,0.569208353569694,0.3774851169130045,,,,,0.0039601325988769,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern25_med_x3,8,matern25_med_x3__d8,svc,train_cv,1.0,0.8611335689000696,validation,0.832,0.8212568681318682,0.6995192307692308,0.5,0.9170673076923076,0.6724686121390852,,,,,0.0035328865051269,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern25_med_x3,8,matern25_med_x3__d8,svc,train_cv,1.0,0.8611335689000696,id_test,0.816,0.8444444444444444,0.6883468834688347,0.4888888888888889,0.9237333333333332,0.6167974743318876,,,,,0.0035328865051269,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern25_med_x3,8,matern25_med_x3__d8,svc,train_cv,1.0,0.8611335689000696,ood_test,0.596,0.5829043224866439,0.5626872651067736,0.4419889502762431,0.624536182612919,0.392945006006292,,,,,0.0035328865051269,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern25_med_x10,8,matern25_med_x10__d8,svc,train_cv,10.0,0.8617116035821507,validation,0.832,0.8212568681318682,0.6995192307692308,0.5,0.9138049450549453,0.6517720229916337,,,,,0.0036802291870117,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern25_med_x10,8,matern25_med_x10__d8,svc,train_cv,10.0,0.8617116035821507,id_test,0.82,0.8466666666666667,0.6924464856885097,0.4943820224719101,0.9216,0.6180410932809829,,,,,0.0036802291870117,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern25_med_x10,8,matern25_med_x10__d8,svc,train_cv,10.0,0.8617116035821507,ood_test,0.608,0.581155900922778,0.5669159109791235,0.4335260115606936,0.6223409422049538,0.3924489108197265,,,,,0.0036802291870117,analytic_cpu
college_scorecard,q1000,42,quantum,zz_r1_full__as0.5,8,zz_r1_full__as0.5__d8,svc,train_cv,0.1,0.7719428956927276,validation,0.848,0.711195054945055,0.6683424102778942,0.4242424242424242,0.8949175824175823,0.4364390120158322,,,,,0.0065112113952636,cuda
college_scorecard,q1000,42,quantum,zz_r1_full__as0.5,8,zz_r1_full__as0.5__d8,svc,train_cv,0.1,0.7719428956927276,id_test,0.872,0.8044444444444444,0.7276688453159041,0.5294117647058824,0.9052444444444444,0.5164717148377765,,,,,0.0065112113952636,cuda
college_scorecard,q1000,42,quantum,zz_r1_full__as0.5,8,zz_r1_full__as0.5__d8,svc,train_cv,0.1,0.7719428956927276,ood_test,0.706,0.4971830985915493,0.4138335287221571,0.0,0.560427391937834,0.3313835523705057,,,,,0.0065112113952636,cuda
college_scorecard,q1000,42,quantum,zz_r1_full__as0.5,8,zz_r1_full__as0.5__d8,svc,fixed_c1,1.0,,validation,0.868,0.7393543956043955,0.7003378010242999,0.4761904761904761,0.8770604395604396,0.527700487791834,,,,,0.0075464248657226,cuda
college_scorecard,q1000,42,quantum,zz_r1_full__as0.5,8,zz_r1_full__as0.5__d8,svc,fixed_c1,1.0,,id_test,0.88,0.7911111111111111,0.7312213302752293,0.53125,0.9034666666666666,0.5119019322186088,,,,,0.0075464248657226,cuda
college_scorecard,q1000,42,quantum,zz_r1_full__as0.5,8,zz_r1_full__as0.5__d8,svc,fixed_c1,1.0,,ood_test,0.712,0.5197668771248178,0.4696367011402811,0.1111111111111111,0.5597085964060223,0.349357621321502,,,,,0.0075464248657226,cuda
college_scorecard,q1000,42,quantum,zz_r2_full__as0.5,8,zz_r2_full__as0.5__d8,svc,train_cv,1.0,0.6474556018580753,validation,0.888,0.6315247252747254,0.651116427432217,0.3636363636363636,0.8456387362637362,0.4669627250680225,,,,,0.0091128349304199,cuda
college_scorecard,q1000,42,quantum,zz_r2_full__as0.5,8,zz_r2_full__as0.5__d8,svc,train_cv,1.0,0.6474556018580753,id_test,0.888,0.6533333333333333,0.6648151695077571,0.391304347826087,0.8252444444444444,0.4452782832593334,,,,,0.0091128349304199,cuda
college_scorecard,q1000,42,quantum,zz_r2_full__as0.5,8,zz_r2_full__as0.5__d8,svc,train_cv,1.0,0.6474556018580753,ood_test,0.716,0.5185041282175814,0.4607485721229797,0.0897435897435897,0.5259640602234094,0.31916061775642,,,,,0.0091128349304199,cuda
college_scorecard,q1000,42,quantum,zz_r2_full__as0.5,8,zz_r2_full__as0.5__d8,svc,fixed_c1,1.0,,validation,0.888,0.6315247252747254,0.651116427432217,0.3636363636363636,0.8456387362637362,0.4669627250680225,,,,,0.0085790157318115,cuda
college_scorecard,q1000,42,quantum,zz_r2_full__as0.5,8,zz_r2_full__as0.5__d8,svc,fixed_c1,1.0,,id_test,0.888,0.6533333333333333,0.6648151695077571,0.391304347826087,0.8252444444444444,0.4452782832593334,,,,,0.0085790157318115,cuda
college_scorecard,q1000,42,quantum,zz_r2_full__as0.5,8,zz_r2_full__as0.5__d8,svc,fixed_c1,1.0,,ood_test,0.716,0.5185041282175814,0.4607485721229797,0.0897435897435897,0.5259640602234094,0.31916061775642,,,,,0.0085790157318115,cuda
college_scorecard,q1000,42,quantum,pauli_xz_r1_full__as0.5,8,pauli_xz_r1_full__as0.5__d8,svc,train_cv,0.1,0.8609047946223642,validation,0.828,0.802026098901099,0.6894051024240848,0.4819277108433735,0.8968063186813187,0.5180811521426841,,,,,0.0046296119689941,cuda
college_scorecard,q1000,42,quantum,pauli_xz_r1_full__as0.5,8,pauli_xz_r1_full__as0.5__d8,svc,train_cv,0.1,0.8609047946223642,id_test,0.808,0.8222222222222222,0.6747967479674797,0.4666666666666667,0.9082666666666666,0.5393439149114949,,,,,0.0046296119689941,cuda
college_scorecard,q1000,42,quantum,pauli_xz_r1_full__as0.5,8,pauli_xz_r1_full__as0.5__d8,svc,train_cv,0.1,0.8609047946223642,ood_test,0.634,0.5688683827100535,0.5667429009758939,0.396039603960396,0.5992423506556581,0.3458747639858764,,,,,0.0046296119689941,cuda
college_scorecard,q1000,42,quantum,pauli_xz_r1_full__as0.5,8,pauli_xz_r1_full__as0.5__d8,svc,fixed_c1,1.0,,validation,0.816,0.8123282967032968,0.6828111209179171,0.4772727272727273,0.9117445054945056,0.5377992310527541,,,,,0.0045328140258789,cuda
college_scorecard,q1000,42,quantum,pauli_xz_r1_full__as0.5,8,pauli_xz_r1_full__as0.5__d8,svc,fixed_c1,1.0,,id_test,0.82,0.8288888888888889,0.6868998914586291,0.4827586206896552,0.9173333333333332,0.6092465467141135,,,,,0.0045328140258789,cuda
college_scorecard,q1000,42,quantum,pauli_xz_r1_full__as0.5,8,pauli_xz_r1_full__as0.5__d8,svc,fixed_c1,1.0,,ood_test,0.55,0.5566294317629917,0.5275471507943508,0.4245524296675191,0.6125109276347742,0.3819817150333798,,,,,0.0045328140258789,cuda
college_scorecard,q1000,42,quantum,zmap_r2__as0.5,8,zmap_r2__as0.5__d8,svc,train_cv,0.1,0.8582573004706356,validation,0.824,0.7997939560439561,0.6852106227106227,0.4761904761904761,0.8847870879120879,0.4375917429632275,,,,,0.0046861171722412,cuda
college_scorecard,q1000,42,quantum,zmap_r2__as0.5,8,zmap_r2__as0.5__d8,svc,train_cv,0.1,0.8582573004706356,id_test,0.824,0.8311111111111111,0.6910459498932704,0.4883720930232558,0.9016888888888888,0.5253105748441853,,,,,0.0046861171722412,cuda
college_scorecard,q1000,42,quantum,zmap_r2__as0.5,8,zmap_r2__as0.5__d8,svc,train_cv,0.1,0.8582573004706356,ood_test,0.632,0.5327829043224867,0.5332318619989853,0.3185185185185185,0.5715978630403108,0.3176873615262547,,,,,0.0046861171722412,cuda
college_scorecard,q1000,42,quantum,zmap_r2__as0.5,8,zmap_r2__as0.5__d8,svc,fixed_c1,1.0,,validation,0.828,0.8360233516483516,0.7008154518382456,0.5057471264367817,0.9005837912087913,0.5402078170642262,,,,,0.0045325756072998,cuda
college_scorecard,q1000,42,quantum,zmap_r2__as0.5,8,zmap_r2__as0.5__d8,svc,fixed_c1,1.0,,id_test,0.824,0.8133333333333334,0.6852106227106227,0.4761904761904761,0.9128888888888887,0.6605579199467987,,,,,0.0045325756072998,cuda
college_scorecard,q1000,42,quantum,zmap_r2__as0.5,8,zmap_r2__as0.5__d8,svc,fixed_c1,1.0,,ood_test,0.614,0.564983001457018,0.558697769708832,0.4024767801857585,0.5935891209324915,0.3947161125985677,,,,,0.0045325756072998,cuda
college_scorecard,q1000,42,quantum,zz_r1_full,8,zz_r1_full__d8,svc,train_cv,1.0,0.7346336268671259,validation,0.876,0.6588255494505495,0.6615572732433731,0.392156862745098,0.8825549450549451,0.5017253395164398,,,,,0.0085859298706054,cuda
college_scorecard,q1000,42,quantum,zz_r1_full,8,zz_r1_full__d8,svc,train_cv,1.0,0.7346336268671259,id_test,0.884,0.7222222222222222,0.7037793667007151,0.4727272727272727,0.9022222222222224,0.5387281734560627,,,,,0.0085859298706054,cuda
college_scorecard,q1000,42,quantum,zz_r1_full,8,zz_r1_full__d8,svc,train_cv,1.0,0.7346336268671259,ood_test,0.712,0.5075279261777562,0.4352941176470588,0.04,0.543895094706168,0.3330847516480134,,,,,0.0085859298706054,cuda
college_scorecard,q1000,42,quantum,zz_r1_full,8,zz_r1_full__d8,svc,fixed_c1,1.0,,validation,0.876,0.6588255494505495,0.6615572732433731,0.392156862745098,0.8825549450549451,0.5017253395164398,,,,,0.0087580680847167,cuda
college_scorecard,q1000,42,quantum,zz_r1_full,8,zz_r1_full__d8,svc,fixed_c1,1.0,,id_test,0.884,0.7222222222222222,0.7037793667007151,0.4727272727272727,0.9022222222222224,0.5387281734560627,,,,,0.0087580680847167,cuda
college_scorecard,q1000,42,quantum,zz_r1_full,8,zz_r1_full__d8,svc,fixed_c1,1.0,,ood_test,0.712,0.5075279261777562,0.4352941176470588,0.04,0.543895094706168,0.3330847516480134,,,,,0.0087580680847167,cuda
college_scorecard,q1000,42,quantum,zz_r2_full,8,zz_r2_full__d8,svc,train_cv,0.1,0.641336361134049,validation,0.892,0.6677541208791209,0.6829646329434973,0.425531914893617,0.8487293956043956,0.4324638847289768,,,,,0.0060389041900634,cuda
college_scorecard,q1000,42,quantum,zz_r2_full,8,zz_r2_full__d8,svc,train_cv,0.1,0.641336361134049,id_test,0.892,0.6377777777777778,0.6565060302274693,0.3720930232558139,0.8917333333333333,0.5082983512890669,,,,,0.0060389041900634,cuda
college_scorecard,q1000,42,quantum,zz_r2_full,8,zz_r2_full__d8,svc,train_cv,0.1,0.641336361134049,ood_test,0.708,0.5026711996114619,0.4274509803921568,0.0266666666666666,0.5489849441476444,0.3422897500769205,,,,,0.0060389041900634,cuda
college_scorecard,q1000,42,quantum,zz_r2_full,8,zz_r2_full__d8,svc,fixed_c1,1.0,,validation,0.896,0.5339972527472527,0.5390070921985816,0.1333333333333333,0.8434065934065935,0.4364698248673254,,,,,0.0081269741058349,cuda
college_scorecard,q1000,42,quantum,zz_r2_full,8,zz_r2_full__d8,svc,fixed_c1,1.0,,id_test,0.912,0.6311111111111112,0.6707375478927203,0.3888888888888889,0.8410666666666666,0.4674160889405112,,,,,0.0081269741058349,cuda
college_scorecard,q1000,42,quantum,zz_r2_full,8,zz_r2_full__d8,svc,fixed_c1,1.0,,ood_test,0.708,0.5006313744536183,0.4210760055830478,0.0135135135135135,0.5377367654201068,0.3452048944018712,,,,,0.0081269741058349,cuda
college_scorecard,q1000,42,quantum,pauli_xz_r1_full,8,pauli_xz_r1_full__d8,svc,train_cv,0.1,0.8401478053245764,validation,0.844,0.7939560439560439,0.7006539559731049,0.4935064935064935,0.8631524725274725,0.4613943839144022,,,,,0.0052618980407714,cuda
college_scorecard,q1000,42,quantum,pauli_xz_r1_full,8,pauli_xz_r1_full__d8,svc,train_cv,0.1,0.8401478053245764,id_test,0.828,0.7977777777777778,0.68325525206989,0.4691358024691358,0.877688888888889,0.4969962782869804,,,,,0.0052618980407714,cuda
college_scorecard,q1000,42,quantum,pauli_xz_r1_full,8,pauli_xz_r1_full__d8,svc,train_cv,0.1,0.8401478053245764,ood_test,0.59,0.5174842156386595,0.516452411841019,0.3278688524590163,0.550247693054881,0.3098950734182358,,,,,0.0052618980407714,cuda
college_scorecard,q1000,42,quantum,pauli_xz_r1_full,8,pauli_xz_r1_full__d8,svc,fixed_c1,1.0,,validation,0.836,0.8404876373626373,0.7094259390503189,0.5176470588235295,0.8289835164835164,0.3926649332647566,,,,,0.0052876472473144,cuda
college_scorecard,q1000,42,quantum,pauli_xz_r1_full,8,pauli_xz_r1_full__d8,svc,fixed_c1,1.0,,id_test,0.816,0.808888888888889,0.6770025839793281,0.4651162790697674,0.8588444444444444,0.5815398673032376,,,,,0.0052876472473144,cuda
college_scorecard,q1000,42,quantum,pauli_xz_r1_full,8,pauli_xz_r1_full__d8,svc,fixed_c1,1.0,,ood_test,0.564,0.5216124332200097,0.5142602495543672,0.3588235294117647,0.542030111704711,0.3399125391767419,,,,,0.0052876472473144,cuda
college_scorecard,q1000,42,quantum,zmap_r2,8,zmap_r2__d8,svc,train_cv,0.1,0.8367760963775212,validation,0.848,0.8131868131868132,0.711386559727792,0.5128205128205128,0.8901098901098902,0.486427755289721,,,,,0.0051698684692382,cuda
college_scorecard,q1000,42,quantum,zmap_r2,8,zmap_r2__d8,svc,train_cv,0.1,0.8367760963775212,id_test,0.84,0.84,0.7082506710234566,0.5121951219512195,0.9059555555555556,0.55477257287883,,,,,0.0051698684692382,cuda
college_scorecard,q1000,42,quantum,zmap_r2,8,zmap_r2__d8,svc,train_cv,0.1,0.8367760963775212,ood_test,0.53,0.5996600291403593,0.5264979790530766,0.4857768052516411,0.6513258863525984,0.4543054440024958,,,,,0.0051698684692382,cuda
college_scorecard,q1000,42,quantum,zmap_r2,8,zmap_r2__d8,svc,fixed_c1,1.0,,validation,0.836,0.823489010989011,0.7038513767299412,0.5060240963855421,0.8803228021978022,0.4299846007891374,,,,,0.0040063858032226,cuda
college_scorecard,q1000,42,quantum,zmap_r2,8,zmap_r2__d8,svc,fixed_c1,1.0,,id_test,0.832,0.8355555555555556,0.6995192307692308,0.5,0.9004444444444444,0.5098998802103999,,,,,0.0040063858032226,cuda
college_scorecard,q1000,42,quantum,zmap_r2,8,zmap_r2__d8,svc,fixed_c1,1.0,,ood_test,0.538,0.59917435648373,0.5327499787613627,0.4832214765100671,0.6684409907722195,0.4584902232702358,,,,,0.0040063858032226,cuda
college_scorecard,q1000,42,quantum,zz_r1_full__as2,8,zz_r1_full__as2__d8,svc,train_cv,1.0,0.6361123558025022,validation,0.888,0.6315247252747254,0.651116427432217,0.3636363636363636,0.854739010989011,0.4438965075798494,,,,,0.008000373840332,cuda
college_scorecard,q1000,42,quantum,zz_r1_full__as2,8,zz_r1_full__as2__d8,svc,train_cv,1.0,0.6361123558025022,id_test,0.896,0.64,0.6620919110002079,0.3809523809523809,0.8666666666666667,0.4955429741957141,,,,,0.008000373840332,cuda
college_scorecard,q1000,42,quantum,zz_r1_full__as2,8,zz_r1_full__as2__d8,svc,train_cv,1.0,0.6361123558025022,ood_test,0.708,0.5006313744536183,0.4210760055830478,0.0135135135135135,0.4924332200097134,0.3073509552055763,,,,,0.008000373840332,cuda
college_scorecard,q1000,42,quantum,zz_r1_full__as2,8,zz_r1_full__as2__d8,svc,fixed_c1,1.0,,validation,0.888,0.6315247252747254,0.651116427432217,0.3636363636363636,0.854739010989011,0.4438965075798494,,,,,0.0079622268676757,cuda
college_scorecard,q1000,42,quantum,zz_r1_full__as2,8,zz_r1_full__as2__d8,svc,fixed_c1,1.0,,id_test,0.896,0.64,0.6620919110002079,0.3809523809523809,0.8666666666666667,0.4955429741957141,,,,,0.0079622268676757,cuda
college_scorecard,q1000,42,quantum,zz_r1_full__as2,8,zz_r1_full__as2__d8,svc,fixed_c1,1.0,,ood_test,0.708,0.5006313744536183,0.4210760055830478,0.0135135135135135,0.4924332200097134,0.3073509552055763,,,,,0.0079622268676757,cuda
college_scorecard,q1000,42,quantum,zz_r2_full__as2,8,zz_r2_full__as2__d8,svc,train_cv,1.0,0.5292803692252542,validation,0.904,0.5384615384615384,0.5460048426150121,0.1428571428571428,0.7711195054945055,0.3661785870609777,,,,,0.011368989944458,cuda
